date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
16.01.1974 12:00,4.0
11.02.1974 12:00,4.4
11.03.1974 12:00,4.25
03.04.1974 12:00,4.9
06.05.1974 12:00,5.25
29.05.1974 12:00,5.8
24.06.1974 12:00,6.3
11.07.1974 12:00,6.85
12.08.1974 12:00,7.2
02.09.1974 12:00,7.55
01.10.1974 12:00,9.15
30.10.1974 12:00,7.65
27.11.1974 12:00,6.95
16.12.1974 12:00,4.9
20.01.1975 12:00,4.75
24.02.1975 12:00,4.2
23.03.1975 12:00,5.1
21.04.1975 12:00,5.85
20.05.1975 12:00,5.95
18.06.1975 12:00,6.65
14.07.1975 12:00,6.85
21.08.1975 12:00,7.4
08.09.1975 12:00,8.0
06.10.1975 12:00,8.25
03.11.1975 12:00,8.3
01.12.1975 12:00,7.35
07.01.1976 12:00,4.35
02.02.1976 12:00,7.8
08.03.1976 12:00,3.95
05.04.1976 12:00,4.95
03.05.1976 12:00,6.4
02.06.1976 12:00,6.85
30.06.1976 12:00,7.15
20.07.1976 12:00,7.3
16.08.1976 12:00,7.55
06.09.1976 12:00,8.85
18.10.1976 12:00,8.35
08.11.1976 12:00,8.25
06.12.1976 12:00,6.15
03.01.1977 12:00,3.55
31.01.1977 12:00,3.55
28.02.1977 12:00,4.6
28.03.1977 12:00,5.8
25.04.1977 12:00,6.65
25.05.1977 12:00,6.5
22.06.1977 12:00,7.3
04.07.1977 12:00,7.35
08.08.1977 12:00,7.55
31.08.1977 12:00,7.9
28.09.1977 12:00,7.85
25.10.1977 12:00,8.05
21.11.1977 12:00,6.6
12.12.1977 12:00,4.95
16.01.1978 12:00,3.95
13.02.1978 12:00,3.25
20.03.1978 12:00,4.8
10.04.1978 12:00,5.6
09.05.1978 12:00,6.8
05.06.1978 12:00,8.5
04.07.1978 12:00,8.7
02.08.1978 12:00,9.0
04.09.1978 12:00,9.25
02.10.1978 12:00,9.6
02.11.1978 12:00,9.55
04.12.1978 12:00,6.8
10.01.1979 12:00,3.25
05.02.1979 12:00,2.85
05.03.1979 12:00,3.85
07.05.1979 12:00,6.0
05.06.1979 12:00,6.8
04.07.1979 12:00,7.05
01.08.1979 12:00,7.25
10.09.1979 12:00,7.85
01.10.1979 12:00,7.85
07.11.1979 12:00,8.35
04.12.1979 12:00,6.75
09.01.1980 12:00,3.75
04.02.1980 12:00,3.15
03.03.1980 12:00,4.1
01.04.1980 12:00,4.65
05.05.1980 12:00,5.9
03.06.1980 12:00,6.75
01.07.1980 12:00,6.75
28.07.1980 12:00,7.05
01.09.1980 12:00,7.8
01.10.1980 12:00,8.2
05.11.1980 12:00,8.65
01.12.1980 12:00,6.1
14.01.1981 12:00,2.8
09.02.1981 12:00,2.35
09.03.1981 12:00,3.2
06.04.1981 12:00,4.8
04.05.1981 12:00,5.85
01.06.1981 12:00,6.05
