date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
16.01.1974 12:00,4.1
11.02.1974 12:00,4.4
11.03.1974 12:00,4.4
03.04.1974 12:00,12.0
06.05.1974 12:00,10.1
29.05.1974 12:00,14.5
24.06.1974 12:00,17.9
11.07.1974 12:00,17.7
12.08.1974 12:00,18.5
02.09.1974 12:00,19.5
01.10.1974 12:00,14.5
30.10.1974 12:00,8.1
27.11.1974 12:00,6.9
16.12.1974 12:00,4.8
20.01.1975 12:00,4.7
24.02.1975 12:00,4.2
23.03.1975 12:00,5.7
21.04.1975 12:00,9.9
20.05.1975 12:00,17.8
18.06.1975 12:00,15.9
14.07.1975 12:00,21.2
21.08.1975 12:00,21.2
08.09.1975 12:00,19.1
06.10.1975 12:00,17.0
03.11.1975 12:00,11.2
01.12.1975 12:00,7.3
07.01.1976 12:00,4.3
02.02.1976 12:00,8.1
08.03.1976 12:00,3.8
05.04.1976 12:00,9.5
03.05.1976 12:00,9.9
02.06.1976 12:00,14.0
30.06.1976 12:00,22.7
20.07.1976 12:00,23.9
16.08.1976 12:00,20.1
06.09.1976 12:00,18.0
18.10.1976 12:00,14.3
08.11.1976 12:00,10.9
06.12.1976 12:00,6.6
03.01.1977 12:00,3.4
31.01.1977 12:00,3.3
28.02.1977 12:00,4.7
28.03.1977 12:00,7.3
25.04.1977 12:00,7.8
25.05.1977 12:00,13.6
22.06.1977 12:00,18.0
04.07.1977 12:00,21.7
08.08.1977 12:00,19.4
31.08.1977 12:00,18.3
28.09.1977 12:00,15.2
25.10.1977 12:00,12.5
21.11.1977 12:00,8.3
12.12.1977 12:00,5.6
16.01.1978 12:00,3.9
13.02.1978 12:00,3.0
20.03.1978 12:00,4.9
10.04.1978 12:00,7.7
09.05.1978 12:00,10.1
05.06.1978 12:00,18.5
04.07.1978 12:00,16.7
02.08.1978 12:00,21.4
04.09.1978 12:00,17.7
02.10.1978 12:00,14.8
02.11.1978 12:00,11.3
04.12.1978 12:00,7.4
10.01.1979 12:00,3.5
05.02.1979 12:00,2.6
05.03.1979 12:00,4.0
07.05.1979 12:00,8.3
05.06.1979 12:00,20.5
04.07.1979 12:00,17.2
01.08.1979 12:00,21.0
10.09.1979 12:00,19.5
01.10.1979 12:00,15.5
07.11.1979 12:00,10.2
04.12.1979 12:00,6.9
09.01.1980 12:00,3.7
04.02.1980 12:00,3.3
03.03.1980 12:00,4.4
01.04.1980 12:00,6.1
05.05.1980 12:00,7.6
03.06.1980 12:00,12.8
01.07.1980 12:00,13.5
28.07.1980 12:00,19.8
01.09.1980 12:00,17.7
01.10.1980 12:00,16.6
05.11.1980 12:00,8.9
01.12.1980 12:00,6.1
14.01.1981 12:00,2.5
09.02.1981 12:00,2.2
09.03.1981 12:00,3.2
06.04.1981 12:00,7.1
04.05.1981 12:00,8.1
01.06.1981 12:00,16.4
01.07.1981 12:00,16.3
27.07.1981 12:00,14.7
31.08.1981 12:00,18.6
05.10.1981 12:00,14.4
02.11.1981 12:00,9.2
07.12.1981 12:00,4.4
18.01.1982 12:00,0.9
08.02.1982 12:00,2.8
01.03.1982 12:00,2.2
05.04.1982 12:00,5.9
03.05.1982 12:00,7.6
01.06.1982 12:00,16.8
05.07.1982 12:00,17.3
26.07.1982 12:00,19.8
30.08.1982 12:00,18.1
20.09.1982 12:00,19.4
18.10.1982 12:00,11.9
08.11.1982 12:00,9.8
06.12.1982 12:00,6.4
10.01.1983 12:00,4.3
07.02.1983 12:00,3.2
07.03.1983 12:00,2.6
05.04.1983 12:00,4.9
02.05.1983 12:00,5.8
06.06.1983 12:00,18.2
04.07.1983 12:00,19.5
25.07.1983 12:00,23.8
05.09.1983 12:00,19.7
04.10.1983 12:00,16.1
08.11.1983 12:00,10.0
05.12.1983 12:00,5.6
09.01.1984 12:00,3.7
06.02.1984 12:00,3.4
12.03.1984 12:00,2.3
03.04.1984 12:00,4.6
07.05.1984 12:00,10.2
04.06.1984 12:00,11.1
02.07.1984 12:00,16.7
23.07.1984 12:00,20.0
03.09.1984 12:00,20.9
01.10.1984 12:00,13.8
29.10.1984 12:00,11.7
19.11.1984 12:00,9.4
10.12.1984 12:00,7.4
04.02.1985 12:00,3.0
25.02.1985 12:00,1.2
18.03.1985 12:00,3.0
01.04.1985 12:00,4.5
05.05.1985 12:00,9.5
03.06.1985 12:00,15.4
01.07.1985 12:00,15.0
22.07.1985 12:00,20.5
02.09.1985 12:00,18.1
04.11.1985 12:00,10.5
07.11.1985 12:00,17.2
09.12.1985 12:00,5.2
07.01.1986 12:00,3.7
03.02.1986 12:00,2.6
03.03.1986 12:00,1.2
01.04.1986 12:00,4.5
05.05.1986 12:00,9.4
02.06.1986 12:00,13.5
30.06.1986 12:00,20.6
28.07.1986 12:00,20.0
01.09.1986 12:00,16.6
06.10.1986 12:00,15.2
03.11.1986 12:00,11.0
01.12.1986 12:00,7.9
07.01.1987 12:00,4.0
29.01.1987 12:00,1.1
10.03.1987 12:00,3.2
24.03.1987 12:00,3.8
07.04.1987 12:00,7.2
22.04.1987 12:00,9.1
05.05.1987 12:00,12.0
20.05.1987 12:00,10.5
03.06.1987 12:00,14.5
17.06.1987 12:00,13.8
01.07.1987 12:00,21.1
14.07.1987 12:00,21.8
28.07.1987 12:00,18.3
11.08.1987 12:00,16.6
25.08.1987 12:00,19.2
08.09.1987 12:00,19.6
22.09.1987 12:00,20.6
06.10.1987 12:00,15.9
20.10.1987 12:00,12.6
03.11.1987 12:00,12.3
17.11.1987 12:00,10.0
