date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
21.01.1987 12:00,10400.3
19.02.1987 12:00,10509.6
18.03.1987 12:00,12588.8
16.04.1987 12:00,13468.0
14.05.1987 12:00,12628.1
23.06.1987 12:00,12314.2
16.07.1987 12:00,11116.7
20.08.1987 12:00,11760.5
17.09.1987 12:00,9460.8
15.10.1987 12:00,9382.4
12.11.1987 12:00,9309.6
10.12.1987 12:00,8332.8
21.01.1988 12:00,7798.7
18.02.1988 12:00,8045.9
17.03.1988 12:00,12125.1
14.04.1988 12:00,9180.7
19.05.1988 12:00,10184.1
16.06.1988 12:00,10082.4
14.07.1988 12:00,9703.9
18.08.1988 12:00,9692.1
15.09.1988 12:00,9285.1
13.10.1988 12:00,8849.4
10.11.1988 12:00,7746.7
21.12.1988 12:00,9280.8
24.01.1989 12:00,8374.2
21.02.1989 12:00,9368.8
21.03.1989 12:00,9962.6
31.03.1989 12:00,9694.6
18.04.1989 12:00,9779.0
28.04.1989 12:00,12345.8
17.05.1989 12:00,9473.0
26.05.1989 12:00,9091.4
13.06.1989 12:00,9720.6
26.06.1989 12:00,8938.2
18.07.1989 12:00,8891.6
16.08.1989 12:00,8509.8
19.09.1989 12:00,7504.1
17.10.1989 12:00,7375.9
14.11.1989 12:00,7140.0
19.12.1989 12:00,6855.0
23.01.1990 12:00,7596.2
27.02.1990 12:00,9964.3
27.03.1990 12:00,8929.9
24.04.1990 12:00,8443.0
22.05.1990 12:00,8084.6
26.06.1990 12:00,7967.6
27.07.1990 12:00,6996.7
04.09.1990 12:00,6917.5
26.09.1990 12:00,6067.1
18.10.1990 12:00,5524.1
19.11.1990 12:00,5155.9
18.12.1990 12:00,6644.0
31.01.1991 12:00,6207.7
21.02.1991 12:00,9231.9
21.03.1991 12:00,9108.3
23.04.1991 12:00,8536.9
21.05.1991 12:00,9703.3
18.06.1991 12:00,8272.5
23.07.1991 12:00,7473.8
27.08.1991 12:00,6456.9
11.09.1991 12:00,6864.2
09.10.1991 12:00,5670.7
06.11.1991 12:00,5732.6
04.12.1991 12:00,5786.4
27.02.1992 12:00,10024.3
10.03.1992 12:00,9484.6
17.03.1992 12:00,8824.5
15.04.1992 12:00,8940.3
14.05.1992 12:00,8994.3
10.06.1992 12:00,7783.3
08.07.1992 12:00,7984.3
05.08.1992 12:00,7585.7
06.08.1992 12:00,7585.7
09.09.1992 12:00,7267.2
07.10.1992 12:00,7907.1
04.11.1992 12:00,6055.9
02.12.1992 12:00,5989.6
13.01.1993 12:00,8622.1
04.02.1993 12:00,9527.5
11.03.1993 12:00,10290.5
08.04.1993 12:00,9798.1
06.05.1993 12:00,8832.1
27.06.1993 12:00,9312.7
08.07.1993 12:00,6741.4
05.08.1993 12:00,7189.4
16.09.1993 12:00,7438.5
21.10.1993 12:00,7670.6
16.11.1993 12:00,7550.3
09.12.1993 12:00,6961.3
12.01.1994 12:00,8646.0
08.02.1994 12:00,7539.6
17.03.1994 12:00,11499.1
13.04.1994 12:00,12528.5
10.05.1994 12:00,8636.0
15.06.1994 12:00,9885.0
15.07.1994 12:00,7902.8
17.08.1994 12:00,7063.8
15.09.1994 12:00,8996.2
16.09.1994 12:00,8988.5
19.09.1994 12:00,8846.5
12.10.1994 12:00,7558.2
16.11.1994 12:00,5671.0
14.12.1994 12:00,6001.0
11.01.1995 12:00,6547.6
08.02.1995 12:00,7772.9
15.03.1995 12:00,8708.5
04.04.1995 12:00,10430.3
12.04.1995 12:00,9685.5
17.05.1995 12:00,8845.9
13.06.1995 12:00,7182.8
12.07.1995 12:00,6982.4
09.08.1995 12:00,7424.6
14.09.1995 12:00,6990.7
13.10.1995 12:00,6214.7
16.11.1995 12:00,5848.6
14.12.1995 12:00,7053.7
18.01.1996 12:00,7022.0
15.02.1996 12:00,8382.0
21.03.1996 12:00,10338.4
17.04.1996 12:00,8382.0
14.05.1996 12:00,9108.2
13.06.1996 12:00,7782.8
10.07.1996 12:00,7703.5
22.07.1996 12:00,8824.0
06.08.1996 12:00,8270.4
27.08.1996 12:00,7593.9
13.09.1996 12:00,7501.4
24.09.1996 12:00,7234.0
04.10.1996 12:00,7273.0
23.10.1996 12:00,7136.5
26.11.1996 12:00,7020.5
12.12.1996 12:00,6292.8
17.12.1996 12:00,6958.4
10.01.1997 12:00,8094.8
28.01.1997 12:00,7275.3
20.02.1997 12:00,6894.9
25.02.1997 12:00,8539.9
13.03.1997 12:00,8947.0
25.03.1997 12:00,7570.6
10.04.1997 12:00,9850.0
21.04.1997 12:00,7823.4
07.05.1997 12:00,7220.7
20.05.1997 12:00,6474.9
05.06.1997 12:00,7801.4
18.06.1997 12:00,7314.7
03.07.1997 12:00,7697.5
22.07.1997 12:00,7426.3
07.08.1997 12:00,6760.6
27.08.1997 12:00,5813.6
11.09.1997 12:00,5882.2
23.09.1997 12:00,5240.7
21.10.1997 12:00,5336.7
06.11.1997 12:00,5306.3
17.11.1997 12:00,5138.1
09.12.1997 12:00,5003.4
16.12.1997 12:00,4650.8
15.01.1998 12:00,6420.3
27.01.1998 12:00,7198.0
12.02.1998 12:00,7768.1
23.02.1998 12:00,7363.1
13.03.1998 12:00,8249.0
23.03.1998 12:00,7054.0
09.04.1998 12:00,7765.2
21.04.1998 12:00,10182.8
07.05.1998 12:00,8636.7
19.05.1998 12:00,5721.4
05.06.1998 12:00,8471.9
16.06.1998 12:00,7375.5
