date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
21.01.1987 12:00,5.2
19.02.1987 12:00,4.73
18.03.1987 12:00,5.0
16.04.1987 12:00,7.44
14.05.1987 12:00,13.03
23.06.1987 12:00,19.82
16.07.1987 12:00,24.94
20.08.1987 12:00,24.74
17.09.1987 12:00,22.94
15.10.1987 12:00,15.88
12.11.1987 12:00,12.9
10.12.1987 12:00,8.84
21.01.1988 12:00,6.62
18.02.1988 12:00,5.91
17.03.1988 12:00,6.46
14.04.1988 12:00,9.2
19.05.1988 12:00,16.26
16.06.1988 12:00,19.51
14.07.1988 12:00,23.5
18.08.1988 12:00,25.21
15.09.1988 12:00,20.53
13.10.1988 12:00,17.17
10.11.1988 12:00,12.78
21.12.1988 12:00,6.66
24.01.1989 12:00,5.63
21.02.1989 12:00,5.25
21.03.1989 12:00,6.76
31.03.1989 12:00,9.62
18.04.1989 12:00,9.44
28.04.1989 12:00,9.07
17.05.1989 12:00,13.3
26.05.1989 12:00,17.74
13.06.1989 12:00,19.06
26.06.1989 12:00,22.06
18.07.1989 12:00,22.68
16.08.1989 12:00,24.14
19.09.1989 12:00,20.7
17.10.1989 12:00,16.24
14.11.1989 12:00,13.04
19.12.1989 12:00,8.5
23.01.1990 12:00,5.98
27.02.1990 12:00,6.7
27.03.1990 12:00,7.86
24.04.1990 12:00,9.51
22.05.1990 12:00,19.2
26.06.1990 12:00,21.61
27.07.1990 12:00,24.26
04.09.1990 12:00,22.56
26.09.1990 12:00,19.87
18.10.1990 12:00,17.9
19.11.1990 12:00,12.03
18.12.1990 12:00,7.56
31.01.1991 12:00,5.73
21.02.1991 12:00,5.29
21.03.1991 12:00,8.65
23.04.1991 12:00,9.88
21.05.1991 12:00,13.22
18.06.1991 12:00,18.06
23.07.1991 12:00,24.7
27.08.1991 12:00,25.18
11.09.1991 12:00,23.1
09.10.1991 12:00,18.46
06.11.1991 12:00,12.96
04.12.1991 12:00,9.39
27.02.1992 12:00,5.82
10.03.1992 12:00,5.85
17.03.1992 12:00,6.77
15.04.1992 12:00,8.68
14.05.1992 12:00,16.74
10.06.1992 12:00,18.08
08.07.1992 12:00,20.56
05.08.1992 12:00,26.62
06.08.1992 12:00,26.62
09.09.1992 12:00,20.7
07.10.1992 12:00,17.73
04.11.1992 12:00,13.1
02.12.1992 12:00,10.2
13.01.1993 12:00,6.56
04.02.1993 12:00,6.08
11.03.1993 12:00,5.78
08.04.1993 12:00,8.49
06.05.1993 12:00,13.68
27.06.1993 12:00,19.68
08.07.1993 12:00,21.84
05.08.1993 12:00,24.41
16.09.1993 12:00,19.12
21.10.1993 12:00,14.3
16.11.1993 12:00,11.24
09.12.1993 12:00,8.28
12.01.1994 12:00,6.14
08.02.1994 12:00,5.72
17.03.1994 12:00,8.07
13.04.1994 12:00,9.0
10.05.1994 12:00,15.22
15.06.1994 12:00,17.68
15.07.1994 12:00,24.5
17.08.1994 12:00,25.24
15.09.1994 12:00,20.76
16.09.1994 12:00,20.06
19.09.1994 12:00,19.13
12.10.1994 12:00,16.38
16.11.1994 12:00,12.98
14.12.1994 12:00,10.1
11.01.1995 12:00,6.75
08.02.1995 12:00,5.77
15.03.1995 12:00,5.93
04.04.1995 12:00,7.15
12.04.1995 12:00,8.24
17.05.1995 12:00,13.32
13.06.1995 12:00,17.34
12.07.1995 12:00,24.32
09.08.1995 12:00,24.48
14.09.1995 12:00,19.2
13.10.1995 12:00,17.62
16.11.1995 12:00,12.14
14.12.1995 12:00,8.64
18.01.1996 12:00,6.96
15.02.1996 12:00,6.14
21.03.1996 12:00,6.42
17.04.1996 12:00,10.11
14.05.1996 12:00,14.46
13.06.1996 12:00,24.94
10.07.1996 12:00,18.94
22.07.1996 12:00,23.1
06.08.1996 12:00,23.2
27.08.1996 12:00,22.02
13.09.1996 12:00,18.73
24.09.1996 12:00,17.13
04.10.1996 12:00,16.84
23.10.1996 12:00,15.16
07.11.1996 12:00,13.48
26.11.1996 12:00,10.34
12.12.1996 12:00,8.46
17.12.1996 12:00,8.27
10.01.1997 12:00,6.68
28.01.1997 12:00,6.2
20.02.1997 12:00,6.15
25.02.1997 12:00,6.44
13.03.1997 12:00,7.72
25.03.1997 12:00,7.98
10.04.1997 12:00,9.02
21.04.1997 12:00,9.88
07.05.1997 12:00,12.73
20.05.1997 12:00,16.18
05.06.1997 12:00,18.29
18.06.1997 12:00,21.59
03.07.1997 12:00,18.34
22.07.1997 12:00,22.3
07.08.1997 12:00,23.94
27.08.1997 12:00,24.52
11.09.1997 12:00,23.14
23.09.1997 12:00,21.48
09.10.1997 12:00,20.19
21.10.1997 12:00,17.34
06.11.1997 12:00,13.98
17.11.1997 12:00,12.32
09.12.1997 12:00,9.71
16.12.1997 12:00,9.0
15.01.1998 12:00,7.45
27.01.1998 12:00,6.86
12.02.1998 12:00,6.35
23.02.1998 12:00,6.82
13.03.1998 12:00,6.8
23.03.1998 12:00,7.07
09.04.1998 12:00,8.99
21.04.1998 12:00,9.56
07.05.1998 12:00,12.7
19.05.1998 12:00,16.92
05.06.1998 12:00,19.54
16.06.1998 12:00,17.72
02.07.1998 12:00,23.26
23.07.1998 12:00,25.29
13.08.1998 12:00,26.04
24.08.1998 12:00,25.32
10.09.1998 12:00,21.66
22.09.1998 12:00,19.45
09.10.1998 12:00,16.87
27.10.1998 12:00,14.56
06.11.1998 12:00,13.26
18.11.1998 12:00,10.88
11.12.1998 12:00,7.68
15.12.1998 12:00,7.44
14.01.1999 12:00,6.33
26.01.1999 12:00,6.14
18.02.1999 12:00,5.62
24.02.1999 12:00,5.67
23.03.1999 12:00,7.01
13.04.1999 12:00,11.31
27.04.1999 12:00,10.89
10.05.1999 12:00,15.7
26.05.1999 12:00,18.51
09.06.1999 12:00,20.26
23.06.1999 12:00,19.09
09.07.1999 12:00,23.02
11.08.1999 12:00,24.62
24.08.1999 12:00,23.47
09.09.1999 12:00,22.22
29.09.1999 12:00,19.37
05.10.1999 12:00,18.09
19.10.1999 12:00,15.46
09.11.1999 12:00,13.09
16.11.1999 12:00,11.78
