date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
16.04.1987 12:00,5.2
14.05.1987 12:00,10.0
23.06.1987 12:00,9.5
16.07.1987 12:00,5.5
20.08.1987 12:00,9.8
17.09.1987 12:00,10.3
15.10.1987 12:00,13.7
12.11.1987 12:00,18.2
10.12.1987 12:00,26.8
21.01.1988 12:00,31.4
17.03.1988 12:00,9.9
14.04.1988 12:00,8.0
19.05.1988 12:00,7.3
16.06.1988 12:00,8.8
14.07.1988 12:00,9.3
18.08.1988 12:00,8.7
15.09.1988 12:00,12.3
13.10.1988 12:00,12.7
10.11.1988 12:00,15.9
21.12.1988 12:00,41.1
21.03.1989 12:00,3.7
31.03.1989 12:00,9.4
18.04.1989 12:00,15.4
28.04.1989 12:00,20.3
17.05.1989 12:00,11.9
26.05.1989 12:00,9.3
13.06.1989 12:00,10.6
26.06.1989 12:00,8.7
18.07.1989 12:00,9.0
16.08.1989 12:00,12.1
19.09.1989 12:00,13.2
17.10.1989 12:00,15.8
14.11.1989 12:00,19.0
19.12.1989 12:00,24.7
27.02.1990 12:00,9.9
27.03.1990 12:00,9.6
24.04.1990 12:00,18.6
22.05.1990 12:00,7.7
26.06.1990 12:00,10.0
27.07.1990 12:00,10.7
04.09.1990 12:00,11.6
26.09.1990 12:00,14.5
18.10.1990 12:00,16.2
19.11.1990 12:00,19.2
18.12.1990 12:00,31.9
21.03.1991 12:00,8.3
23.04.1991 12:00,14.0
21.05.1991 12:00,19.4
18.06.1991 12:00,11.7
23.07.1991 12:00,9.6
27.08.1991 12:00,10.9
11.09.1991 12:00,11.6
09.10.1991 12:00,14.8
06.11.1991 12:00,17.3
04.12.1991 12:00,23.8
17.03.1992 12:00,10.9
15.04.1992 12:00,9.4
14.05.1992 12:00,6.2
10.06.1992 12:00,10.0
08.07.1992 12:00,10.0
05.08.1992 12:00,8.2
06.08.1992 12:00,8.2
09.09.1992 12:00,12.4
07.10.1992 12:00,14.7
04.11.1992 12:00,17.1
02.12.1992 12:00,20.0
08.04.1993 12:00,10.5
06.05.1993 12:00,7.6
27.06.1993 12:00,6.6
08.07.1993 12:00,9.4
05.08.1993 12:00,9.5
16.09.1993 12:00,12.3
21.10.1993 12:00,17.3
16.11.1993 12:00,20.2
09.12.1993 12:00,25.9
17.03.1994 12:00,12.6
13.04.1994 12:00,15.1
10.05.1994 12:00,8.7
15.06.1994 12:00,11.3
15.07.1994 12:00,9.7
17.08.1994 12:00,9.6
15.09.1994 12:00,13.1
16.09.1994 12:00,12.3
19.09.1994 12:00,13.0
12.10.1994 12:00,14.8
16.11.1994 12:00,18.1
14.12.1994 12:00,20.8
11.01.1995 12:00,27.8
04.04.1995 12:00,12.2
12.04.1995 12:00,16.7
17.05.1995 12:00,9.0
13.06.1995 12:00,8.5
12.07.1995 12:00,7.3
09.08.1995 12:00,8.6
14.09.1995 12:00,15.3
13.10.1995 12:00,15.9
16.11.1995 12:00,19.7
14.12.1995 12:00,26.8
18.01.1996 12:00,37.2
17.04.1996 12:00,8.1
14.05.1996 12:00,9.0
13.06.1996 12:00,6.0
10.07.1996 12:00,11.8
22.07.1996 12:00,8.3
06.08.1996 12:00,11.0
27.08.1996 12:00,11.9
13.09.1996 12:00,10.4
24.09.1996 12:00,13.9
04.10.1996 12:00,14.1
23.10.1996 12:00,16.1
26.11.1996 12:00,21.5
12.12.1996 12:00,23.4
17.12.1996 12:00,26.7
10.01.1997 12:00,37.7
13.03.1997 12:00,14.7
25.03.1997 12:00,21.9
10.04.1997 12:00,23.0
21.04.1997 12:00,28.9
07.05.1997 12:00,14.9
20.05.1997 12:00,9.8
05.06.1997 12:00,9.4
18.06.1997 12:00,10.0
03.07.1997 12:00,11.8
22.07.1997 12:00,10.5
07.08.1997 12:00,9.2
27.08.1997 12:00,10.3
11.09.1997 12:00,11.7
23.09.1997 12:00,12.0
21.10.1997 12:00,14.3
06.11.1997 12:00,18.0
17.11.1997 12:00,21.0
09.12.1997 12:00,27.0
16.12.1997 12:00,26.2
15.01.1998 12:00,40.1
27.01.1998 12:00,49.6
23.02.1998 12:00,8.9
13.03.1998 12:00,18.3
23.03.1998 12:00,40.0
09.04.1998 12:00,13.2
21.04.1998 12:00,14.4
07.05.1998 12:00,8.9
19.05.1998 12:00,5.5
05.06.1998 12:00,9.2
16.06.1998 12:00,10.1
02.07.1998 12:00,9.0
23.07.1998 12:00,9.1
13.08.1998 12:00,9.1
24.08.1998 12:00,9.3
10.09.1998 12:00,11.7
22.09.1998 12:00,13.5
09.10.1998 12:00,14.3
27.10.1998 12:00,17.4
06.11.1998 12:00,16.2
18.11.1998 12:00,20.4
11.12.1998 12:00,27.7
15.12.1998 12:00,30.5
23.03.1999 12:00,10.2
27.04.1999 12:00,10.4
10.05.1999 12:00,8.7
26.05.1999 12:00,7.6
09.06.1999 12:00,9.1
09.07.1999 12:00,9.4
11.08.1999 12:00,10.4
24.08.1999 12:00,11.2
09.09.1999 12:00,11.6
29.09.1999 12:00,15.0
05.10.1999 12:00,14.9
19.10.1999 12:00,17.7
09.11.1999 12:00,18.7
16.11.1999 12:00,19.8
01.12.1999 12:00,22.8
14.12.1999 12:00,26.6
21.03.2000 12:00,29.1
03.04.2000 12:00,8.6
19.04.2000 12:00,14.2
02.05.2000 12:00,4.2
23.05.2000 12:00,6.4
06.06.2000 12:00,5.9
20.06.2000 12:00,7.6
11.07.2000 12:00,9.7
25.07.2000 12:00,9.1
08.08.2000 12:00,9.8
22.08.2000 12:00,10.6
05.09.2000 12:00,10.6
26.09.2000 12:00,13.0
10.10.2000 12:00,12.9
24.10.2000 12:00,15.0
08.11.2000 12:00,17.3
21.11.2000 12:00,21.2
05.12.2000 12:00,23.2
19.12.2000 12:00,25.4
09.01.2001 12:00,23.2
20.03.2001 12:00,7.2
03.04.2001 12:00,9.8
17.04.2001 12:00,14.1
03.05.2001 12:00,10.7
15.05.2001 12:00,4.8
08.06.2001 12:00,8.9
20.06.2001 12:00,8.1
17.07.2001 12:00,9.8
24.07.2001 12:00,10.9
07.08.2001 12:00,10.7
06.09.2001 12:00,10.3
11.09.2001 12:00,12.7
26.09.2001 12:00,13.9
12.10.2001 12:00,13.4
23.10.2001 12:00,13.8
06.11.2001 12:00,15.8
20.11.2001 12:00,17.7
04.12.2001 12:00,22.8
18.12.2001 12:00,34.3
20.03.2002 12:00,5.7
02.04.2002 12:00,11.8
16.04.2002 12:00,8.0
06.05.2002 12:00,12.1
21.05.2002 12:00,8.8
07.06.2002 12:00,8.8
25.06.2002 12:00,5.9
09.07.2002 12:00,8.4
23.07.2002 12:00,7.5
09.08.2002 12:00,8.4
20.08.2002 12:00,11.3
03.09.2002 12:00,10.6
24.09.2002 12:00,12.5
08.10.2002 12:00,12.3
23.10.2002 12:00,14.7
05.11.2002 12:00,16.5
19.11.2002 12:00,17.8
04.12.2002 12:00,26.6
17.12.2002 12:00,24.7
07.01.2003 12:00,33.5
25.03.2003 12:00,28.4
07.04.2003 12:00,14.9
22.04.2003 12:00,9.5
05.05.2003 12:00,5.4
20.05.2003 12:00,6.8
02.06.2003 12:00,6.8
17.06.2003 12:00,8.0
14.07.2003 12:00,9.2
28.07.2003 12:00,9.2
11.08.2003 12:00,9.2
26.08.2003 12:00,9.0
10.09.2003 12:00,11.5
24.09.2003 12:00,11.5
09.10.2003 12:00,12.1
20.10.2003 12:00,12.5
04.11.2003 12:00,15.0
18.11.2003 12:00,15.9
03.12.2003 12:00,15.3
16.12.2003 12:00,21.5
23.03.2004 12:00,12.8
05.04.2004 12:00,2.5
20.04.2004 12:00,16.1
04.05.2004 12:00,12.8
18.05.2004 12:00,8.8
02.06.2004 12:00,9.2
15.06.2004 12:00,8.9
13.07.2004 12:00,11.3
27.07.2004 12:00,11.4
10.08.2004 12:00,11.0
24.08.2004 12:00,11.2
07.09.2004 12:00,11.1
21.09.2004 12:00,11.7
05.10.2004 12:00,14.1
19.10.2004 12:00,14.9
02.11.2004 12:00,16.4
16.11.2004 12:00,19.7
30.11.2004 12:00,22.3
14.12.2004 12:00,26.3
30.03.2005 12:00,7.5
11.04.2005 12:00,12.3
27.04.2005 12:00,12.6
09.05.2005 12:00,9.2
24.05.2005 12:00,9.4
08.06.2005 12:00,9.6
21.06.2005 12:00,9.8
13.07.2005 12:00,9.6
27.07.2005 12:00,10.0
10.08.2005 12:00,11.3
24.08.2005 12:00,12.2
06.09.2005 12:00,11.9
20.09.2005 12:00,12.6
04.10.2005 12:00,13.5
18.10.2005 12:00,15.5
09.11.2005 12:00,15.7
22.11.2005 12:00,18.7
05.12.2005 12:00,18.2
13.12.2005 12:00,25.8
03.04.2006 12:00,9.3
25.04.2006 12:00,6.6
08.05.2006 12:00,9.3
22.05.2006 12:00,6.5
07.06.2006 12:00,10.4
20.06.2006 12:00,8.4
18.07.2006 12:00,8.8
25.07.2006 12:00,8.2
08.08.2006 12:00,9.9
22.08.2006 12:00,11.5
05.09.2006 12:00,12.0
19.09.2006 12:00,12.7
04.10.2006 12:00,14.9
24.10.2006 12:00,14.4
07.11.2006 12:00,17.8
20.11.2006 12:00,19.3
05.12.2006 12:00,19.0
19.12.2006 12:00,18.8
09.01.2007 12:00,30.4
23.01.2007 12:00,25.7
06.02.2007 12:00,41.6
28.02.2007 12:00,40.1
13.03.2007 12:00,16.3
26.03.2007 12:00,36.9
11.04.2007 12:00,9.7
23.04.2007 12:00,8.8
11.05.2007 12:00,8.0
21.05.2007 12:00,9.4
06.06.2007 12:00,10.0
18.06.2007 12:00,9.8
10.07.2007 12:00,10.3
23.07.2007 12:00,10.7
07.08.2007 12:00,11.0
20.08.2007 12:00,11.5
03.09.2007 12:00,11.9
17.09.2007 12:00,14.2
02.10.2007 12:00,15.1
15.10.2007 12:00,14.9
06.11.2007 12:00,18.5
19.11.2007 12:00,20.6
05.12.2007 12:00,25.7
18.12.2007 12:00,32.7
09.01.2008 12:00,43.6
04.03.2008 12:00,10.9
17.03.2008 12:00,7.6
01.04.2008 12:00,5.2
14.04.2008 12:00,16.3
06.05.2008 12:00,11.7
19.05.2008 12:00,9.8
03.06.2008 12:00,6.7
16.06.2008 12:00,8.6
08.07.2008 12:00,7.9
21.07.2008 12:00,8.3
05.08.2008 12:00,7.7
18.08.2008 12:00,8.3
02.09.2008 12:00,9.8
15.09.2008 12:00,11.4
06.10.2008 12:00,13.4
20.10.2008 12:00,14.8
04.11.2008 12:00,16.7
17.11.2008 12:00,16.8
04.12.2008 12:00,22.3
15.12.2008 12:00,28.2
23.03.2009 12:00,11.9
