date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,11505446.22,1818724.815,365263.499,2049064.436,291425.09,29834.105,715402.43,16794986.96,0.0,90300.813
1981,11556538.658,1883687.219,379337.909,1976972.686,289249.895,23867.284,699969.36,16833996.822,0.0,94666.474
1982,11607631.096,1948649.622,393412.318,1904880.936,287074.701,17900.463,684536.289,16873006.684,0.0,99032.134
1983,11658723.534,2013612.026,407486.728,1832789.186,284899.507,11933.642,669103.218,16912016.546,0.0,103397.794
1984,11709815.972,2078574.429,421561.137,1760697.436,282724.313,5966.821,653670.147,16951026.408,0.0,107763.455
1985,11760908.41,2143536.833,435635.546,1688605.686,280549.118,0.0,638237.076,16990036.27,0.0,112129.115
1986,12136955.444,2163546.303,468541.662,1617884.664,286540.629,14356.03,614248.368,17338076.138,0.0,115985.807
1987,12513002.478,2183555.773,501447.777,1547163.642,292532.139,28712.06,590259.661,17686116.006,0.0,119842.499
1988,12889049.512,2203565.242,534353.892,1476442.621,298523.65,43068.089,566270.953,18034155.874,0.0,123699.191
1989,13265096.546,2223574.712,567260.007,1405721.599,304515.16,57424.119,542282.245,18382195.742,0.0,127555.883
1990,13641143.58,2243584.182,600166.122,1335000.577,310506.671,71780.149,518293.538,18730235.61,0.0,131412.575
1991,13360815.512,2315516.351,631115.27,1271627.808,290765.091,68182.848,523315.66,18508426.663,0.0,126755.982
1992,13080487.443,2387448.52,662064.418,1208255.038,271023.511,64585.546,528337.783,18286617.717,0.0,122099.389
1993,12800159.375,2459380.688,693013.566,1144882.268,251281.931,60988.245,533359.906,18064808.77,0.0,117442.796
1994,12519831.307,2531312.857,723962.714,1081509.499,231540.351,57390.944,538382.029,17842999.823,0.0,112786.203
1995,12239503.238,2603245.026,754911.862,1018136.729,211798.771,53793.642,543404.152,17621190.877,0.0,108129.61
1996,11959175.17,2675177.195,785861.01,954763.96,192057.191,50196.341,548426.275,17399381.93,0.0,103473.016
1997,10920137.11,2667887.222,758764.151,800817.186,184678.768,85260.918,545846.964,16311153.1,0.0,108550.388
1998,11140012.11,2552286.113,728169.544,708128.068,255023.631,59377.318,496173.391,16241045.75,0.0,99327.999
1999,10892756.67,2615722.785,695659.801,706317.477,283471.525,68061.755,519244.669,15883780.12,0.0,106503.893
2000,10676166.75,2758299.778,661988.778,733164.421,182622.051,76930.882,553405.893,15726343.3,0.0,105284.668
2001,10089682.89,2818362.488,615775.85,677674.664,166420.589,44954.273,490919.452,15014037.07,0.0,103485.419
2002,9738246.308,2906015.674,553610.477,603655.795,193748.549,95226.391,537387.166,14758067.79,0.0,97902.49
2003,9028382.715,3051295.732,487606.0,627890.158,146622.447,140404.146,527200.704,14177248.23,0.0,97436.996
2004,9118996.05,3149260.776,460273.528,595908.537,142850.464,139411.671,518917.835,14269499.87,0.0,96390.097
2005,9371118.376,3285776.859,428198.293,553198.208,168143.028,123489.074,519882.11,14586905.79,0.0,94205.707
2006,9779193.431,3099740.746,416863.551,502087.621,145181.951,191237.927,584280.863,14827506.2,0.0,99635.643
2007,8834029.443,3114187.847,415792.956,465911.114,233358.794,159322.356,585297.768,13912796.19,8600.0,93056.093
2008,8917165.225,3260311.56,381534.709,444222.299,255798.645,110824.801,660430.906,14110041.23,8600.0,92854.116
2009,8298640.736,3282547.68,359852.07,418795.503,266307.037,64100.088,601153.401,13375180.99,8600.0,97228.299
2010,8084455.471,3117387.318,302174.482,381636.317,232993.623,63808.415,551804.698,12825042.86,13500.0,94297.434
2011,7920178.815,3238134.026,296341.502,334690.578,180889.372,63675.351,579791.945,12700351.9,13433.0,110809.104
2012,8488619.526,3204564.682,273977.796,316224.328,196610.915,44677.082,571721.599,13187698.65,12433.0,109452.607
2013,8134960.762,3322415.991,249238.012,313512.196,184354.079,74643.338,566557.427,12922990.27,12433.0,110656.197
2014,7581255.247,3467666.533,236082.802,306945.987,147688.449,116406.973,579569.79,12655907.57,12397.0,107347.979
2015,7256699.912,3393946.129,194611.142,269505.115,158178.95,129431.665,598370.094,12188165.15,12409.0,107224.201
2016,7266840.167,3387328.135,217590.196,295510.047,125715.625,124784.336,590160.706,12118995.37,13435.0,96936.056
2017,7281801.433,3422520.858,180125.017,309603.724,109911.042,132528.31,595069.529,12232923.41,0.0,101944.092
2018,7464402.527,3503143.407,171312.775,305276.378,126275.644,162845.038,582816.14,12575009.43,0.0,100234.962
2019,7220805.403,3609458.405,164019.766,271564.97,142147.731,133705.072,567163.987,12354955.43,0.0,112552.501
2020,7220805.403,3609458.405,164019.766,271564.97,142147.731,133705.072,567163.987,12354955.43,0.0,112552.501
