date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,288405.465,274375.711,16647.384,20583.848,5661.864,256.394,7296.661,615193.018,0.0,4365.38
1981,307338.33,276817.489,19000.321,20612.952,7446.947,205.116,8055.249,641862.454,0.0,3865.575
1982,326271.194,279259.267,21353.258,20642.056,9232.03,153.837,8813.838,668531.89,0.0,3365.771
1983,345204.059,281701.045,23706.195,20671.161,11017.113,102.558,9572.426,695201.326,0.0,2865.967
1984,364136.924,284142.823,26059.132,20700.265,12802.196,51.279,10331.015,721870.762,0.0,2366.162
1985,383069.788,286584.601,28412.069,20729.369,14587.279,0.0,11089.603,748540.198,0.0,1866.358
1986,426834.593,272713.807,32574.62,20229.044,13445.71,473.003,9861.742,779792.015,0.0,1824.18
1987,470599.397,258843.013,36737.17,19728.718,12304.141,946.006,8633.882,811043.831,0.0,1782.003
1988,514364.202,244972.219,40899.721,19228.393,11162.572,1419.01,7406.021,842295.647,0.0,1739.825
1989,558129.006,231101.425,45062.272,18728.067,10021.002,1892.013,6178.16,873547.464,0.0,1697.648
1990,601893.811,217230.631,49224.823,18227.742,8879.433,2365.016,4950.3,904799.28,0.0,1655.47
1991,582184.486,227765.704,48164.832,18834.26,7591.254,1985.074,7276.486,896558.623,0.0,1897.991
1992,562475.161,238300.777,47104.841,19440.779,6303.074,1605.132,9602.672,888317.966,0.0,2140.512
1993,542765.835,248835.85,46044.85,20047.298,5014.895,1225.19,11928.859,880077.31,0.0,2383.033
1994,523056.51,259370.923,44984.859,20653.816,3726.715,845.247,14255.045,871836.653,0.0,2625.554
1995,503347.185,269905.996,43924.868,21260.335,2438.536,465.305,16581.231,863595.996,0.0,2868.076
1996,483637.86,280441.069,42864.877,21866.853,1150.356,85.363,18907.418,855355.339,0.0,3110.597
1997,415524.918,274416.316,39124.976,19972.972,897.38,0.0,18726.887,777919.252,0.0,3163.319
1998,404539.092,269834.233,35759.668,23610.374,4349.076,0.0,28045.706,777506.275,0.0,3611.455
1999,429702.648,247102.052,38978.443,27670.051,10389.272,11729.504,28271.931,810900.91,0.0,3268.763
2000,393095.777,284870.528,27010.152,22429.016,9876.483,3331.563,27361.266,785935.302,0.0,3295.124
2001,442015.882,290758.204,19350.651,25907.262,663.207,6151.3,23583.994,824245.514,0.0,3136.958
2002,451874.57,280535.208,17821.884,26450.412,3765.243,20696.328,17596.472,831692.94,0.0,3136.958
2003,495463.45,282853.013,12780.018,27424.584,7650.786,21453.595,16750.522,875556.68,0.0,3390.023
2004,465030.95,297470.59,11528.284,27467.003,24027.892,25642.575,18702.335,877141.041,0.0,3363.662
2005,551906.081,337267.109,11225.545,9945.311,45027.632,444.417,13952.603,972498.433,0.0,3500.739
2006,571628.084,323228.303,10800.747,16134.28,68420.195,208.534,15580.069,1008300.289,0.0,3490.195
2007,539957.505,341312.164,10698.286,15308.058,85798.659,598.254,21384.816,1017614.681,0.0,3648.361
2008,486096.871,401193.174,7049.356,8014.013,80376.964,18894.465,19866.588,1024323.26,0.0,3569.278
2009,490107.317,403105.673,7589.087,9303.302,67084.103,19167.953,18988.324,1018056.003,0.0,3469.106
2010,489788.028,411076.158,7840.59,6202.399,69754.168,19125.702,18473.437,1025425.952,0.0,3495.467
2011,458204.21,473772.13,7353.272,6335.339,81935.914,31571.185,19573.733,1082049.696,0.0,3263.49
2012,466012.935,486070.096,4760.198,5744.37,95394.143,25216.695,16898.319,1105362.83,0.0,3263.49
2013,529105.04,507118.363,4173.74,6384.485,101528.495,25168.835,17933.75,1205822.001,0.0,3173.863
2014,516095.99,536139.358,4011.935,8943.842,92379.426,19689.77,18102.519,1205942.438,0.0,2725.726
2015,528956.647,493382.583,3870.449,5447.466,98032.045,38516.537,17048.749,1198322.785,0.0,3110.597
2016,520004.41,561317.706,4011.454,6332.254,88409.766,29781.565,19355.909,1238516.256,0.0,3031.514
2017,517021.253,526354.682,3643.498,5525.49,99297.55,40078.184,20367.551,1244868.452,0.0,2616.803
2018,605265.304,526299.628,4599.235,5502.493,116555.416,29428.328,20988.289,1318503.235,0.0,2616.803
2019,594033.873,483559.261,4642.498,6156.347,124976.211,23082.2,19015.204,1271394.154,0.0,2323.563
2020,594033.873,483559.261,4642.498,6156.347,124976.211,23082.2,19015.204,1271394.154,0.0,2323.563
