date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,6800.0,51100.0,600.0,25100.0,0.0,0.0,33350.0,117050.0,0.0,0.0
1981,6160.0,47220.0,700.0,23440.0,0.0,0.0,28580.0,106180.0,0.0,0.0
1982,5520.0,43340.0,800.0,21780.0,0.0,0.0,23810.0,95310.0,0.0,0.0
1983,4880.0,39460.0,900.0,20120.0,0.0,0.0,19040.0,84440.0,0.0,0.0
1984,4240.0,35580.0,1000.0,18460.0,0.0,0.0,14270.0,73570.0,0.0,0.0
1985,3600.0,31700.0,1100.0,16800.0,0.0,0.0,9500.0,62700.0,0.0,0.0
1986,3600.0,35090.0,880.0,15880.0,0.0,0.0,7820.0,63350.0,0.0,40.0
1987,3600.0,38480.0,660.0,14960.0,0.0,0.0,6140.0,64000.0,0.0,80.0
1988,3600.0,41870.0,440.0,14040.0,0.0,0.0,4460.0,64650.0,0.0,120.0
1989,3600.0,45260.0,220.0,13120.0,0.0,0.0,2780.0,65300.0,0.0,160.0
1990,3600.0,48650.0,0.0,12200.0,0.0,0.0,1100.0,65950.0,0.0,200.0
1991,5133.333,49600.0,633.333,12075.0,0.0,0.0,1316.667,71475.0,0.0,166.667
1992,6666.667,50550.0,1266.667,11950.0,0.0,0.0,1533.333,77000.0,0.0,133.333
1993,8200.0,51500.0,1900.0,11825.0,0.0,0.0,1750.0,82525.0,0.0,100.0
1994,9733.333,52450.0,2533.333,11700.0,0.0,0.0,1966.667,88050.0,0.0,66.667
1995,11266.667,53400.0,3166.667,11575.0,0.0,0.0,2183.333,93575.0,0.0,33.333
1996,12800.0,54350.0,3800.0,11450.0,0.0,0.0,2400.0,99100.0,0.0,0.0
1997,13600.0,51500.0,900.0,11950.0,0.0,0.0,1300.0,82450.0,0.0,0.0
1998,8300.0,45700.0,50.0,7650.0,0.0,0.0,500.0,65800.0,0.0,0.0
1999,7200.0,41550.0,50.0,7100.0,0.0,0.0,100.0,61750.0,0.0,200.0
2000,15300.0,26100.0,0.0,7550.0,0.0,3100.0,500.0,56550.0,0.0,200.0
2001,14600.0,28000.0,0.0,7200.0,0.0,5000.0,500.0,57350.0,0.0,200.0
2002,12400.0,18600.0,0.0,4200.0,0.0,4800.0,100.0,40900.0,0.0,200.0
2003,12300.0,13600.0,0.0,3300.0,0.0,5200.0,0.0,35100.0,0.0,2000.0
2004,12800.0,16400.0,0.0,3700.0,0.0,5800.0,0.0,39200.0,0.0,1800.0
2005,12600.0,26500.0,0.0,3500.0,0.0,5700.0,200.0,48500.0,0.0,0.0
2006,16200.0,27000.0,0.0,5100.0,0.0,5300.0,100.0,53700.0,0.0,0.0
2007,15600.0,26800.0,0.0,3300.0,0.0,6800.0,0.0,52500.0,0.0,0.0
2008,12800.0,16600.0,0.0,2200.0,0.0,5000.0,0.0,37600.0,0.0,0.0
2009,8600.0,19800.0,0.0,2100.0,0.0,5000.0,0.0,36500.0,0.0,0.0
2010,14000.0,24100.0,0.0,2200.0,0.0,5000.0,0.0,46300.0,0.0,0.0
2011,10000.0,22000.0,0.0,2100.0,0.0,5000.0,0.0,39600.0,0.0,0.0
2012,10400.0,30025.0,0.0,2100.0,0.0,5500.0,0.0,48675.0,0.0,0.0
2013,10025.0,39625.0,400.0,3100.0,0.0,5000.0,0.0,59400.0,0.0,0.0
2014,27441.5,35878.5,0.0,4016.0,0.0,6100.0,0.0,249158.5,0.0,0.0
2015,32226.0,52955.0,867.0,3966.5,0.0,5400.0,0.0,438213.5,0.0,0.0
2016,37840.5,51395.0,100.0,4757.0,0.0,9041.0,200.0,318495.5,0.0,0.0
2017,69032.5,41722.0,1172.0,6415.0,0.0,21897.0,300.0,344485.0,0.0,0.0
2018,43904.0,54741.0,433.0,3177.0,0.0,19112.0,135.0,290902.5,0.0,0.0
2019,48422.0,65541.0,0.0,2273.0,0.0,12846.0,500.0,266182.0,0.0,0.0
2020,48422.0,65541.0,0.0,2273.0,0.0,12846.0,500.0,266182.0,0.0,0.0
