date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,2550180.968,446382.329,2247.137,96636.819,0.0,0.0,361504.368,3512587.856,1839863.487,77660.27
1981,2536767.457,447772.237,2110.178,92576.261,0.0,0.0,355828.498,3492234.953,1962940.008,82388.216
1982,2523353.946,449162.145,1973.218,88515.704,0.0,0.0,350152.628,3471882.05,2086016.528,87116.161
1983,2509940.435,450552.053,1836.259,84455.147,0.0,0.0,344476.758,3451529.148,2209093.049,91844.107
1984,2496526.924,451941.96,1699.3,80394.589,0.0,0.0,338800.888,3431176.245,2332169.569,96572.052
1985,2483113.413,453331.868,1562.341,76334.032,0.0,0.0,333125.018,3410823.342,2455246.09,101299.998
1986,2520832.408,498386.917,1449.873,67643.535,0.0,0.0,309897.493,3531755.563,2405041.437,91219.997
1987,2558551.403,543441.966,1337.405,58953.038,0.0,0.0,286669.968,3652687.784,2354836.784,81139.996
1988,2596270.398,588497.014,1224.936,50262.541,0.0,0.0,263442.442,3773620.004,2304632.13,71059.996
1989,2633989.393,633552.063,1112.468,41572.044,0.0,0.0,240214.917,3894552.225,2254427.477,60979.995
1990,2671708.388,678607.112,1000.0,32881.546,0.0,0.0,216987.391,4015484.446,2204222.824,50899.994
1991,2605694.324,682483.374,1300.0,42462.365,0.0,2185.367,229321.149,3955496.5,2233612.278,47583.328
1992,2539680.26,686359.637,1600.0,52043.184,0.0,4370.734,241654.906,3895508.554,2263001.731,44266.661
1993,2473666.196,690235.9,1900.0,61624.003,0.0,6556.102,253988.664,3835520.608,2292391.184,40949.995
1994,2407652.132,694112.163,2200.0,71204.821,0.0,8741.469,266322.422,3775532.661,2321780.638,37633.328
1995,2341638.068,697988.426,2500.0,80785.64,0.0,10926.836,278656.179,3715544.715,2351170.092,34316.662
1996,2275624.004,701864.688,2800.0,90366.459,0.0,13112.203,290989.937,3655556.769,2380559.545,30999.995
1997,2074287.797,625955.995,0.0,74897.519,3997.796,0.0,206320.099,3358905.672,2119621.368,41067.1
1998,1928272.626,530395.194,116.166,135072.706,0.0,0.0,204659.606,3238101.391,2126759.804,37899.994
1999,2071862.907,457225.669,0.0,142102.279,0.0,3997.796,183597.863,3157855.584,2257876.901,40299.976
2000,2035738.536,392255.138,0.0,93920.963,0.0,13832.374,151011.856,2817358.867,2616785.559,18399.997
2001,1908230.182,314776.016,48.589,106641.007,0.0,11113.872,260862.66,2785897.982,2644698.863,15000.0
2002,1513735.594,227163.369,191.554,95980.875,42558.589,14205.296,118148.781,2514593.762,2568994.106,15000.0
2003,1818355.142,274340.788,20731.252,43353.984,32100.0,927.89,209344.05,2827165.718,2446384.315,18599.998
2004,1638223.025,311475.502,18283.33,43300.544,37200.0,13676.951,166234.631,2702094.856,2409523.95,15800.0
2005,1557834.166,456673.478,283.531,53064.086,52000.0,819.943,151895.91,2635246.196,2406152.026,14100.0
2006,1556088.479,357608.498,230.955,17466.07,127555.176,293.965,205947.396,2572801.202,2379817.661,14100.0
2007,1285251.754,685017.304,183.238,47364.24,61200.0,228.369,143081.578,2529924.925,2427679.537,38024.288
2008,1427638.582,567945.863,192.955,64641.007,56000.0,121.473,89069.914,2503016.124,2207708.455,48024.287
2009,1408953.048,339497.648,253.879,29223.233,52718.327,15.963,133682.758,2393329.967,2342510.647,46424.287
2010,1456058.77,326011.454,182.21,3523.233,43183.108,15.963,105198.19,2333231.549,2334717.462,19199.999
2011,1119607.536,525878.672,182.21,511.617,782.178,26300.0,171768.395,2207854.996,2400991.828,31799.998
2012,1316270.284,230307.427,239.442,77511.617,0.0,26300.0,123874.78,2067894.277,2449358.194,32499.998
2013,1280034.701,173727.341,303.294,112411.617,0.0,17800.0,53204.354,1900886.958,2560374.116,32499.999
2014,974731.862,439802.043,216.222,153660.617,0.0,0.0,149637.757,2024540.391,2884156.984,41838.999
2015,1132937.063,308428.481,293.965,12211.617,0.0,0.0,76138.965,1956741.86,2941492.006,39539.0
2016,1204705.705,260868.606,335.219,12211.617,0.0,0.0,147437.965,1919754.385,3266044.134,26881.0
2017,1252507.599,219787.348,335.012,82560.617,0.0,0.0,111717.341,1829761.48,3291716.028,30636.0
2018,1132488.147,179131.978,66.154,150899.0,0.0,0.0,144744.831,1866376.656,3333604.151,19714.0
2019,1180368.42,196206.644,78.654,3218.0,0.0,0.0,100263.831,1666342.4,3288796.635,20837.999
2020,1180368.42,196206.644,78.654,3218.0,0.0,0.0,100263.831,1666342.4,3288796.635,20837.999
