date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,905.695,13761.525,0.0,1255.623,0.0,0.0,1102.399,17025.241,0.0,21000.0
1981,1055.135,23377.969,30.331,1379.034,0.0,0.0,1222.942,27078.621,0.0,20980.0
1982,1204.575,32994.414,60.663,1502.445,0.0,0.0,1343.485,37132.001,0.0,20960.0
1983,1354.014,42610.858,90.994,1625.856,0.0,0.0,1464.028,47185.381,0.0,20940.0
1984,1503.454,52227.303,121.325,1749.267,0.0,0.0,1584.57,57238.761,0.0,20920.0
1985,1652.894,61843.748,151.656,1872.678,0.0,0.0,1705.113,67292.141,0.0,20900.0
1986,11094.877,73351.412,3744.628,3275.501,0.0,0.0,2320.911,93851.545,0.0,20940.0
1987,20536.861,84859.076,7337.6,4678.324,0.0,0.0,2936.71,120410.949,0.0,20980.0
1988,29978.845,96366.74,10930.571,6081.146,0.0,0.0,3552.508,146970.353,0.0,21020.0
1989,39420.828,107874.404,14523.542,7483.969,0.0,0.0,4168.306,173529.757,0.0,21060.0
1990,48862.812,119382.068,18116.514,8886.792,0.0,0.0,4784.104,200089.161,0.0,21100.0
1991,48320.757,127129.147,15902.883,9432.501,0.0,0.0,6301.956,207929.087,0.0,27133.333
1992,47778.702,134876.226,13689.252,9978.211,0.0,0.0,7819.808,215769.013,0.0,33166.666
1993,47236.647,142623.305,11475.62,10523.92,0.0,0.0,9337.66,223608.939,0.0,39199.999
1994,46694.592,150370.384,9261.989,11069.63,0.0,0.0,10855.512,231448.866,0.0,45233.332
1995,46152.536,158117.463,7048.358,11615.339,0.0,0.0,12373.363,239288.792,0.0,51266.665
1996,45610.481,165864.542,4834.727,12161.048,0.0,0.0,13891.215,247128.718,0.0,57299.998
1997,3582.327,195894.653,8095.645,14538.916,0.0,0.0,10768.333,237382.37,0.0,2000.0
1998,5189.462,118715.52,6444.078,10362.541,0.0,0.0,15438.839,156491.667,0.0,62299.998
1999,1516.565,123669.976,5159.207,4982.986,0.0,0.0,17816.707,155985.672,0.0,10000.0
2000,3683.834,127967.959,3507.91,4982.986,0.0,0.0,16897.514,162834.757,0.0,10000.0
2001,424.545,123773.812,3400.358,4898.077,0.0,0.0,15517.91,151685.269,0.0,10700.0
2002,2034.569,90270.934,3021.217,5087.648,0.0,0.0,14593.183,120042.566,0.0,10700.0
2003,707.574,94003.625,3305.573,5210.736,0.0,0.0,13272.145,121534.669,0.0,10700.0
2004,396.242,90294.437,0.0,5276.788,0.0,0.0,16838.947,116690.21,0.0,10000.0
2005,566.06,75445.607,0.0,1360.834,0.0,0.0,18603.456,100389.935,0.0,14200.0
2006,566.06,82395.597,0.0,4786.517,0.0,0.0,23028.933,117525.543,0.0,14200.0
2007,566.06,77481.382,0.0,4616.699,0.0,0.0,22245.756,111658.333,0.0,14200.0
2008,1528.361,82774.167,0.0,11278.494,0.0,0.0,22245.756,124518.608,0.0,16200.0
2009,1811.39,77383.667,0.0,11694.489,0.0,0.0,21509.74,119091.115,0.0,27500.0
2010,1132.119,74660.799,0.0,11637.883,0.0,0.0,20745.385,114868.016,0.0,30700.0
2011,1132.119,114741.932,0.0,11315.229,0.0,0.0,21727.248,156070.624,0.0,44199.999
2012,1132.119,116207.893,0.0,16006.753,0.0,0.0,21104.774,161662.242,0.0,45699.999
2013,1132.119,127351.177,0.0,10835.814,0.0,0.0,25501.947,172031.759,0.0,106699.998
2014,325116.632,73989.186,0.0,8881.476,0.0,58588.025,22227.516,496762.616,0.0,106499.998
2015,287816.138,116291.409,0.0,8853.173,70741.573,17328.028,22895.536,535855.64,0.0,109699.998
2016,276439.897,186849.582,0.0,16371.574,50595.747,0.0,17051.056,560383.133,0.0,79999.998
2017,252208.439,202625.483,0.0,45415.811,52180.992,0.0,18024.678,585799.088,0.0,80599.998
2018,234859.226,213431.411,28270.208,13748.549,64466.643,0.0,24167.132,597919.708,0.0,80599.998
2019,221956.396,298022.317,0.0,7422.605,75100.997,0.0,23103.033,651978.162,0.0,82299.998
2020,221956.396,298022.317,0.0,7422.605,75100.997,0.0,23103.033,651978.162,0.0,82299.998
