date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,202618243.1,25704410.29,10483945.01,13767854.94,19780910.63,145639.3,12441020.11,286031834.8,63922609.45,30966096.34
1981,201807840.8,25931527.952,11208451.738,13198706.704,20256610.95,116511.44,12257346.816,286175172.42,65077482.894,30418443.7
1982,200997438.5,26158645.614,11932958.466,12629558.468,20732311.27,87383.58,12073673.522,286318510.04,66232356.338,29870791.06
1983,200187036.2,26385763.276,12657465.194,12060410.232,21208011.59,58255.72,11890000.228,286461847.66,67387229.782,29323138.42
1984,199376633.9,26612880.938,13381971.922,11491261.996,21683711.91,29127.86,11706326.934,286605185.28,68542103.226,28775485.78
1985,198566231.6,26839998.6,14106478.65,10922113.76,22159412.23,0.0,11522653.64,286748522.9,69696976.67,28227833.14
1986,200483537.3,26737167.702,14168035.128,10615098.868,22449210.84,736280.027,11512048.002,289381219.94,69921623.856,28378710.046
1987,202400843.0,26634336.804,14229591.606,10308083.977,22739009.45,1472560.055,11501442.364,292013916.98,70146271.042,28529586.952
1988,204318148.7,26531505.906,14291148.084,10001069.085,23028808.06,2208840.082,11490836.726,294646614.02,70370918.228,28680463.858
1989,206235454.4,26428675.008,14352704.562,9694054.194,23318606.67,2945120.11,11480231.088,297279311.06,70595565.414,28831340.764
1990,208152760.1,26325844.11,14414261.04,9387039.302,23608405.28,3681400.137,11469625.45,299912008.1,70820212.6,28982217.67
1991,206016988.833,26253849.07,14384313.458,9400412.62,23592910.227,3959607.743,11616869.473,299315613.983,71183244.745,29554418.227
1992,203881217.567,26181854.03,14354365.877,9413785.938,23577415.173,4237815.349,11764113.497,298719219.867,71546276.89,30126618.783
1993,201745446.3,26109858.99,14324418.295,9427159.256,23561920.12,4516022.954,11911357.52,298122825.75,71909309.035,30698819.34
1994,199609675.033,26037863.95,14294470.713,9440532.573,23546425.067,4794230.56,12058601.543,297526431.633,72272341.18,31271019.897
1995,197473903.767,25965868.91,14264523.132,9453905.891,23530930.013,5072438.166,12205845.567,296930037.517,72635373.325,31843220.453
1996,195338132.5,25893873.87,14234575.55,9467279.209,23515434.96,5350645.772,12353089.59,296333643.4,72998405.47,32415421.01
1997,186153733.8,25237687.3,14202889.08,7756912.789,24459518.84,7003715.624,12539653.88,292366576.1,71838142.4,32767287.91
1998,184933911.3,23904068.8,14283535.49,7545885.422,24982933.48,5202742.583,11792820.69,290022948.2,73899360.34,32987527.92
1999,180600348.1,24527542.63,15129960.6,7460978.74,24016399.29,5139421.896,10030127.62,283129272.9,73855164.74,32205849.78
2000,181632093.4,22212965.81,15012090.16,8200149.946,21316173.57,5002396.669,9287420.812,280567282.0,75002460.71,31766266.15
2001,177646593.0,23290400.47,14779078.54,7877297.04,20321078.58,5562726.857,11132794.69,282076039.5,76837471.49,32648030.66
2002,169082966.7,22371752.28,14929900.75,8058591.516,23583167.36,7540168.971,11552082.22,282299920.7,77963807.75,32483861.37
2003,166505410.9,22873656.15,14301549.83,7559347.587,23867984.88,8673893.866,11250570.5,282005734.6,75202032.24,30625906.87
2004,160796382.4,24475370.84,14819430.52,7241501.518,25237049.2,8040965.841,10748723.55,275194578.6,74652880.8,30160779.83
2005,164934490.6,24427047.0,14372613.64,6657128.856,26922142.2,7685069.308,10473291.88,276901661.9,74271204.25,29942038.89
2006,162320518.4,24584004.72,14719886.65,6600720.536,27016536.95,8206184.673,10801254.0,274983204.5,73647565.11,29814239.07
2007,158443893.2,24759224.65,15090559.38,6347601.872,27772421.0,7656965.982,10123956.3,269178956.3,73611777.76,29882777.83
2008,158080444.0,25896429.61,15008974.42,5941931.968,28677432.46,6909384.406,10408988.98,269044357.1,73797209.12,29683158.2
2009,156777523.7,26552117.94,14994937.84,5863332.813,29845367.95,6433343.435,10266757.2,267584046.3,74338234.73,29628262.38
2010,153865512.4,27216772.07,13757518.14,5567243.216,30333680.73,6672747.012,9626950.362,263077102.6,74390521.12,29409405.15
2011,145130814.0,27896125.08,14806523.07,5873120.342,30222982.51,7061140.255,9335782.555,255319200.0,73813652.38,30198022.37
2012,145418167.3,25785789.08,14507104.36,5410960.724,28806637.38,6595426.915,9296076.893,252217241.1,73519752.75,29411144.83
2013,144853648.1,25237764.2,15105766.75,5850909.889,29813662.81,6737993.258,8759667.596,252495967.3,73081422.46,29341271.27
2014,140130977.5,23274616.67,15715500.48,6225490.229,30178118.33,8351403.52,8634771.893,250555315.0,74275108.65,28950719.93
2015,139870205.4,22272488.02,14884034.03,5935777.121,31411092.01,8752974.276,8755500.143,252905629.5,73584691.59,28602013.37
2016,142789595.6,22013067.21,14836088.01,6202654.574,28278811.01,8173356.174,8945964.673,251837914.4,74112698.96,29007804.39
2017,141259385.6,21710777.27,16030639.72,6553675.77,27135918.61,8586462.509,9580866.217,251488204.7,74207072.41,28436244.97
2018,138247215.9,21475729.57,16065402.01,5890707.342,28568986.15,8001115.761,9119989.887,248335241.8,74639182.82,27486544.54
2019,135583825.1,21611240.75,14286216.6,5513126.422,25949825.99,7331380.379,9404886.353,242544091.0,74169264.01,27128379.7
2020,135583825.1,21611240.75,14286216.6,5513126.422,25949825.99,7331380.379,9404886.353,242544091.0,74169264.01,27128379.7
