date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,1317421034.0,299509712.8,135109183.9,211262087.4,87446715.87,1903734.489,58592193.95,2119176137.0,26994000.0,37068363.98
1981,1332222820.8,307955864.84,137892186.56,205155737.78,90459783.796,1522987.591,58189350.95,2142331039.0,27542453.602,36708198.152
1982,1347024607.6,316402016.88,140675189.22,199049388.16,93472851.722,1142240.693,57786507.95,2165485941.0,28090907.204,36348032.324
1983,1361826394.4,324848168.92,143458191.88,192943038.54,96485919.648,761493.796,57383664.95,2188640843.0,28639360.806,35987866.496
1984,1376628181.2,333294320.96,146241194.54,186836688.92,99498987.574,380746.898,56980821.95,2211795745.0,29187814.408,35627700.668
1985,1391429968.0,341740473.0,149024197.2,180730339.3,102512055.5,0.0,56577978.95,2234950647.0,29736268.01,35267534.84
1986,1437780278.2,335779679.78,149984869.46,176948898.04,105457271.06,2236814.698,54543289.222,2275748677.0,29995434.408,35524991.66
1987,1484130588.4,329818886.56,150945541.72,173167456.78,108402486.62,4473629.396,52508599.494,2316546707.0,30254600.806,35782448.48
1988,1530480898.6,323858093.34,151906213.98,169386015.52,111347702.18,6710444.094,50473909.766,2357344737.0,30513767.204,36039905.3
1989,1576831208.8,317897300.12,152866886.24,165604574.26,114292917.74,8947258.792,48439220.038,2398142767.0,30772933.602,36297362.12
1990,1623181519.0,311936506.9,153827558.5,161823133.0,117238133.3,11184073.49,46404530.31,2438940797.0,31032100.0,36554818.94
1991,1602801473.667,318661755.617,158128047.417,160159335.783,115915548.4,11208745.345,48841052.872,2433922393.833,31142666.667,36587885.737
1992,1582421428.333,325387004.333,162428536.333,158495538.567,114592963.5,11233417.2,51277575.433,2428903990.667,31253233.333,36620952.533
1993,1562041383.0,332112253.05,166729025.25,156831741.35,113270378.6,11258089.055,53714097.995,2423885587.5,31363800.0,36654019.33
1994,1541661337.667,338837501.767,171029514.167,155167944.133,111947793.7,11282760.91,56150620.557,2418867184.333,31474366.667,36687086.127
1995,1521281292.333,345562750.483,175330003.083,153504146.917,110625208.8,11307432.765,58587143.118,2413848781.167,31584933.333,36720152.923
1996,1500901247.0,352287999.2,179630492.0,151840349.7,109302623.9,11332104.62,61023665.68,2408830378.0,31695500.0,36753219.72
1997,1427895317.0,343928430.9,184655999.0,137497749.5,113516883.4,18891717.64,64229833.13,2348135880.0,31487000.01,36632696.62
1998,1434947051.0,335558707.2,181639791.2,127342070.9,117444862.6,17423892.32,61637433.55,2340871811.0,32294100.0,37026422.53
1999,1396674636.0,331713392.1,184359174.1,125907328.1,115847170.8,18318853.66,64548624.37,2297534733.0,32181700.0,37651481.7
2000,1406088028.0,333919596.4,183950546.1,129316161.0,100415260.9,17823638.56,67962460.71,2296513817.0,32740800.01,38542792.95
2001,1385863025.0,340928563.4,181323683.8,126153827.0,91120507.84,20294019.33,65979930.22,2278799348.0,33612100.01,37629965.54
2002,1345844392.0,332214558.0,182084988.8,123060914.4,106810276.2,27964650.55,67935713.33,2266796086.0,33497900.01,37659828.04
2003,1291522899.0,333785989.0,173572464.5,124875842.8,112787130.3,37357533.93,67580345.61,2229018807.0,33006000.02,35861121.3
2004,1257992549.0,349634348.9,180981742.5,122810071.0,120496252.9,34079926.39,71049973.54,2220159934.0,32282300.0,35582056.52
2005,1306516479.0,353727864.0,175858076.2,115573004.8,126367069.2,35990400.51,72227621.43,2262967363.0,32048300.09,35972773.03
2006,1300597652.0,345514867.6,179005638.7,111435090.3,135264802.8,39511563.01,74669308.31,2261873404.0,32243500.16,36314884.75
2007,1225299773.0,351745669.9,196767087.2,108337125.0,147990354.9,40807675.06,76262173.55,2216384772.0,32510700.0,36266903.95
2008,1215307542.0,369302180.5,193531939.7,101930657.7,151242142.2,32222702.43,80231666.33,2205954680.0,32663300.11,35603743.21
2009,1187269673.0,381024008.8,190163165.0,103538958.2,157791436.6,27685233.45,79304471.27,2182186713.0,33312400.11,36222639.04
2010,1179991494.0,387738598.2,167968458.4,100600581.8,161068950.2,25689465.08,78986639.84,2157848438.0,33154800.11,36169896.26
2011,1134150032.0,394704410.3,181009194.7,104048306.4,164706007.8,25019222.12,84632880.43,2144319667.0,32811742.11,36407223.27
2012,1146997805.0,390133610.9,178302614.5,100897159.1,165179153.9,24901228.49,81860308.08,2146073688.0,33028543.12,36025885.8
2013,1155201181.0,386556310.2,183423320.2,102317483.2,165816942.1,27906503.28,84740623.6,2171744946.0,32844651.12,35777971.68
2014,1099188982.0,389160373.0,193681462.2,104956594.1,173126995.3,31408121.14,89273867.84,2168790841.0,33585858.12,35223819.27
2015,1103850806.0,387248892.5,181535262.7,100921719.0,174877740.8,37062728.59,93615863.27,2178589742.0,34076233.12,35116770.77
2016,1130709846.0,391305855.3,174835969.5,101559375.2,156335915.9,40892950.74,98681379.31,2176824222.0,34078867.12,35184504.74
2017,1119953120.0,406411675.3,172318940.5,103881871.0,152446149.3,40871656.54,105013299.9,2190191156.0,34031706.12,35371766.25
2018,1127977940.0,399539559.4,165393449.3,102953907.7,172674416.5,39991798.86,105515323.4,2207782361.0,34335997.12,35588989.68
2019,1107830553.0,397325834.5,156527399.8,102018581.4,173876927.2,37858283.29,102849431.6,2178355903.0,34305504.01,35545138.59
2020,1107830553.0,397325834.5,156527399.8,102018581.4,173876927.2,37858283.29,102849431.6,2178355903.0,34305504.01,35545138.59
