date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,58733.372,1106974.506,7773.344,46356.68,0.0,0.0,181663.135,1402301.037,8800.0,399769.041
1981,66198.241,1167256.078,8941.215,46650.298,0.0,0.0,174084.486,1469531.557,10720.0,393391.762
1982,73663.11,1227537.65,10109.087,46943.915,0.0,0.0,166505.838,1536762.077,12640.0,387014.483
1983,81127.979,1287819.222,11276.958,47237.533,0.0,0.0,158927.189,1603992.598,14560.0,380637.204
1984,88592.848,1348100.794,12444.83,47531.15,0.0,0.0,151348.541,1671223.118,16480.0,374259.925
1985,96057.717,1408382.366,13612.702,47824.768,0.0,0.0,143769.892,1738453.638,18400.0,367882.646
1986,136108.303,1373360.039,35894.272,46058.963,0.0,0.0,137485.663,1755939.211,21500.0,359634.052
1987,176158.888,1338337.711,58175.843,44293.158,0.0,0.0,131201.434,1773424.783,24600.0,351385.457
1988,216209.474,1303315.384,80457.414,42527.354,0.0,0.0,124917.205,1790910.356,27700.0,343136.863
1989,256260.059,1268293.056,102738.984,40761.549,0.0,0.0,118632.976,1808395.928,30800.0,334888.269
1990,296310.645,1233270.729,125020.555,38995.745,0.0,0.0,112348.747,1825881.501,33900.0,326639.675
1991,280164.765,1269300.627,115039.949,41917.176,0.0,21.816,116118.076,1846396.933,35250.0,318336.826
1992,264018.885,1305330.526,105059.342,44838.606,0.0,43.633,119887.405,1866912.365,36600.0,310033.977
1993,247873.005,1341360.424,95078.736,47760.037,0.0,65.449,123656.734,1887427.797,37950.0,301731.128
1994,231727.125,1377390.322,85098.13,50681.468,0.0,87.266,127426.063,1907943.229,39300.0,293428.279
1995,215581.245,1413420.221,75117.524,53602.899,0.0,109.082,131195.392,1928458.661,40650.0,285125.43
1996,199435.365,1449450.119,65136.917,56524.329,0.0,130.899,134964.721,1948974.093,42000.0,276822.581
1997,97620.251,1391194.849,64953.541,69935.328,0.0,0.0,125991.918,1807673.444,43000.0,147002.631
1998,122337.343,1094007.884,41108.447,62757.393,0.0,0.0,140723.594,1481939.002,23600.0,166945.422
1999,73161.314,1005140.945,26007.581,50335.306,0.0,0.0,130928.274,1337437.581,66000.0,166147.319
2000,52545.386,1021148.222,18052.909,41750.091,0.0,0.0,143540.307,1334972.506,61000.0,148377.533
2001,46532.92,1017381.315,9899.543,43513.388,0.0,0.0,138145.497,1296763.788,68500.0,163306.857
2002,56897.59,961248.85,6239.981,42015.57,0.0,0.0,118640.073,1232699.638,72000.0,162487.182
2003,62029.287,948806.224,7630.898,41717.971,0.0,0.0,130398.633,1220558.355,72700.0,159031.742
2004,49364.047,856041.58,130.899,40339.788,0.0,0.0,129745.619,1102073.635,68400.0,157410.579
2005,84279.218,865915.04,130.899,23522.989,0.0,0.0,107082.112,1103977.867,107900.0,140051.913
2006,45076.34,869523.965,174.531,29099.583,0.0,0.0,99417.374,1105421.505,133400.0,145091.155
2007,57645.987,860271.172,174.531,29260.664,0.0,0.0,98822.679,1063688.984,133800.0,143480.676
2008,83029.781,911992.527,205.074,40898.866,0.0,0.0,96248.244,1152421.752,133000.0,129047.344
2009,56127.497,843528.575,207.256,44252.413,0.0,0.0,81925.471,1045449.277,136000.0,128408.885
2010,50664.962,853211.803,0.0,45823.089,10683.065,0.0,76508.457,1069670.737,142500.0,151588.254
2011,63649.948,1003419.418,0.0,38305.314,0.0,0.0,91639.978,1221155.09,147600.0,168960.905
2012,59206.758,982932.952,0.0,45182.861,0.0,0.0,78465.868,1233682.629,163400.0,159368.041
2013,112676.616,1060716.495,0.0,37904.214,50603.245,0.0,96389.788,1406089.334,163400.0,212120.994
2014,644624.717,968958.113,0.0,37701.945,61807.432,88700.0,88577.254,1925114.491,173500.0,205077.006
2015,611049.392,1041529.301,0.0,34565.014,128807.431,25611.367,95261.507,1984245.017,168900.0,209429.134
2016,500229.598,1144315.374,0.0,38418.892,104151.74,261.797,76417.826,1914239.873,176424.0,173394.96
2017,492776.273,1145897.216,0.0,94316.175,79000.0,0.0,82050.604,1933716.768,176024.0,172167.217
2018,482407.472,1210005.259,42800.0,39496.794,97600.0,0.0,104714.283,2044950.37,185679.0,173701.744
2019,489878.32,1404482.367,0.0,29687.164,113700.0,0.0,109249.324,2203393.575,195681.0,176283.986
2020,489878.32,1404482.367,0.0,29687.164,113700.0,0.0,109249.324,2203393.575,195681.0,176283.986
