date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,73200.0,0.0,15300.0,158700.0,0.0,0.0,11700.0,258900.0,294715.853,0.0
1981,75640.0,2120.0,13140.0,147140.0,0.0,0.0,10500.0,248620.0,295349.142,0.0
1982,78080.0,4240.0,10980.0,135580.0,0.0,0.0,9300.0,238340.0,295982.431,0.0
1983,80520.0,6360.0,8820.0,124020.0,0.0,0.0,8100.0,228060.0,296615.721,0.0
1984,82960.0,8480.0,6660.0,112460.0,0.0,0.0,6900.0,217780.0,297249.01,0.0
1985,85400.0,10600.0,4500.0,100900.0,0.0,0.0,5700.0,207500.0,297882.299,0.0
1986,82100.0,8480.0,5020.0,101940.0,0.0,0.0,6680.0,204540.0,286031.573,0.0
1987,78800.0,6360.0,5540.0,102980.0,0.0,0.0,7660.0,201580.0,274180.846,0.0
1988,75500.0,4240.0,6060.0,104020.0,0.0,0.0,8640.0,198620.0,262330.12,0.0
1989,72200.0,2120.0,6580.0,105060.0,0.0,0.0,9620.0,195660.0,250479.393,0.0
1990,68900.0,0.0,7100.0,106100.0,0.0,0.0,10600.0,192700.0,238628.666,0.0
1991,63683.333,33.333,6600.0,102616.667,0.0,0.0,11350.0,189733.333,236746.368,0.0
1992,58466.667,66.667,6100.0,99133.333,0.0,0.0,12100.0,186766.667,234864.069,0.0
1993,53250.0,100.0,5600.0,95650.0,0.0,0.0,12850.0,183800.0,232981.771,0.0
1994,48033.333,133.333,5100.0,92166.667,0.0,0.0,13600.0,180833.333,231099.472,0.0
1995,42816.667,166.667,4600.0,88683.333,0.0,0.0,14350.0,177866.667,229217.174,0.0
1996,37600.0,200.0,4100.0,85200.0,0.0,0.0,15100.0,174900.0,227334.875,0.0
1997,31600.0,200.0,3500.0,80600.0,0.0,0.0,14600.0,153800.0,199044.915,0.0
1998,58900.0,200.0,3100.0,75400.0,0.0,0.0,13600.0,160100.0,191702.51,0.0
1999,27400.0,0.0,2700.0,64900.0,0.0,0.0,2100.0,103000.0,175087.979,0.0
2000,25300.0,0.0,3800.0,66900.0,0.0,0.0,2100.0,98100.0,157426.685,0.0
2001,29400.0,600.0,4100.0,66500.0,0.0,0.0,6800.0,107400.0,157209.247,0.0
2002,25300.0,600.0,2700.0,56400.0,0.0,0.0,8100.0,93100.0,152129.591,0.0
2003,16100.0,0.0,2300.0,38100.0,0.0,0.0,7500.0,64000.0,136566.975,0.0
2004,16800.0,0.0,2000.0,37500.0,0.0,0.0,5600.0,61900.0,135728.27,0.0
2005,13900.0,0.0,3300.0,19500.0,0.0,0.0,1600.0,38300.0,134764.597,0.0
2006,15300.0,0.0,3000.0,17400.0,0.0,0.0,2000.0,37700.0,127162.748,0.0
2007,14300.0,0.0,2400.0,15000.0,0.0,0.0,1600.0,33300.0,108285.998,0.0
2008,13300.0,0.0,2400.0,13100.0,0.0,0.0,1200.0,30000.0,126385.866,0.0
2009,12600.0,0.0,2300.0,13400.0,0.0,0.0,0.0,28300.0,126586.79,0.0
2010,12600.0,0.0,2300.0,14400.0,0.0,0.0,0.0,29300.0,132351.387,0.0
2011,2092.0,0.0,2271.0,13873.0,0.0,0.0,0.0,28698.0,131104.448,0.0
2012,11941.0,0.0,1788.0,10506.0,0.0,0.0,0.0,25543.0,141179.456,0.0
2013,10037.0,0.0,1788.0,10994.0,0.0,0.0,0.0,24127.0,145207.387,0.0
2014,4458.0,0.0,1786.0,11223.0,0.0,0.0,0.0,18030.0,147816.916,0.0
2015,4172.0,0.0,1643.0,10737.0,0.0,0.0,0.0,17115.0,153554.384,0.0
2016,3853.0,0.0,1643.0,6750.0,0.0,0.0,0.0,12809.0,157149.954,0.0
2017,3583.0,0.0,1643.0,6037.0,0.0,0.0,665.0,12715.0,167419.327,0.0
2018,1534.0,0.0,1519.0,6037.0,0.0,0.0,855.0,14751.0,169212.64,0.0
2019,1534.0,0.0,1519.0,4533.0,0.0,0.0,0.0,12257.0,181799.973,0.0
2020,1534.0,0.0,1519.0,4533.0,0.0,0.0,0.0,12257.0,181799.973,0.0
