date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,732424003.3,120583925.7,78848893.56,151217054.3,44524737.04,942659.345,21829767.58,1155855262.0,10590500.0,4004880.241
1981,738548144.02,124142014.02,80460880.624,146650276.72,45986641.118,754127.476,21545285.106,1164145625.4,10734556.6,4057966.876
1982,744672284.74,127700102.34,82072867.688,142083499.14,47448545.196,565595.607,21260802.632,1172435988.8,10878613.2,4111053.511
1983,750796425.46,131258190.66,83684854.752,137516721.56,48910449.274,377063.738,20976320.158,1180726352.2,11022669.8,4164140.146
1984,756920566.18,134816278.98,85296841.816,132949943.98,50372353.352,188531.869,20691837.684,1189016715.6,11166726.4,4217226.781
1985,763044706.9,138374367.3,86908828.88,128383166.4,51834257.43,0.0,20407355.21,1197307079.0,11310783.0,4270313.416
1986,783483497.88,137495919.78,87333050.538,125715712.22,53690423.008,1634399.235,19691356.446,1217188469.4,11364426.4,4370147.983
1987,803922288.86,136617472.26,87757272.196,123048258.04,55546588.586,3268798.471,18975357.682,1237069859.8,11418069.8,4469982.55
1988,824361079.84,135739024.74,88181493.854,120380803.86,57402754.164,4903197.706,18259358.918,1256951250.2,11471713.2,4569817.117
1989,844799870.82,134860577.22,88605715.512,117713349.68,59258919.742,6537596.942,17543360.154,1276832640.6,11525356.6,4669651.684
1990,865238661.8,133982129.7,89029937.17,115045895.5,61115085.32,8171996.177,16827361.39,1296714031.0,11579000.0,4769486.251
1991,858623974.017,136106542.517,91081299.308,113899772.167,60460910.96,8026876.987,17737927.672,1294864321.833,11644800.0,4723720.607
1992,852009286.233,138230955.333,93132661.447,112753648.833,59806736.6,7881757.796,18648493.953,1293014612.667,11710600.0,4677954.962
1993,845394598.45,140355368.15,95184023.585,111607525.5,59152562.24,7736638.606,19559060.235,1291164903.5,11776400.0,4632189.318
1994,838779910.667,142479780.967,97235385.723,110461402.167,58498387.88,7591519.416,20469626.517,1289315194.333,11842200.0,4586423.674
1995,832165222.883,144604193.783,99286747.862,109315278.833,57844213.52,7446400.225,21380192.798,1287465485.167,11908000.0,4540658.029
1996,825550535.1,146728606.6,101338110.0,108169155.5,57190039.16,7301281.035,22290759.08,1285615776.0,11973800.0,4494892.385
1997,792643995.5,146944185.6,104221463.8,97967769.26,60027990.55,13181120.34,23076612.22,1260796990.0,11906900.0,4415338.963
1998,799169382.0,143840083.2,102632432.3,90626945.72,62601184.06,11664664.66,23337239.11,1261119308.0,12248000.0,4560034.291
1999,772343416.7,145478872.6,103980071.8,89280211.01,63531032.2,12110340.73,23545390.97,1233779629.0,12058399.99,4841750.639
2000,774399604.7,144129376.4,102850364.2,92390654.69,54467548.5,11653347.05,24444437.34,1226236502.0,11511600.0,5686842.321
2001,766037057.8,149663557.5,101129977.5,90255152.23,48896859.29,13402477.53,23750430.68,1220089198.0,12021800.0,5082233.872
2002,745009617.2,145399557.8,101030179.3,87884992.3,58425689.38,18561807.35,24153655.57,1214059597.0,12205100.0,5380615.957
2003,721287367.8,146653799.6,96341796.49,88574135.87,60239381.97,24634344.1,24473142.71,1201157925.0,12618100.01,4598786.0
2004,705191482.5,153533096.9,100264414.0,85996931.2,65697896.01,22680011.69,25118684.47,1195779616.0,11823799.99,4225957.811
2005,718957577.6,154323046.5,97171477.57,81112812.22,68993257.08,23986422.25,25560947.85,1204544738.0,11668400.09,4663317.918
2006,708427913.0,152954745.6,99078004.06,77430221.64,71903196.56,25805360.1,26902727.12,1196265860.0,11602700.16,4754589.668
2007,671267171.7,153481019.9,104026502.6,74928271.25,78789240.17,27816006.45,27672165.89,1167808054.0,11850799.99,4466576.449
2008,668726957.6,161826561.8,103759787.8,71403995.75,80599186.18,21398823.4,28625223.78,1164105284.0,11865800.11,4485843.69
2009,655845192.8,164330296.9,102828021.9,72477807.93,84020196.46,18493311.43,29141198.41,1152394143.0,12044400.11,4473635.044
2010,645712463.6,168303399.2,91546735.42,69634679.41,86199164.08,17795757.48,29761451.07,1134474345.0,11995500.11,4374660.991
2011,620553827.6,168257556.5,98205811.51,72351383.23,86598985.58,17438639.37,31077628.89,1120238701.0,11726742.11,4691404.1
2012,627539404.5,165379466.3,96745548.95,70629713.34,86211582.3,17317087.49,30955771.12,1121662688.0,11684843.11,4622848.64
2013,630531557.9,160179055.6,100744668.1,71372550.21,87723362.54,19979472.3,31751178.83,1133739320.0,11415248.11,4671389.643
2014,590759183.6,158906820.6,105965401.8,73209026.0,91751187.59,23021476.74,32850260.94,1125287377.0,12153535.11,4448702.638
2015,591814600.2,158795097.8,99516381.2,70628877.3,92181462.99,26004292.48,34344198.47,1129036962.0,12354498.11,4523695.87
2016,609255128.8,161162936.6,99034140.56,70764139.44,82613779.72,28651031.59,36447065.67,1128395632.0,12285003.11,4595663.856
2017,606101390.0,168620250.0,98173012.14,71735658.0,80367350.98,28005861.33,39729544.62,1136665338.0,12361306.11,4644394.447
2018,605382593.1,163946085.2,94941950.16,71419664.84,92077886.65,27751428.15,39629731.84,1141451013.0,12590615.1,4644230.764
2019,594779934.3,164406071.7,90491141.94,70856563.14,91568812.56,25891450.16,38305053.06,1127456434.0,12690706.99,4751967.54
2020,594779934.3,164406071.7,90491141.94,70856563.14,91568812.56,25891450.16,38305053.06,1127456434.0,12690706.99,4751967.54
