date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,1162559.595,1008309.14,3299.616,138048.479,4589.576,0.0,36045.576,2354834.811,0.0,110383.053
1981,1261909.352,1033436.654,4076.439,131688.543,11259.075,0.0,32553.061,2477939.194,0.0,110352.809
1982,1361259.109,1058564.169,4853.262,125328.606,17928.574,0.0,29060.546,2601043.578,0.0,110322.565
1983,1460608.866,1083691.683,5630.084,118968.669,24598.073,0.0,25568.031,2724147.961,0.0,110292.321
1984,1559958.623,1108819.198,6406.907,112608.733,31267.572,0.0,22075.516,2847252.345,0.0,110262.077
1985,1659308.38,1133946.712,7183.73,106248.796,37937.071,0.0,18583.001,2970356.728,0.0,110231.833
1986,1813742.972,1110080.929,16000.229,101934.783,48057.913,2162.362,16260.505,3116102.695,0.0,106353.554
1987,1968177.563,1086215.146,24816.729,97620.771,58178.755,4324.724,13938.009,3261848.662,0.0,102475.274
1988,2122612.155,1062349.362,33633.228,93306.758,68299.596,6487.086,11615.514,3407594.63,0.0,98596.995
1989,2277046.746,1038483.579,42449.728,88992.746,78420.438,8649.449,9293.018,3553340.597,0.0,94718.716
1990,2431481.338,1014617.796,51266.227,84678.733,88541.28,10811.811,6970.522,3699086.564,0.0,90840.437
1991,2324966.306,1015224.066,47713.767,84106.589,85666.006,9152.308,8396.931,3595326.047,0.0,88575.463
1992,2218451.274,1015830.337,44161.307,83534.445,82790.732,7492.806,9823.34,3491565.531,0.0,86310.489
1993,2111936.242,1016436.607,40608.847,82962.301,79915.459,5833.303,11249.748,3387805.014,0.0,84045.516
1994,2005421.209,1017042.877,37056.387,82390.157,77040.185,4173.801,12676.157,3284044.497,0.0,81780.542
1995,1898906.177,1017649.148,33503.926,81818.012,74164.911,2514.298,14102.566,3180283.981,0.0,79515.568
1996,1792391.145,1018255.418,29951.466,81245.868,71289.638,854.796,15528.975,3076523.464,0.0,77250.594
1997,1544961.541,947566.182,33262.335,74579.455,111189.095,13428.836,16428.76,2774947.481,0.0,71614.768
1998,1446023.81,1012643.057,30614.93,71283.073,111708.756,7352.059,14226.274,2727937.769,0.0,78304.612
1999,1484758.118,954073.892,27018.266,84210.962,88740.877,8500.232,13497.095,2706480.139,0.0,78424.494
2000,1476314.296,944272.105,21469.862,74566.107,78135.453,16846.886,13323.513,2657330.692,0.0,90873.422
2001,1485735.149,903041.425,11608.858,74224.322,79712.086,11145.316,12983.428,2629148.215,0.0,94654.638
2002,1464331.214,889576.083,15591.469,56256.26,65030.01,13267.992,12997.261,2560594.317,0.0,94992.672
2003,1410280.322,948791.078,13346.064,54972.981,63501.498,26337.962,13693.106,2578262.497,0.0,89873.487
2004,1523559.529,907722.203,11440.634,52607.027,62575.199,25431.687,15178.911,2640490.09,0.0,91659.665
2005,1480960.655,926008.22,12996.191,54603.417,83022.771,28310.874,18795.718,2634785.702,0.0,90764.437
2006,1488662.342,893054.848,8064.036,49132.734,80786.992,20063.518,19580.625,2594194.766,0.0,98094.179
2007,1337094.507,940202.939,7395.017,48361.892,89176.257,30296.611,21737.168,2494651.349,0.0,86240.329
2008,1322758.061,1095755.73,5253.366,50511.607,78697.066,33096.257,18804.079,2628714.19,0.0,81526.277
2009,1342356.841,1079032.661,4990.335,51290.73,85460.537,15810.87,22294.937,2623930.685,0.0,81329.471
2010,1395216.411,1085815.992,377.816,46504.803,85432.084,29537.873,23658.008,2688099.766,0.0,93313.018
2011,1267604.586,1269993.343,425.915,41425.638,96001.7,1868.162,23380.294,2713522.919,0.0,93127.031
2012,1319467.047,1257896.119,353.767,39099.123,111865.746,934.081,27510.592,2774224.017,0.0,98742.257
2013,1308293.423,1333914.437,0.0,38997.459,83066.615,28267.074,25958.935,2830195.412,0.0,96509.061
2014,1123840.078,1263965.261,85.48,39998.01,97711.576,35305.732,25611.853,2760874.75,0.0,102040.219
2015,1153172.246,1327040.473,0.0,34254.298,83834.488,30998.519,28161.56,2914711.995,0.0,107324.476
2016,1244841.742,1294926.248,0.0,33732.822,75102.207,24718.994,16999.817,3023772.122,0.0,95506.052
2017,1270087.868,1331675.884,0.0,29625.219,83967.541,3082.467,17655.324,3098929.614,0.0,95227.085
2018,1339177.099,1368902.923,0.0,31644.166,115130.228,0.0,20231.914,3206191.318,0.0,94110.172
2019,1245841.127,1328318.04,0.0,30415.69,131989.742,1120.897,23118.064,3107338.748,0.0,91937.427
2020,1245841.127,1328318.04,0.0,30415.69,131989.742,1120.897,23118.064,3107338.748,0.0,91937.427
