date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,5055995.403,212781.932,59128.695,2391859.97,0.0,0.0,109700.971,7833927.163,0.0,0.0
1981,4971212.879,255922.287,57886.252,2304882.077,0.0,0.0,105779.535,7703258.436,0.0,0.0
1982,4886430.356,299062.643,56643.81,2217904.183,0.0,0.0,101858.098,7572589.709,0.0,0.0
1983,4801647.832,342202.999,55401.367,2130926.29,0.0,0.0,97936.662,7441920.981,0.0,0.0
1984,4716865.309,385343.355,54158.924,2043948.396,0.0,0.0,94015.225,7311252.254,0.0,0.0
1985,4632082.785,428483.711,52916.481,1956970.503,0.0,0.0,90093.788,7180583.527,0.0,0.0
1986,4590813.013,450083.647,64949.083,1897803.828,135.43,720.466,76428.568,7097248.66,0.0,0.0
1987,4549543.24,471683.584,76981.684,1838637.153,270.86,1440.932,62763.347,7013913.793,0.0,0.0
1988,4508273.468,493283.52,89014.286,1779470.477,406.291,2161.398,49098.127,6930578.925,0.0,0.0
1989,4467003.695,514883.456,101046.887,1720303.802,541.721,2881.864,35432.907,6847244.058,0.0,0.0
1990,4425733.923,536483.393,113079.489,1661137.127,677.151,3602.33,21767.686,6763909.191,0.0,0.0
1991,4173284.169,575888.674,119508.234,1564639.26,564.293,3070.133,23461.476,6471226.038,0.0,0.0
1992,3920834.415,615293.955,125936.98,1468141.394,451.434,2537.936,25155.265,6178542.886,0.0,0.0
1993,3668384.661,654699.236,132365.726,1371643.528,338.576,2005.74,26849.054,5885859.734,0.0,0.0
1994,3415934.907,694104.518,138794.472,1275145.661,225.717,1473.543,28542.844,5593176.581,0.0,0.0
1995,3163485.153,733509.799,145223.218,1178647.794,112.858,941.346,30236.633,5300493.428,0.0,0.0
1996,2911035.399,772915.08,151651.964,1082149.928,0.0,409.149,31930.423,5007810.276,0.0,0.0
1997,2602957.988,773485.631,140411.631,983394.916,0.0,175.599,30365.013,4532665.97,0.0,0.0
1998,2629118.13,759731.365,132222.352,861592.034,136.383,623.964,27643.618,4416566.994,0.0,0.0
1999,2258826.607,758322.9,118157.031,818844.156,0.0,351.198,16161.441,3987828.917,0.0,80.662
2000,2089011.358,715891.939,103937.481,733784.51,0.0,0.0,16641.554,3682483.787,0.0,80.662
2001,1738307.603,780115.559,93465.188,684274.574,0.0,0.0,15778.648,3326635.454,0.0,80.662
2002,1641778.741,778480.824,92531.242,634773.074,0.0,6232.799,19568.012,3186938.523,0.0,80.662
2003,1727249.595,805355.248,85537.517,611734.47,0.0,6464.65,16406.484,3262778.908,0.0,80.662
2004,1603581.871,837206.757,85271.322,598691.228,0.0,8159.364,17811.215,3183998.112,0.0,80.662
2005,1658473.021,886414.364,161462.976,558285.823,0.0,7128.845,16454.866,3299280.9,0.0,80.662
2006,1606329.502,901491.504,75557.686,497921.364,0.0,424.601,18182.879,3111006.002,0.0,134.437
2007,1395458.569,846323.953,69325.925,457894.494,0.0,173.976,17387.578,2801090.523,0.0,134.437
2008,1394077.92,914645.59,61735.117,421887.147,0.0,2.591,7133.785,2821345.381,0.0,134.437
2009,1264550.946,898267.066,60169.042,395143.516,0.0,2.591,6900.939,2642687.299,0.0,134.437
2010,1224013.137,853274.135,52633.714,349774.639,0.0,2.591,11361.542,2510895.617,0.0,134.437
2011,1227958.149,807745.324,43576.014,333519.939,11059.076,0.0,7526.118,2455921.636,0.0,134.437
2012,1369709.789,812690.072,30603.25,364639.781,7372.717,1.036,8036.536,2622140.292,0.0,134.437
2013,1452155.206,893352.67,70356.091,361057.328,9584.532,5609.519,8664.482,2826757.391,0.0,134.437
2014,1243382.028,824772.324,57362.111,312704.294,16957.249,0.0,9038.054,2530508.706,0.0,0.0
2015,1271822.63,796878.612,49070.995,315115.233,19906.336,7215.739,14731.116,2564905.759,0.0,0.0
2016,1348446.472,819714.415,43561.698,313545.486,36124.281,30244.184,45789.487,2694413.079,0.0,0.0
2017,1417745.832,907511.626,36507.516,309315.479,19169.064,17478.995,41488.274,2807165.512,0.0,0.0
2018,1671915.627,895233.42,20520.666,301424.214,48592.374,37487.275,57316.717,3085789.538,0.0,0.0
2019,1671263.656,920560.587,27380.115,312403.761,39893.361,25856.798,50268.201,3117526.522,0.0,0.0
2020,1671263.656,920560.587,27380.115,312403.761,39893.361,25856.798,50268.201,3117526.522,0.0,0.0
