date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,0.0,3249.774,1049.38,1550.804,0.0,0.0,801.164,6651.122,0.0,0.0
1981,283.806,2674.944,929.654,1427.474,0.0,0.0,837.757,6165.989,0.0,0.0
1982,567.611,2100.114,809.928,1304.144,0.0,0.0,874.351,5680.856,0.0,0.0
1983,851.417,1525.285,690.202,1180.815,0.0,0.0,910.944,5195.724,0.0,0.0
1984,1135.222,950.455,570.476,1057.485,0.0,0.0,947.538,4710.591,0.0,0.0
1985,1419.028,375.625,450.75,934.155,0.0,0.0,984.131,4225.458,0.0,0.0
1986,1523.695,958.261,455.758,784.052,0.0,0.0,803.999,4576.85,0.0,0.0
1987,1628.362,1540.897,460.767,633.949,0.0,0.0,623.868,4928.242,0.0,0.0
1988,1733.029,2123.533,465.775,483.845,0.0,0.0,443.736,5279.634,0.0,0.0
1989,1837.696,2706.169,470.783,333.742,0.0,0.0,263.604,5631.027,0.0,0.0
1990,1942.364,3288.805,475.792,183.639,0.0,0.0,83.472,5982.419,0.0,0.0
1991,1785.204,4553.632,396.493,157.197,0.0,0.0,77.889,7118.954,0.0,0.0
1992,1628.046,5818.458,317.194,130.754,0.0,0.0,72.305,8255.488,0.0,0.0
1993,1470.887,7083.285,237.896,104.312,0.0,0.0,66.721,9392.023,0.0,0.0
1994,1313.728,8348.111,158.597,77.87,0.0,0.0,61.138,10528.558,0.0,0.0
1995,1156.569,9612.938,79.299,51.428,0.0,0.0,55.554,11665.093,0.0,0.0
1996,999.41,10877.764,0.0,24.985,0.0,0.0,49.97,12801.628,0.0,0.0
1997,0.0,11417.795,0.0,0.0,0.0,0.0,49.97,11467.765,0.0,0.0
1998,0.0,12210.781,0.0,0.0,0.0,0.0,49.97,12260.751,0.0,0.0
1999,124.926,11876.328,0.0,0.0,0.0,0.0,49.97,12700.84,0.0,0.0
2000,0.0,9752.018,0.0,0.0,0.0,0.0,49.97,10451.605,0.0,0.0
2001,0.0,9167.712,0.0,0.0,0.0,0.0,49.97,9867.299,0.0,0.0
2002,0.0,9334.657,0.0,0.0,0.0,0.0,49.97,10009.258,0.0,0.0
2003,0.0,9334.657,0.0,0.0,0.0,0.0,49.97,10009.258,0.0,0.0
2004,0.0,9251.185,0.0,0.0,0.0,0.0,49.97,9925.786,0.0,0.0
2005,0.0,9501.601,0.0,0.0,0.0,0.0,49.97,10176.203,0.0,0.0
2006,0.0,9292.921,0.0,0.0,0.0,0.0,49.97,9967.522,0.0,0.0
2007,0.0,8708.615,0.0,0.0,0.0,0.0,49.97,9383.217,0.0,0.0
2008,0.0,8459.327,0.0,0.0,0.0,0.0,49.97,9133.928,0.0,0.0
2009,0.0,8459.327,0.0,0.0,0.0,0.0,49.97,9133.928,0.0,0.0
2010,0.0,9544.466,0.0,0.0,0.0,0.0,49.97,10219.067,0.0,0.0
2011,0.0,16044.466,0.0,0.0,0.0,0.0,49.97,16719.067,0.0,0.0
2012,10167.778,13504.652,0.0,0.0,0.0,0.0,49.97,23872.312,0.0,0.0
2013,10918.194,19888.034,0.0,0.0,0.0,0.0,49.97,31006.11,0.0,0.0
2014,19418.194,20355.196,0.0,0.0,0.0,0.0,49.97,39973.273,0.0,0.0
2015,9918.194,27406.729,0.0,0.0,0.0,0.0,49.97,37474.835,0.0,0.0
2016,19334.722,27239.785,0.0,0.0,0.0,0.0,49.97,52724.419,0.0,0.0
2017,19692.986,21415.712,0.0,1041.736,0.0,0.0,83.359,66458.773,0.0,0.0
2018,9943.236,28525.726,0.0,1000.0,0.0,10900.0,116.748,59660.607,0.0,0.0
2019,19277.458,29540.723,0.0,1191.819,0.0,9000.0,534.109,59777.437,0.0,0.0
2020,19277.458,29540.723,0.0,1191.819,0.0,9000.0,534.109,59777.437,0.0,0.0
