date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,12846780.34,3383906.152,1900640.177,1006777.744,496723.699,11193.62,1080461.878,20790181.63,13500.0,686634.967
1981,13149819.116,3553052.405,1985174.094,1008104.593,543714.083,8954.896,1030249.21,21355478.642,17340.0,653483.735
1982,13452857.892,3722198.657,2069708.011,1009431.442,590704.466,6716.172,980036.542,21920775.654,21180.0,620332.502
1983,13755896.668,3891344.91,2154241.928,1010758.29,637694.85,4477.448,929823.874,22486072.666,25020.0,587181.27
1984,14058935.444,4060491.162,2238775.845,1012085.139,684685.234,2238.724,879611.206,23051369.678,28860.0,554030.038
1985,14361974.22,4229637.415,2323309.762,1013411.988,731675.618,0.0,829398.538,23616666.69,32700.0,520878.805
1986,15539773.472,4118441.099,2365997.99,980748.12,776057.63,17232.126,812979.168,24739747.544,32280.0,532699.211
1987,16717572.724,4007244.783,2408686.218,948084.253,820439.643,34464.253,796559.797,25862828.398,31860.0,544519.617
1988,17895371.976,3896048.466,2451374.446,915420.386,864821.656,51696.38,780140.427,26985909.252,31440.0,556340.023
1989,19073171.228,3784852.15,2494062.674,882756.518,909203.668,68928.506,763721.057,28108990.106,31020.0,568160.429
1990,20250970.48,3673655.834,2536750.902,850092.651,953585.681,86160.632,747301.687,29232070.96,30600.0,579980.835
1991,19866008.697,3807008.609,2680061.152,860865.856,984846.075,92445.911,774419.985,29234360.167,30450.0,583735.903
1992,19481046.913,3940361.384,2823371.401,871639.061,1016106.47,98731.19,801538.284,29236649.373,30300.0,587490.97
1993,19096085.13,4073714.159,2966681.65,882412.266,1047366.864,105016.468,828656.583,29238938.58,30150.0,591246.038
1994,18711123.347,4207066.934,3109991.9,893185.471,1078627.259,111301.747,855774.881,29241227.787,30000.0,595001.106
1995,18326161.563,4340419.709,3253302.15,903958.676,1109887.654,117587.026,882893.18,29243516.993,29850.0,598756.174
1996,17941199.78,4473772.484,3396612.399,914731.881,1141148.048,123872.305,910011.478,29245806.2,29700.0,602511.241
1997,16930228.82,4344528.331,3391726.0,776375.324,1043458.207,132774.563,862168.92,27959335.68,29000.0,598012.687
1998,16527833.29,4364422.139,3368413.377,751284.815,1088578.533,162815.338,692276.321,27427553.35,34400.0,606734.235
1999,16135593.55,4427217.157,3433647.799,769110.118,1019197.614,146863.083,810132.172,27234155.11,29400.0,569413.68
2000,16875247.68,4338345.647,3492121.585,731899.665,899646.362,191503.128,679528.225,27880424.69,29300.0,574425.136
2001,15696299.41,4617851.93,3297544.965,718954.976,884736.81,216411.187,736183.674,27000581.53,29500.0,560364.481
2002,15363052.25,4379149.65,3429373.091,781140.406,944112.461,253975.125,762905.216,26987287.91,32800.0,546595.731
2003,14738572.77,4288051.841,3298300.51,892043.95,1126976.72,290153.527,867457.645,26365337.94,34900.0,528693.742
2004,14400014.6,4350296.334,3560337.989,933866.807,1174227.095,293477.835,866924.437,26395072.95,37200.0,559267.706
2005,15605834.08,4534287.219,3449442.306,871895.74,1186773.689,339723.558,871741.984,27521652.8,60100.0,533794.761
2006,15997273.97,4344068.174,3589434.885,895281.508,1265071.661,420417.181,906393.176,28120801.7,65900.0,529166.624
2007,14462811.49,4560388.748,4120464.452,869490.858,1349294.937,404726.75,870963.943,27251571.22,65800.0,520283.831
2008,14718109.49,4707247.399,4002097.036,848188.437,1438024.309,348645.748,1028532.402,27706819.47,69100.0,498444.536
2009,13825173.88,5226905.373,3888998.793,874792.62,1445985.321,298804.698,1092855.925,27098287.13,69100.0,495877.211
2010,13785103.83,5199000.095,3289165.526,907912.141,1366988.051,248178.862,1102520.885,26407778.02,70600.0,460697.324
2011,13077374.13,5986043.558,3503839.006,783304.682,1359950.302,168842.129,1077132.821,26419724.98,70600.0,449434.983
2012,13117669.3,5899040.196,3390454.382,735123.725,1324763.391,297222.866,1063977.32,26252707.05,73400.0,440344.194
2013,13505391.49,6068271.664,3487258.466,788346.904,1290496.3,225591.05,1226124.797,27125078.1,73700.0,434066.663
2014,12446834.3,6518843.284,3518948.702,778744.428,1435968.405,191717.764,1356648.908,26706555.39,73700.0,394890.91
2015,12597590.27,6531951.551,3354542.797,848094.808,1584465.212,340477.127,1412767.862,27219647.09,73400.0,406898.323
2016,12628446.74,6288423.35,2795511.072,816149.029,1401868.752,371601.715,1806319.72,26795645.06,75500.0,381287.036
2017,12446582.38,6414113.897,2603867.352,894152.454,1435676.835,413004.21,1938188.602,26912570.73,55614.0,368072.694
2018,12066524.84,6975639.454,2604210.587,891359.854,1796269.77,300181.424,2116632.763,27651712.24,56146.0,364568.379
2019,11892416.83,7088309.683,2328193.533,956258.668,1655993.697,359840.165,1995421.6,27111038.47,50939.0,338659.838
2020,11892416.83,7088309.683,2328193.533,956258.668,1655993.697,359840.165,1995421.6,27111038.47,50939.0,338659.838
