date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,82924869.17,32477768.92,9707300.977,9271875.68,8194218.99,74551.235,7526720.837,150831275.0,4976243.188,11995352.57
1981,84024345.95,33473438.712,9997420.624,9088534.103,8377157.131,59640.988,7554574.491,153266091.54,5094378.945,11905803.582
1982,85123822.73,34469108.504,10287540.27,8905192.527,8560095.271,44730.741,7582428.146,155700908.08,5212514.702,11816254.594
1983,86223299.51,35464778.296,10577659.917,8721850.95,8743033.412,29820.494,7610281.8,158135724.62,5330650.46,11726705.606
1984,87322776.29,36460448.088,10867779.563,8538509.374,8925971.552,14910.247,7638135.455,160570541.16,5448786.217,11637156.618
1985,88422253.07,37456117.88,11157899.21,8355167.797,9108909.693,0.0,7665989.109,163005357.7,5566921.974,11547607.63
1986,92566983.436,36527062.126,11234806.212,8283808.662,9221874.512,92160.624,7449602.465,166326470.6,5606220.128,11778624.362
1987,96711713.802,35598006.372,11311713.214,8212449.526,9334839.331,184321.249,7233215.821,169647583.5,5645518.282,12009641.094
1988,100856444.168,34668950.618,11388620.216,8141090.391,9447804.151,276481.873,7016829.176,172968696.4,5684816.436,12240657.826
1989,105001174.534,33739894.864,11465527.218,8069731.255,9560768.97,368642.498,6800442.532,176289809.3,5724114.59,12471674.558
1990,109145904.9,32810839.11,11542434.22,7998372.12,9673733.789,460803.122,6584055.888,179610922.2,5763412.744,12702691.29
1991,106510028.18,34021824.825,11901327.317,7825921.25,9425593.929,498156.19,7080747.563,179086654.233,5771613.739,12783770.373
1992,103874151.46,35232810.54,12260220.413,7653470.38,9177454.069,535509.257,7577439.238,178562386.267,5779814.734,12864849.457
1993,101238274.74,36443796.255,12619113.51,7481019.51,8929314.21,572862.325,8074130.913,178038118.3,5788015.728,12945928.54
1994,98602398.02,37654781.97,12978006.607,7308568.639,8681174.35,610215.393,8570822.588,177513850.333,5796216.723,13027007.623
1995,95966521.3,38865767.685,13336899.703,7136117.769,8433034.49,647568.46,9067514.263,176989582.367,5804417.718,13108086.707
1996,93330644.58,40076753.4,13695792.8,6963666.899,8184894.63,684921.528,9564205.938,176465314.4,5812618.713,13189165.79
1997,91457106.43,34711958.06,14504141.56,7110398.562,8589602.005,1098359.205,10578413.03,174502207.6,5773901.129,13363934.84
1998,89560962.62,33592326.59,14400606.33,6789403.071,8417945.762,1287761.907,10145950.37,171265549.8,5976766.994,13515293.85
1999,87604569.34,33941422.99,14783058.9,7006595.782,8118953.277,1255378.701,10790546.81,171237668.7,6105807.368,14111271.65
2000,87680634.83,33982326.44,14991924.48,7301169.303,7045288.479,1238744.111,11322592.27,171638375.3,6379761.502,13983171.21
2001,83674172.13,34695418.25,14838620.15,7074585.934,6420945.203,1451861.602,11188625.88,168036300.5,6599318.219,14379607.53
2002,81909505.7,34033408.71,15091136.09,6957931.243,7067913.602,1860223.188,11502618.88,167895957.2,6587775.36,14258147.2
2003,80132246.35,33832390.39,14547883.72,7326294.669,7797088.555,2547523.585,11551241.24,167380261.6,6613677.165,13755674.92
2004,77803661.3,33884625.4,15217842.04,7626427.476,7838555.102,2234866.953,11896036.83,165423603.6,6432379.452,13556085.25
2005,80110532.23,34524141.03,14928934.27,7532857.774,8454177.02,2287145.039,11961140.08,168477788.4,6304646.074,13666439.3
2006,80215700.87,34262001.24,14998385.44,7428509.459,8802163.634,2402953.239,12176078.92,169041193.6,6374319.258,13871008.06
2007,75857421.18,34896098.48,17486636.7,7673110.711,9400184.779,2078329.414,12191791.98,167349150.8,6461223.829,14093828.0
2008,76751600.72,35776144.84,16838084.78,6884028.049,9485480.442,1965360.101,13086365.78,167492988.2,6426917.656,13785549.69
2009,75113736.1,37171320.85,16196311.32,6881037.067,10505455.06,1474974.614,13371786.03,166719323.8,6503519.684,14089062.17
2010,75327501.37,38583859.95,14099915.16,7016414.329,10333062.8,1404203.499,13583657.15,166060468.7,6463980.031,14074211.33
2011,71735542.7,38962680.71,15483105.63,7339374.398,10826910.61,1454738.708,15122930.33,166567110.8,6520548.492,14039581.89
2012,73101362.69,39319530.79,15408458.74,7158916.472,11437937.42,1240944.144,14683961.0,167882777.6,6553087.715,13836641.21
2013,74263322.35,38743170.07,15691000.75,7247813.046,10978476.06,1358330.392,15191173.68,169864595.2,6517169.553,13702905.25
2014,72768729.57,38511443.81,16483603.98,7759021.204,11489837.02,1336891.114,16489512.19,171421138.3,6565829.686,13457817.57
2015,73005484.59,37502286.77,15394177.56,7760359.419,11481682.26,1834968.349,17955178.47,172907917.0,6590904.835,13382143.73
2016,75357800.76,37117251.98,13689050.36,8141251.463,10325355.81,2074881.593,19140783.73,174204253.6,6678994.422,13387347.49
2017,73831571.6,37797276.72,13020327.57,8283709.792,10263425.44,2248410.171,20305295.49,174529436.7,6689096.622,13684145.51
2018,74015684.55,37631980.31,12447727.65,8441004.044,11127181.2,1985235.987,19319173.57,174370634.7,6729435.844,14016457.83
2019,73653142.99,37807640.21,11721953.83,8296668.19,11186314.15,1803289.844,19714897.97,173322837.7,6744418.911,14065136.94
2020,73653142.99,37807640.21,11721953.83,8296668.19,11186314.15,1803289.844,19714897.97,173322837.7,6744418.911,14065136.94
