date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,57822564.18,11384296.51,4007418.567,8930152.544,2318361.634,92451.622,243404.103,86771071.77,0.0,120391.075
1981,58690566.528,11637461.278,4261449.346,8760625.9,2441708.437,73961.297,226218.27,88119950.86,0.0,119144.354
1982,59558568.876,11890626.046,4515480.124,8591099.255,2565055.239,55470.973,209032.438,89468829.95,0.0,117897.634
1983,60426571.224,12143790.814,4769510.903,8421572.611,2688402.042,36980.649,191846.605,90817709.04,0.0,116650.913
1984,61294573.572,12396955.582,5023541.681,8252045.966,2811748.844,18490.324,174660.773,92166588.13,0.0,115404.193
1985,62162575.92,12650120.35,5277572.46,8082519.322,2935095.647,0.0,157474.94,93515467.22,0.0,114157.472
1986,64286665.76,12709839.886,5324793.492,8003992.699,3179682.57,149355.118,153469.434,96057012.316,0.0,117254.112
1987,66410755.6,12769559.422,5372014.524,7925466.075,3424269.493,298710.235,149463.927,98598557.412,0.0,120350.753
1988,68534845.44,12829278.958,5419235.557,7846939.452,3668856.417,448065.353,145458.42,101140102.508,0.0,123447.393
1989,70658935.28,12888998.494,5466456.589,7768412.828,3913443.34,597420.471,141452.913,103681647.604,0.0,126544.033
1990,72783025.12,12948718.03,5513677.621,7689886.205,4158030.263,746775.588,137447.406,106223192.7,0.0,129640.673
1991,73153391.83,13037199.985,5562264.153,7609642.898,4449530.982,692946.306,128755.086,107041621.05,0.0,131190.406
1992,73523758.54,13125681.94,5610850.685,7529399.59,4741031.701,639117.024,120062.765,107860049.4,0.0,132740.139
1993,73894125.25,13214163.895,5659437.218,7449156.282,5032532.42,585287.742,111370.445,108678477.75,0.0,134289.872
1994,74264491.96,13302645.85,5708023.75,7368912.975,5324033.139,531458.459,102678.124,109496906.1,0.0,135839.605
1995,74634858.67,13391127.805,5756610.282,7288669.668,5615533.858,477629.177,93985.804,110315334.45,0.0,137389.338
1996,75005225.38,13479609.76,5805196.814,7208426.36,5907034.577,423799.895,85293.483,111133762.8,0.0,138939.072
1997,73762998.76,13416189.05,6069974.309,6786163.667,6527369.832,909353.476,127193.08,111284283.6,0.0,103630.864
1998,73405699.33,12879115.19,5774338.948,6362755.639,6961179.108,911266.329,108551.15,110819191.2,0.0,97466.615
1999,71393400.33,13406982.09,5786319.806,6475139.53,6963102.591,841701.94,128241.036,108836818.8,0.0,103636.075
2000,72696996.23,12530973.96,5580575.333,6830731.026,6454894.006,915624.347,99420.17,108007978.1,0.0,100510.491
2001,72254295.8,12987400.39,5449253.428,6653082.279,6193807.959,1067203.032,139940.89,107967511.7,0.0,91529.97
2002,70104886.93,13091144.98,5266723.487,6745010.683,7538829.176,1548969.495,131017.828,107921832.8,0.0,98998.238
2003,68543824.71,12644810.33,5133574.126,6682111.265,8084855.147,1831424.105,160644.437,106818766.5,0.0,81504.519
2004,66457622.64,13579835.87,5293802.032,6558357.839,8714045.927,1738644.466,153208.238,105987868.8,0.0,75793.168
2005,67176457.76,13692555.52,4893291.79,6185855.153,9249875.601,1881287.382,167509.11,106705636.3,0.0,105449.227
2006,65844309.1,13951259.35,4841666.471,5691517.543,9671021.768,2151053.087,171716.559,105499686.5,0.0,101349.226
2007,62792894.26,13753813.55,5069056.629,5465230.211,10207391.35,2537077.28,176272.115,102770966.7,0.0,90793.167
2008,63001260.45,14492190.58,4971794.783,5445160.601,10196718.25,2102898.871,194667.751,102981977.1,0.0,87893.167
2009,61487175.06,15218028.57,4986945.252,5274520.451,10423185.76,1855414.962,190638.327,102044801.5,0.0,93603.086
2010,58769584.35,16135456.9,4663382.724,5179974.658,10225959.37,1666767.222,215809.832,99407180.19,0.0,47760.318
2011,56388029.63,15588413.28,4908717.605,5437043.225,10254688.22,1581900.007,258062.463,97067471.01,0.0,106603.901
2012,57213154.07,14264300.56,4841182.034,5456247.338,10428370.38,1540792.297,243727.257,96730779.05,0.0,100675.436
2013,59007898.31,13729554.22,5127507.303,5478959.624,10689571.84,1768756.991,275761.533,99241657.99,0.0,114957.717
2014,56690417.83,13393840.89,5410993.739,5631626.828,11557813.48,2511058.382,274472.496,99873542.95,0.0,139539.037
2015,56413896.64,13379866.41,5245502.626,5350742.704,11686403.28,3198227.145,254834.394,100802728.3,0.0,133432.809
2016,56423533.59,13334209.33,5492385.36,5143387.56,10349843.94,3309745.917,261810.305,98455443.5,0.0,109379.148
2017,56104412.21,13876118.68,5565533.576,5328659.02,10245399.75,3443962.574,302730.18,99443512.3,0.0,116237.174
2018,55264109.93,13853504.29,5485699.044,5356281.132,10981653.86,3246987.226,350194.691,99501640.2,0.0,96850.262
2019,53217417.92,13834983.07,5235416.433,5412739.271,11300321.17,3259237.365,383813.886,97897623.39,0.0,97314.319
2020,53217417.92,13834983.07,5235416.433,5412739.271,11300321.17,3259237.365,383813.886,97897623.39,0.0,97314.319
