date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,44464018.32,28296536.95,1694977.654,2996796.543,2256312.752,69967.513,2335872.213,82365651.24,22279.52,3423866.618
1981,46095477.376,28832057.526,1793033.841,2948608.089,2383386.84,55974.01,2328840.954,84721509.592,28239.016,3366533.108
1982,47726936.432,29367578.102,1891090.027,2900419.635,2510460.929,41980.508,2321809.695,87077367.944,34198.512,3309199.598
1983,49358395.488,29903098.678,1989146.214,2852231.181,2637535.017,27987.005,2314778.437,89433226.296,40158.008,3251866.087
1984,50989854.544,30438619.254,2087202.4,2804042.727,2764609.106,13993.503,2307747.178,91789084.648,46117.504,3194532.577
1985,52621313.6,30974139.83,2185258.587,2755854.273,2891683.194,0.0,2300715.919,94144943.0,52077.0,3137199.067
1986,56193518.476,29836758.854,2320678.737,2713180.147,2945408.993,36840.284,2188676.953,96660139.1,56418.764,3064790.854
1987,59765723.352,28699377.878,2456098.887,2670506.021,2999134.792,73680.569,2076637.988,99175335.2,60760.529,2992382.64
1988,63337928.228,27561996.902,2591519.038,2627831.895,3052860.59,110520.854,1964599.022,101690531.3,65102.293,2919974.427
1989,66910133.104,26424615.926,2726939.188,2585157.769,3106586.389,147361.138,1852560.057,104205727.4,69444.058,2847566.213
1990,70482337.98,25287234.95,2862359.338,2542483.643,3160312.188,184201.423,1740521.091,106720923.5,73785.822,2775158.0
1991,68470982.657,25644135.268,2903125.53,2565336.93,3151464.282,201031.691,1847084.026,105441911.812,74271.518,2744872.383
1992,66459627.333,26001035.587,2943891.722,2588190.218,3142616.376,217861.959,1953646.961,104162900.123,74757.215,2714586.766
1993,64448272.01,26357935.905,2984657.914,2611043.506,3133768.47,234692.227,2060209.896,102883888.435,75242.911,2684301.149
1994,62436916.687,26714836.223,3025424.106,2633896.793,3124920.565,251522.495,2166772.83,101604876.747,75728.607,2654015.532
1995,60425561.363,27071736.542,3066190.298,2656750.08,3116072.659,268352.763,2273335.765,100325865.058,76214.304,2623729.915
1996,58414206.04,27428636.86,3106956.49,2679603.368,3107224.753,285183.031,2379898.7,99046853.37,76700.0,2593444.298
1997,52939866.57,27681388.64,3017660.286,2451465.79,3312753.541,471620.561,2110521.452,93932409.63,79100.0,2384536.003
1998,53592670.49,26943842.38,2779495.158,2210399.848,3270985.727,315955.001,2530170.831,93444308.23,59600.0,2488283.137
1999,53273387.09,25740789.4,2610305.275,2363666.229,3015681.146,470447.44,2523264.681,91682898.1,103800.0,2492187.301
2000,54045203.08,26675734.19,2503281.284,2303825.728,2505052.159,416529.113,2556985.101,92497125.31,101300.001,2479582.456
2001,52424635.68,26934290.57,2180821.893,2122966.523,2160174.767,539206.915,2634184.203,90667079.87,112200.0,2493424.725
2002,52197351.02,26478041.46,2104649.784,1953944.123,2425901.857,700933.306,2700261.344,90731567.1,108284.247,2483467.702
2003,49828966.44,25987232.77,1848666.662,2025156.87,2692058.238,886390.35,2617464.592,88086247.54,108984.247,2458008.033
2004,49871250.66,26654316.71,1873442.641,2491360.259,3245522.615,732033.922,2932758.965,89829138.91,116984.247,2476292.404
2005,53900178.87,28218052.12,1789589.02,1927850.657,3768886.191,614945.056,3123599.787,95251169.23,156584.247,2431375.862
2006,54827500.24,26815867.69,1805974.454,1907982.222,4773923.552,724692.802,2962455.245,95832866.33,188684.246,2437936.347
2007,50515027.74,27894081.73,1875817.604,1936511.876,5202620.148,687945.901,3091090.636,93050562.79,190684.246,2359097.054
2008,49161573.05,29472575.72,1571926.742,1566840.971,5442447.663,644967.501,3427327.887,92887708.68,189484.246,2291194.831
2009,47349925.08,30538251.15,1405833.613,1888081.775,5623459.932,322143.017,3504918.055,92183531.94,215984.246,2223543.833
2010,47914919.89,29938436.17,1160483.225,1913574.772,6153711.167,293660.067,3560421.525,92378826.57,222484.246,2222312.826
2011,45630563.02,32050198.18,1329553.267,1862312.896,6558992.287,236869.734,3907074.926,93069442.09,227600.001,2268639.081
2012,47061612.81,31924035.39,1227260.696,1783419.834,6719671.7,212442.491,3647849.407,94206953.91,243090.549,2241512.246
2013,48020119.74,33473888.29,1220247.046,1924762.545,6867497.153,346177.301,3982229.874,97503145.78,245090.549,2280746.402
2014,47332772.16,33748403.64,1374269.486,1858217.203,7223931.764,621929.941,3973854.996,98515018.64,259690.549,2261310.697
2015,47686712.17,33272212.7,1271860.377,1755586.733,7428872.854,665503.966,4029658.881,98789184.71,252890.549,2267130.045
2016,48801056.67,33765929.92,1135013.394,1665079.049,7072373.247,692793.239,4174876.65,99868531.33,267614.548,2213077.274
2017,48633398.67,34806224.07,1256704.52,1854291.312,6683249.063,676749.986,4295602.693,100911149.6,269111.973,2204837.738
2018,52722758.26,33866789.5,1190997.751,1809928.826,7767267.362,660103.89,4547438.541,105526344.9,291620.973,2122275.19
2019,50865267.92,34226962.86,1031875.865,1653901.432,8347931.502,477144.272,4452226.545,104476879.5,301850.973,2085933.944
2020,50865267.92,34226962.86,1031875.865,1653901.432,8347931.502,477144.272,4452226.545,104476879.5,301850.973,2085933.944
