date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,7010025.437,719702.751,161622.722,2839333.459,207160.83,4289.993,98019.366,11047902.42,0.0,11400.0
1981,7012467.758,732115.837,158494.883,2754149.932,229687.735,3431.994,97134.049,10998067.812,0.0,10020.0
1982,7014910.079,744528.922,155367.043,2668966.406,252214.639,2573.996,96248.732,10948233.204,0.0,8640.0
1983,7017352.4,756942.008,152239.204,2583782.879,274741.544,1715.997,95363.415,10898398.596,0.0,7260.0
1984,7019794.721,769355.093,149111.364,2498599.353,297268.448,857.999,94478.098,10848563.988,0.0,5880.0
1985,7022237.042,781768.179,145983.525,2413415.826,319795.352,0.0,93592.781,10798729.38,0.0,4500.0
1986,7317622.631,768022.753,178641.98,2331062.718,330041.002,3722.44,78466.189,11025789.21,0.0,4219.999
1987,7613008.22,754277.328,211300.434,2248709.609,340286.651,7444.88,63339.596,11252849.04,0.0,3939.999
1988,7908393.809,740531.902,243958.888,2166356.501,350532.301,11167.319,48213.004,11479908.87,0.0,3659.999
1989,8203779.398,726786.476,276617.343,2084003.392,360777.95,14889.759,33086.411,11706968.7,0.0,3379.999
1990,8499164.987,713041.051,309275.797,2001650.284,371023.6,18612.199,17959.818,11934028.53,0.0,3099.999
1991,8371008.355,756657.877,343592.428,1934606.546,363200.679,23691.352,23598.379,11823477.075,0.0,3466.665
1992,8242851.724,800274.703,377909.059,1867562.809,355377.758,28770.506,29236.939,11712925.62,0.0,3833.332
1993,8114695.092,843891.529,412225.69,1800519.072,347554.838,33849.659,34875.499,11602374.165,0.0,4199.998
1994,7986538.46,887508.356,446542.321,1733475.334,339731.917,38928.812,40514.059,11491822.71,0.0,4566.664
1995,7858381.829,931125.182,480858.952,1666431.596,331908.996,44007.966,46152.62,11381271.255,0.0,4933.33
1996,7730225.197,974742.008,515175.584,1599387.859,324086.075,49087.119,51791.18,11270719.8,0.0,5299.997
1997,7293724.862,987494.608,516781.956,1384730.128,335817.955,41391.553,53031.683,10626649.44,0.0,2799.997
1998,7592289.045,1022115.534,493085.152,1209790.713,344950.017,56470.374,48188.242,10778211.27,0.0,3599.996
1999,7423523.721,989768.456,476019.917,1120543.769,373630.899,48537.391,43799.704,10504881.39,0.0,8499.996
2000,7263318.08,1044333.037,425656.524,1107025.183,336288.389,31947.989,52108.655,10291223.43,0.0,4299.996
2001,7069318.59,1062088.149,396421.78,1084638.126,204872.877,37922.318,48397.735,9949658.836,0.0,6899.996
2002,6826915.273,1160056.378,370875.347,1029570.496,206388.912,47500.162,56195.327,9749969.976,0.0,6899.996
2003,6622493.657,1158709.343,298868.128,988562.955,179722.325,63717.436,59501.775,9427981.678,0.0,6899.996
2004,6433430.145,1276332.161,265549.388,981465.692,178820.028,53088.238,64512.305,9291957.094,0.0,6399.997
2005,6775982.985,1361730.366,259258.995,878920.689,149426.968,44606.152,57861.186,9571956.454,0.0,6399.997
2006,6684964.856,1342706.381,230600.062,853432.867,164492.413,56757.495,55844.04,9434415.118,0.0,6399.997
2007,6115802.37,1355040.992,239529.508,829516.101,159324.018,85983.99,51062.041,8884428.325,0.0,6899.997
2008,5913094.621,1454870.907,210461.612,792567.856,164792.56,53495.164,47058.979,8681625.659,0.0,6899.997
2009,5774481.951,1439938.241,203882.965,755812.563,147551.825,41696.639,48427.711,8449768.491,0.0,4999.997
2010,5692940.452,1480883.916,164161.706,673757.557,162738.293,27561.286,47832.98,8291634.22,0.0,4999.997
2011,5589277.592,1531399.734,159248.873,655136.382,148600.597,48668.354,47615.755,8227476.632,0.0,5039.997
2012,5774732.819,1551178.282,126668.438,607027.668,176400.877,28688.474,46676.226,8369568.784,0.0,5039.997
2013,5974114.514,1649841.926,113717.357,588486.293,165650.438,54370.857,46759.62,8641311.753,0.0,5039.997
2014,5494802.242,1540900.954,106141.172,602814.748,201564.025,50315.103,45806.73,8216056.216,0.0,5049.997
2015,5407743.228,1513724.231,87657.041,524190.799,194586.276,43686.057,44672.647,8046605.048,0.0,5049.997
2016,5355765.261,1509820.069,77842.048,500418.7,187843.235,59920.928,38673.143,7870854.784,0.0,3915.998
2017,5409789.539,1601783.076,71005.328,483431.733,206702.655,81681.685,57972.799,8079023.399,0.0,3917.998
2018,5357285.356,1635675.902,56920.987,487620.221,284555.508,81681.674,53463.271,8124632.196,0.0,1677.998
2019,5078412.694,1683178.01,61245.868,432884.396,273454.707,79874.229,45647.825,7804805.101,0.0,1677.998
2020,5078412.694,1683178.01,61245.868,432884.396,273454.707,79874.229,45647.825,7804805.101,0.0,1677.998
