date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,0.0,58161.133,0.0,465.773,0.0,0.0,8054.103,66681.009,0.0,9000.0
1981,0.0,90493.484,0.0,415.142,0.0,0.0,9154.907,100268.848,0.0,7600.0
1982,0.0,122825.834,0.0,364.511,0.0,0.0,10255.711,133856.688,0.0,6200.0
1983,0.0,155158.185,0.0,313.88,0.0,0.0,11356.515,167444.527,0.0,4800.0
1984,0.0,187490.535,0.0,263.25,0.0,0.0,12457.32,201032.366,0.0,3400.0
1985,0.0,219822.886,0.0,212.618,0.0,0.0,13558.124,234620.205,0.0,2000.0
1986,6700.0,197329.25,2153.155,201.988,0.0,0.0,11577.722,219620.584,0.0,1800.0
1987,13400.0,174835.615,4306.309,191.357,0.0,0.0,9597.32,204620.964,0.0,1600.0
1988,20100.0,152341.98,6459.464,180.726,0.0,0.0,7616.918,189621.343,0.0,1400.0
1989,26800.0,129848.345,8612.618,170.095,0.0,0.0,5636.515,174621.722,0.0,1200.0
1990,33500.0,107354.71,10765.773,159.464,0.0,0.0,3656.113,159622.102,0.0,1000.0
1991,30569.598,107422.94,10038.144,1805.034,0.0,0.0,3764.479,157461.763,0.0,1066.667
1992,27639.196,107491.171,9310.516,3450.605,0.0,0.0,3872.845,155301.425,0.0,1133.333
1993,24708.794,107559.401,8582.887,5096.175,0.0,0.0,3981.211,153141.086,0.0,1200.0
1994,21778.392,107627.631,7855.258,6741.746,0.0,0.0,4089.577,150980.748,0.0,1266.667
1995,18847.99,107695.862,7127.629,8387.316,0.0,0.0,4197.943,148820.41,0.0,1333.333
1996,15917.588,107764.092,6400.0,10032.887,0.0,0.0,4306.309,146660.071,0.0,1400.0
1997,12700.0,90698.319,0.0,13632.887,0.0,0.0,10606.309,130976.71,463.551,4400.0
1998,15600.0,55014.123,0.0,13332.887,0.0,0.0,14059.464,98046.34,463.551,700.0
1999,9800.0,51933.608,1200.0,12866.443,0.0,0.0,14006.309,90337.906,695.326,700.0
2000,0.0,49517.638,0.0,7279.732,0.0,0.0,13979.732,71707.308,695.326,700.0
2001,9000.0,45717.638,0.0,4213.289,0.0,0.0,13979.732,73442.205,695.326,700.0
2002,15200.0,46530.927,0.0,4013.289,0.0,0.0,15579.732,82546.504,2317.755,700.0
2003,19200.0,44232.267,0.0,4013.289,0.0,0.0,15646.175,83384.082,2317.755,700.0
2004,14600.0,34132.267,0.0,0.0,0.0,0.0,15818.928,64816.968,2317.755,700.0
2005,43700.0,60049.185,0.0,186.041,0.0,0.0,15818.928,120019.927,3244.857,700.0
2006,0.0,35049.185,0.0,79.732,0.0,0.0,10318.928,45514.288,3244.857,700.0
2007,0.0,32790.113,0.0,106.309,0.0,0.0,10318.928,43228.638,3244.857,700.0
2008,0.0,33055.886,0.0,106.309,0.0,0.0,6318.928,39893.071,4171.959,700.0
2009,0.0,34371.463,0.0,106.309,0.0,0.0,6318.928,41208.649,4171.959,700.0
2010,0.0,34903.01,0.0,106.309,0.0,0.0,6318.928,41726.906,7185.04,1600.0
2011,0.0,36776.71,0.0,106.309,0.0,0.0,6318.928,43600.607,7185.04,1600.0
2012,0.0,35514.288,0.0,106.309,0.0,0.0,6318.928,42338.185,7185.04,1600.0
2013,0.0,53184.082,0.0,106.309,0.0,0.0,6411.948,60100.999,7185.04,1600.0
2014,0.0,58943.154,0.0,132.887,0.0,0.0,6797.32,66272.019,7185.04,1600.0
2015,0.0,53810.267,0.0,26.577,0.0,0.0,6797.32,61032.824,8622.048,1600.0
2016,0.0,55059.401,0.0,132.887,0.0,0.0,6797.32,62388.267,8622.048,1600.0
2017,0.0,30373.752,0.0,106.309,0.0,0.0,4564.433,35403.288,8946.534,1100.0
2018,0.0,30750.133,0.0,106.309,0.0,0.0,4591.01,35806.246,8946.534,1100.0
2019,0.0,33850.133,0.0,106.309,0.0,0.0,4657.454,39105.576,8946.534,1100.0
2020,0.0,33850.133,0.0,106.309,0.0,0.0,4657.454,39105.576,8946.534,1100.0
