date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,7084595.186,783755.865,19944.461,321055.04,49178.429,5349.797,39726.503,8307214.418,0.0,0.0
1981,7203173.961,845263.384,22652.142,302868.662,50262.816,4279.838,37156.629,8475120.947,0.0,0.0
1982,7321752.736,906770.902,25359.822,284682.284,51347.203,3209.878,34586.755,8643027.476,0.0,0.0
1983,7440331.51,968278.421,28067.502,266495.906,52431.59,2139.919,32016.88,8810934.005,0.0,0.0
1984,7558910.285,1029785.94,30775.182,248309.529,53515.977,1069.959,29447.006,8978840.534,0.0,0.0
1985,7677489.06,1091293.459,33482.862,230123.151,54600.364,0.0,26877.132,9146747.063,0.0,0.0
1986,8679260.78,1123138.716,38669.108,216058.705,54078.483,40508.153,22152.766,10200661.664,0.0,311.508
1987,9681032.5,1154983.973,43855.354,201994.26,53556.602,81016.306,17428.4,11254576.266,0.0,623.016
1988,10682804.22,1186829.229,49041.6,187929.814,53034.721,121524.459,12704.034,12308490.867,0.0,934.524
1989,11684575.94,1218674.486,54227.845,173865.368,52512.84,162032.612,7979.668,13362405.469,0.0,1246.032
1990,12686347.66,1250519.743,59414.091,159800.923,51990.959,202540.765,3255.302,14416320.07,0.0,1557.54
1991,12470499.603,1217592.326,82907.046,153995.963,52975.656,187470.115,3223.625,14172384.26,0.0,1297.95
1992,12254651.547,1184664.908,106400.0,148191.003,53960.353,172399.464,3191.948,13928448.45,0.0,1038.36
1993,12038803.49,1151737.491,129892.955,142386.043,54945.049,157328.813,3160.27,13684512.64,0.0,778.77
1994,11822955.433,1118810.074,153385.91,136581.083,55929.746,142258.163,3128.593,13440576.83,0.0,519.18
1995,11607107.377,1085882.656,176878.864,130776.123,56914.442,127187.512,3096.916,13196641.02,0.0,259.59
1996,11391259.32,1052955.239,200371.819,124971.163,57899.139,112116.861,3065.238,12952705.21,0.0,0.0
1997,10385262.18,1028196.22,223588.673,114643.204,58779.831,144637.762,3161.179,11965200.68,0.0,0.0
1998,10315916.53,1071175.704,215384.043,118001.197,62351.756,103754.964,5789.123,11898120.47,0.0,3000.0
1999,9199361.896,1071927.333,177901.57,119035.291,78036.591,91468.961,6582.574,10748713.18,0.0,0.0
2000,7735501.229,988683.546,173709.879,94967.408,47095.215,72616.378,9126.626,9137446.535,0.0,0.0
2001,6901561.394,996812.957,141698.769,128821.769,49281.599,96120.881,7156.744,8331160.41,0.0,0.0
2002,6268541.634,1005230.326,105970.807,80156.454,65150.011,122896.954,10197.445,7668239.172,0.0,0.0
2003,5465793.08,1007957.483,111400.428,79723.324,85423.422,135264.878,23543.552,6917859.912,0.0,200.0
2004,5014512.909,1069682.551,113440.975,76593.487,102046.697,130173.597,10510.814,6529413.28,0.0,200.0
2005,4902447.839,1078660.924,93325.881,67400.666,97492.771,86883.908,18976.869,6348231.88,0.0,200.0
2006,4438251.986,1027074.841,70988.999,70415.516,98082.241,106770.983,18599.823,5890778.663,0.0,11000.0
2007,3950689.523,1161558.398,71662.406,61391.039,138157.057,59256.86,12893.627,5461812.454,0.0,11100.0
2008,3372216.968,1049141.374,61518.337,82531.957,118454.524,16792.957,13450.877,4762001.776,0.0,3900.0
2009,3182861.351,1020354.368,46619.617,52857.03,134106.305,75376.546,12640.07,4585580.387,0.0,300.0
2010,2738639.163,1037364.39,52675.461,50315.176,125637.541,45865.229,12463.296,4162204.393,0.0,2300.0
2011,2648724.88,1000339.555,63142.074,49323.444,127376.828,8244.589,10802.57,4002244.268,0.0,11300.0
2012,2910801.124,1058016.877,56351.708,40109.256,139332.208,12514.189,7448.272,4265552.684,0.0,12300.0
2013,2795419.188,1001761.716,56416.594,40764.83,113959.181,165225.174,7417.238,4212708.017,0.0,12000.0
2014,2730326.625,773826.025,38450.954,36707.666,166507.85,124183.188,7870.668,3941629.201,0.0,4000.0
2015,3060127.595,753395.383,40327.289,42935.116,155984.775,214149.315,8070.712,4399892.751,0.0,0.0
2016,3174734.568,640842.388,39686.63,49258.215,145004.591,283036.196,9590.14,4500288.492,0.0,0.0
2017,3111527.349,661645.677,38786.082,43048.01,140235.205,285373.532,9383.321,4385700.135,0.0,0.0
2018,2898325.334,686694.037,39797.976,36866.819,149802.149,316137.29,8779.46,4310482.162,0.0,6000.0
2019,3145994.34,606280.26,40207.29,34660.056,128421.42,301795.424,10528.363,4439414.841,0.0,6000.0
2020,3145994.34,606280.26,40207.29,34660.056,128421.42,301795.424,10528.363,4439414.841,0.0,6000.0
