date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,18837770.4,1953965.956,226835.678,4230606.571,439406.63,6093.188,144650.835,25851958.35,0.0,44234.711
1981,19021898.746,2012993.337,258210.101,4076486.591,454093.646,4874.55,141686.507,25990460.942,0.0,44424.041
1982,19206027.092,2072020.717,289584.524,3922366.611,468780.662,3655.912,138722.18,26128963.534,0.0,44613.371
1983,19390155.438,2131048.098,320958.948,3768246.63,483467.679,2437.275,135757.852,26267466.126,0.0,44802.701
1984,19574283.784,2190075.478,352333.371,3614126.65,498154.695,1218.638,132793.524,26405968.718,0.0,44992.031
1985,19758412.13,2249102.859,383707.794,3460006.67,512841.712,0.0,129829.196,26544471.31,0.0,45181.36
1986,20194044.016,2297119.623,442271.587,3345907.869,533182.619,27591.744,110060.087,26992770.044,0.0,44344.286
1987,20629675.902,2345136.387,500835.38,3231809.068,553523.527,55183.489,90290.978,27441068.778,0.0,43507.211
1988,21065307.788,2393153.152,559399.173,3117710.268,573864.434,82775.233,70521.868,27889367.512,0.0,42670.137
1989,21500939.674,2441169.916,617962.966,3003611.467,594205.341,110366.978,50752.759,28337666.246,0.0,41833.062
1990,21936571.56,2489186.68,676526.759,2889512.666,614546.249,137958.722,30983.65,28785964.98,0.0,40995.988
1991,21529782.845,2621163.632,717244.71,2803595.721,606670.735,141123.951,33445.345,28476935.693,0.0,36741.366
1992,21122994.13,2753140.583,757962.662,2717678.776,598795.221,144289.18,35907.04,28167906.407,0.0,32486.744
1993,20716205.415,2885117.534,798680.614,2631761.83,590919.707,147454.409,38368.735,27858877.12,0.0,28232.122
1994,20309416.7,3017094.486,839398.565,2545844.885,583044.193,150619.638,40830.43,27549847.833,0.0,23977.499
1995,19902627.985,3149071.438,880116.517,2459927.94,575168.68,153784.867,43292.125,27240818.547,0.0,19722.877
1996,19495839.27,3281048.389,920834.468,2374010.995,567293.166,156950.096,45753.82,26931789.26,0.0,15468.255
1997,18342600.5,3374514.87,898376.683,2179480.91,596211.859,206680.178,46978.682,25806255.78,0.0,21124.662
1998,18790057.8,3386246.027,857859.019,1951663.698,576390.765,227078.256,52157.86,25982015.13,0.0,14635.995
1999,18004549.41,3412833.147,803446.676,1795506.388,615368.184,210969.512,46098.481,24995528.26,0.0,37145.69
2000,17615465.09,3354779.447,728812.046,1701052.391,451040.743,203754.306,39474.653,24199526.71,0.0,19354.648
2001,16741812.81,3612143.398,712673.234,1658304.251,401305.358,225760.632,31449.194,23570873.78,0.0,18866.802
2002,16577820.16,3568492.292,660210.243,1520738.38,531056.343,262286.218,35920.342,23359483.47,0.0,19799.074
2003,16134600.14,3665370.075,599790.513,1545372.563,458301.468,374301.894,36045.09,23085724.93,0.0,20867.077
2004,15840335.16,3772336.909,596713.979,1504286.33,585443.033,323568.233,33974.093,22935260.31,0.0,19756.698
2005,16092582.24,3971401.49,572795.357,1444322.981,579354.926,349275.167,33130.108,23312226.61,0.0,19841.45
2006,16049867.22,3893088.282,554810.4,1365789.548,581402.909,306764.784,36989.85,23059441.84,0.0,19841.45
2007,14933779.0,3904158.046,533503.943,1260832.98,687207.504,376049.898,48782.223,21989285.74,0.0,12804.947
2008,14556067.01,4288263.079,482507.796,1189980.246,670550.104,263495.884,47773.623,21747251.13,0.0,13947.839
2009,13744904.98,4334824.76,429396.441,1099589.274,618749.24,230532.152,53578.191,20734765.87,0.0,13605.105
2010,13517337.61,4354110.044,368915.428,960972.26,611372.055,249419.35,57487.373,20348020.5,0.0,14028.865
2011,13293988.71,4256992.874,366090.822,917840.935,618217.682,237286.633,55393.999,19980038.63,0.0,14933.886
2012,13826840.9,4197493.347,302336.993,918089.821,662743.67,273334.177,48692.547,20477509.99,0.0,14058.515
2013,13744261.94,4249171.317,291261.835,874242.436,724312.506,354201.425,49076.415,20555128.68,0.0,13719.507
2014,12570220.23,4199353.341,288395.658,900869.352,736983.062,383186.473,53468.253,19838435.92,0.0,8230.264
2015,12587878.12,3998827.477,234264.758,806604.684,693766.739,345954.315,52113.445,19150010.62,0.0,10734.948
2016,12752990.77,4181082.074,180317.882,828319.668,609585.812,391079.372,60495.789,19375010.16,0.0,14169.193
2017,13126205.64,4389335.82,155537.957,858881.261,553004.192,393626.918,62763.296,19960511.6,0.0,10834.053
2018,13383995.1,4270228.964,139199.407,859655.449,765333.266,409203.247,65269.663,20392422.71,0.0,10834.799
2019,12765060.66,4199728.557,149069.452,816249.773,815828.256,348507.446,56547.416,19641203.34,0.0,11252.678
2020,12765060.66,4199728.557,149069.452,816249.773,815828.256,348507.446,56547.416,19641203.34,0.0,11252.678
