date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,2678241.72,1793558.226,5399.059,331637.886,96000.0,3900.0,64413.456,4983050.347,0.0,50599.998
1981,2640195.053,1851120.163,5898.495,315045.075,96520.0,3120.0,61330.559,4982109.42,0.0,49679.998
1982,2602148.386,1908682.099,6397.93,298452.264,97040.0,2340.0,58247.662,4981168.493,0.0,48759.998
1983,2564101.718,1966244.036,6897.366,281859.452,97560.0,1560.0,55164.766,4980227.566,0.0,47839.998
1984,2526055.051,2023805.972,7396.802,265266.641,98080.0,780.0,52081.869,4979286.639,0.0,46919.998
1985,2488008.384,2081367.909,7896.237,248673.83,98600.0,0.0,48998.972,4978345.712,0.0,45999.998
1986,2730450.702,2076189.808,14372.201,242873.968,100040.0,0.0,54919.178,5222806.161,0.0,44999.999
1987,2972893.021,2071011.707,20848.166,237074.106,101480.0,0.0,60839.383,5467266.611,0.0,43999.999
1988,3215335.339,2065833.606,27324.13,231274.244,102920.0,0.0,66759.589,5711727.06,0.0,42999.999
1989,3457777.658,2060655.505,33800.094,225474.382,104360.0,0.0,72679.794,5956187.51,0.0,41999.999
1990,3700219.976,2055477.404,40276.059,219674.52,105800.0,0.0,78600.0,6200647.959,0.0,40999.999
1991,3556048.358,1944222.346,36740.249,204550.44,90333.333,3754.855,68166.144,5904315.726,0.0,35416.666
1992,3411876.741,1832967.288,33204.44,189426.36,74866.667,7509.71,57732.288,5607983.494,0.0,29833.332
1993,3267705.123,1721712.23,29668.63,174302.281,59400.0,11264.566,47298.432,5311651.261,0.0,24249.999
1994,3123533.505,1610457.171,26132.82,159178.201,43933.333,15019.421,36864.576,5015319.028,0.0,18666.666
1995,2979361.888,1499202.113,22597.011,144054.121,28466.667,18774.276,26430.72,4718986.796,0.0,13083.333
1996,2835190.27,1387947.055,19061.202,128930.041,13000.0,22529.132,15996.864,4422654.563,0.0,7500.0
1997,2661258.999,1390239.078,21359.501,111670.493,22867.702,53615.334,15693.728,4277103.581,0.0,7500.0
1998,2624305.181,1450224.842,26439.251,101254.5,19490.593,35117.843,9193.728,4267122.49,0.0,8900.0
1999,2931164.245,1638788.07,22655.805,150907.808,87200.0,16248.887,83998.118,4938148.823,0.0,50299.999
2000,2545649.923,1295508.435,22458.413,76491.189,75500.0,3695.296,4900.0,4058979.424,0.0,15000.0
2001,1870651.338,1312789.961,16348.573,70704.045,60100.0,1894.042,45975.51,3408251.554,0.0,15000.0
2002,2047546.415,1551011.233,10965.506,120316.902,47000.0,38292.788,171566.73,4019092.049,0.0,43899.999
2003,2141323.873,1460524.334,14454.531,131467.357,0.0,14084.008,143519.724,3920561.597,0.0,41899.999
2004,1719938.61,1516810.105,12959.235,125479.273,0.0,21794.356,147142.929,3560314.472,0.0,42599.999
2005,1444813.829,1506395.331,0.0,152941.644,0.0,2193.101,128340.42,3243563.943,0.0,41599.999
2006,1310343.721,1560832.785,0.0,133286.172,0.0,2791.22,127145.438,3163576.444,0.0,41599.999
2007,1456265.103,1668738.001,0.0,148791.189,1495.296,3090.279,128634.462,3417106.491,0.0,42799.999
2008,1322196.195,1596155.164,0.0,146479.273,6180.558,13457.667,130228.818,3221786.701,0.0,42699.999
2009,1509118.545,1655304.328,0.0,134695.892,4984.321,27500.0,134313.766,3476493.335,0.0,42799.999
2010,1623977.871,1526756.997,0.0,141299.028,0.0,0.0,236821.606,3549431.983,0.0,42499.999
2011,1601025.781,1476080.746,0.0,139286.172,0.0,2691.533,200403.418,3428464.132,0.0,43799.999
2012,1537117.086,1573792.214,0.0,143507.808,0.0,16793.728,199004.986,3479192.304,0.0,45699.999
2013,1906383.223,1441914.352,0.0,141504.359,0.0,9293.101,216399.028,3729570.545,0.0,45699.999
2014,2003230.219,1425392.898,0.0,139518.47,0.0,9669.583,200875.51,3789360.026,0.0,45699.999
2015,2285055.309,1198156.414,0.0,153897.147,0.0,100568.642,209732.55,3971039.507,0.0,45499.999
2016,2229143.893,1239248.543,800.0,172115.648,0.0,68965.506,252738.508,3983260.358,0.0,39899.999
2017,2231221.669,1241206.776,1600.0,180899.342,0.0,38394.983,199316.588,3963455.319,0.0,40099.999
2018,2422507.523,1123681.088,1300.0,168014.707,16600.0,15650.768,164028.818,3985832.732,0.0,46799.999
2019,2118979.372,1217434.181,3200.0,155228.504,17789.338,19737.912,279638.539,3891153.284,0.0,43199.999
2020,2118979.372,1217434.181,3200.0,155228.504,17789.338,19737.912,279638.539,3891153.284,0.0,43199.999
