date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,15759350.03,3011922.744,443902.458,1649116.105,1470666.441,51001.001,916223.197,23302658.11,0.0,28956.09
1981,15793210.678,3136752.081,452594.942,1605501.172,1510431.017,40800.801,876587.344,23424784.628,0.0,30177.682
1982,15827071.326,3261581.418,461287.425,1561886.239,1550195.594,30600.601,836951.49,23546911.146,0.0,31399.275
1983,15860931.974,3386410.754,469979.908,1518271.306,1589960.17,20400.4,797315.637,23669037.664,0.0,32620.867
1984,15894792.622,3511240.091,478672.391,1474656.373,1629724.747,10200.2,757679.784,23791164.182,0.0,33842.459
1985,15928653.27,3636069.428,487364.874,1431041.44,1669489.323,0.0,718043.93,23913290.7,0.0,35064.051
1986,16310414.396,3608418.518,504250.726,1427289.412,1768462.177,9853.71,716593.955,24392351.48,0.0,40111.494
1987,16692175.522,3580767.609,521136.577,1423537.384,1867435.031,19707.421,715143.98,24871412.26,0.0,45158.936
1988,17073936.648,3553116.699,538022.428,1419785.356,1966407.885,29561.131,713694.005,25350473.04,0.0,50206.379
1989,17455697.774,3525465.79,554908.28,1416033.328,2065380.739,39414.841,712244.029,25829533.82,0.0,55253.822
1990,17837458.9,3497814.88,571794.131,1412281.3,2164353.593,49268.551,710794.054,26308594.6,0.0,60301.264
1991,17641882.203,3599144.262,592429.74,1370539.048,2128510.219,53486.335,858005.807,26343617.982,0.0,60412.795
1992,17446305.507,3700473.644,613065.348,1328796.795,2092666.846,57704.119,1005217.56,26378641.363,0.0,60524.325
1993,17250728.81,3801803.026,633700.956,1287054.542,2056823.472,61921.903,1152429.313,26413664.745,0.0,60635.855
1994,17055152.113,3903132.409,654336.564,1245312.29,2020980.098,66139.687,1299641.066,26448688.127,0.0,60747.386
1995,16859575.417,4004461.791,674972.173,1203570.038,1985136.725,70357.471,1446852.819,26483711.508,0.0,60858.916
1996,16663998.72,4105791.173,695607.781,1161827.785,1949293.351,74575.255,1594064.572,26518734.89,0.0,60970.446
1997,15303661.28,4283660.174,747679.319,1045204.025,1922645.917,121535.624,1583211.424,25253669.26,0.0,54758.745
1998,15130286.93,4202924.133,721904.59,1116886.608,2026748.279,135380.378,1398786.14,25029756.52,0.0,60146.622
1999,14904272.2,3908290.265,686655.86,1028765.326,1889047.051,227573.936,1743447.345,24662043.29,0.0,55179.673
2000,15136203.83,3956902.02,660086.904,1089870.128,1735393.619,189933.873,1903579.419,24798261.2,0.0,58588.901
2001,14691642.98,4254204.791,671125.173,1109521.082,1440213.721,197061.856,1956115.764,24524218.96,0.0,59308.986
2002,14298473.07,4008205.27,608480.377,1036328.976,1552978.918,264525.619,1959799.298,24185401.12,0.0,58188.901
2003,12321318.57,4418787.002,621585.333,1078246.182,1521503.875,379289.216,2012182.345,22809478.64,0.0,58182.206
2004,11751378.73,4368323.793,639626.526,967408.019,1463474.428,212205.962,2232822.765,22047308.58,0.0,66782.206
2005,12531608.53,4348724.669,613486.762,922117.758,1448640.39,168994.731,2088198.241,22397660.09,0.0,67042.037
2006,12122889.51,4422321.62,630704.702,776447.266,1475560.326,193055.059,2064618.537,21994446.25,0.0,62271.289
2007,11295857.19,4444592.142,691000.686,652952.199,1548053.898,178382.239,2034817.324,21134047.0,0.0,62476.295
2008,11215695.97,4667345.588,694503.255,533900.852,1571968.207,119461.401,2248984.008,21267524.62,0.0,82991.734
2009,10804029.44,4890132.332,630349.808,493305.474,1516052.782,121966.076,1587407.857,20225357.32,0.0,79258.261
2010,10628382.67,4851193.458,546622.271,491234.925,1545093.497,82617.764,1805780.349,20198782.19,0.0,90208.02
2011,10128106.02,5160346.625,581912.47,464825.178,1404072.215,78769.65,1904244.897,20019410.55,0.0,86121.02
2012,10403254.27,4896743.612,522171.36,462401.821,1368927.971,53821.196,1621955.026,19622266.19,0.0,119887.063
2013,10460708.7,4710676.834,604696.879,427162.847,1308745.509,18339.845,1767128.936,19865852.25,0.0,117668.368
2014,9856164.735,5119132.942,600023.285,378642.108,1274056.615,106971.187,1563422.427,19707370.39,0.0,110666.693
2015,9924787.539,4678431.232,418486.674,331248.644,1406196.379,234100.671,1632702.29,19480365.06,0.0,109788.693
2016,10318124.41,5005768.244,450243.203,326181.249,1078036.769,201306.574,1715416.592,19570648.16,0.0,107019.998
2017,10131384.97,4994096.675,378112.126,296117.717,1132585.892,289754.731,1766680.667,19616761.67,0.0,107160.998
2018,10461602.1,4920436.257,407763.612,287691.816,1196750.34,354496.459,1844007.952,20035424.81,0.0,106908.74
2019,9958467.317,5018399.245,364027.962,301447.652,1175045.379,348018.196,1578215.871,19584074.33,0.0,103222.74
2020,9958467.317,5018399.245,364027.962,301447.652,1175045.379,348018.196,1578215.871,19584074.33,0.0,103222.74
