date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,353727.136,92000.0,2099.922,16592.235,0.0,600.0,7597.438,472616.731,670023.203,0.0
1981,356805.49,90100.0,1679.938,15492.794,0.0,480.0,6577.608,471195.783,693773.768,0.0
1982,359883.843,88200.0,1259.953,14393.353,0.0,360.0,5557.779,469774.836,717524.332,0.0
1983,362962.197,86300.0,839.969,13293.912,0.0,240.0,4537.95,468353.889,741274.896,0.0
1984,366040.551,84400.0,419.984,12194.471,0.0,120.0,3518.121,466932.941,765025.461,0.0
1985,369118.905,82500.0,0.0,11095.03,0.0,0.0,2498.292,465511.994,788776.025,0.0
1986,383569.323,100160.0,20.0,9275.869,0.0,0.0,4017.065,497282.07,712473.241,0.0
1987,398019.741,117820.0,40.0,7456.708,0.0,0.0,5535.838,529052.146,636170.456,0.0
1988,412470.159,135480.0,60.0,5637.546,0.0,0.0,7054.611,560822.223,559867.672,0.0
1989,426920.576,153140.0,80.0,3818.385,0.0,0.0,8573.384,592592.299,483564.888,0.0
1990,441370.994,170800.0,100.0,1999.224,0.0,0.0,10092.157,624362.375,407262.103,0.0
1991,431699.529,160116.667,83.333,1699.353,0.0,0.0,8909.743,617964.808,391102.394,0.0
1992,422028.063,149433.333,66.667,1399.482,0.0,0.0,7727.328,611567.241,374942.684,0.0
1993,412356.597,138750.0,50.0,1099.612,0.0,0.0,6544.914,605169.674,358782.975,0.0
1994,402685.132,128066.667,33.333,799.741,0.0,0.0,5362.499,598772.107,342623.266,0.0
1995,393013.666,117383.333,16.667,499.871,0.0,0.0,4180.085,592374.54,326463.556,0.0
1996,383342.2,106700.0,0.0,200.0,0.0,0.0,2997.67,585976.974,310303.847,0.0
1997,310265.495,178300.0,0.0,200.0,0.0,0.0,3197.67,609176.974,246757.649,0.0
1998,337950.742,176900.0,300.0,900.0,0.0,0.0,3197.67,611176.974,206281.345,0.0
1999,53672.046,152000.0,700.0,0.0,0.0,0.0,500.0,219863.504,242486.776,0.0
2000,43172.822,147400.0,700.0,0.0,0.0,0.0,1000.0,214963.504,334211.359,0.0
2001,44765.678,134000.0,700.0,0.0,0.0,0.0,400.0,207652.09,341375.822,0.0
2002,44572.822,119700.0,0.0,400.0,0.0,0.0,600.0,203059.233,333689.545,0.0
2003,49572.822,70300.0,0.0,0.0,0.0,0.0,0.0,138663.504,244554.896,0.0
2004,43172.822,53000.0,0.0,0.0,0.0,0.0,700.0,107864.281,244842.459,0.0
2005,54372.822,46400.0,400.0,0.0,0.0,0.0,0.0,112164.281,242104.75,0.0
2006,43568.163,78600.0,0.0,0.0,0.0,0.0,0.0,127164.281,244908.896,0.0
2007,39182.14,42500.0,0.0,0.0,0.0,0.0,0.0,120664.281,299014.739,0.0
2008,18985.246,62300.0,0.0,500.0,0.0,0.0,0.0,125763.504,272513.44,0.0
2009,39182.14,59700.0,0.0,0.0,0.0,0.0,0.0,138863.504,294989.452,0.0
2010,5200.0,39800.0,0.0,0.0,0.0,0.0,0.0,94081.364,277326.074,0.0
2011,5200.0,28800.0,0.0,0.0,0.0,0.0,0.0,50000.0,295477.015,0.0
2012,0.0,33600.0,0.0,0.0,0.0,0.0,0.0,57800.0,284234.963,0.0
2013,0.0,30900.0,0.0,0.0,0.0,0.0,0.0,46900.0,248555.691,0.0
2014,8245.0,35442.0,0.0,0.0,0.0,0.0,0.0,59687.0,275759.372,0.0
2015,4305.0,29349.0,0.0,0.0,0.0,0.0,0.0,49654.0,275448.498,0.0
2016,12550.0,23349.0,0.0,0.0,0.0,0.0,0.0,51899.0,399183.135,0.0
2017,12457.0,32523.0,0.0,0.0,0.0,0.0,0.0,61908.0,412345.567,0.0
2018,12457.0,18531.0,0.0,0.0,0.0,0.0,0.0,47640.0,436780.952,0.0
2019,4217.0,18490.0,0.0,0.0,0.0,0.0,0.0,44202.0,437900.372,0.0
2020,4217.0,18490.0,0.0,0.0,0.0,0.0,0.0,44202.0,437900.372,0.0
