date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,67394.25,344639.267,3217.967,4410.203,0.0,0.0,11227.683,430889.371,0.0,0.0
1981,88814.145,354779.937,27523.646,5135.935,0.0,0.0,10557.318,487149.09,0.0,0.0
1982,110234.039,364920.607,51829.326,5861.667,0.0,0.0,9886.953,543408.809,0.0,0.0
1983,131653.934,375061.277,76135.006,6587.398,0.0,0.0,9216.587,599668.528,0.0,0.0
1984,153073.828,385201.947,100440.685,7313.13,0.0,0.0,8546.222,655928.247,0.0,0.0
1985,174493.723,395342.617,124746.365,8038.862,0.0,0.0,7875.857,712187.966,0.0,0.0
1986,217202.756,447210.518,119696.771,8616.054,1687.209,1000.0,6798.686,803582.636,0.0,0.0
1987,259911.788,499078.419,114647.177,9193.247,3374.418,2000.0,5721.516,894977.306,0.0,0.0
1988,302620.821,550946.32,109597.583,9770.44,5061.626,3000.0,4644.346,986371.977,0.0,0.0
1989,345329.854,602814.221,104547.989,10347.632,6748.835,4000.0,3567.175,1077766.648,0.0,0.0
1990,388038.887,654682.121,99498.395,10924.825,8436.044,5000.0,2490.005,1169161.318,0.0,0.0
1991,414899.531,678939.131,95384.65,11598.426,7030.036,4166.667,2075.004,1214169.312,0.0,0.0
1992,441760.174,703196.142,91270.904,12272.028,5624.029,3333.333,1660.003,1259177.307,0.0,0.0
1993,468620.817,727453.152,87157.158,12945.629,4218.022,2500.0,1245.002,1304185.301,0.0,0.0
1994,495481.461,751710.162,83043.413,13619.231,2812.015,1666.667,830.002,1349193.295,0.0,0.0
1995,522342.104,775967.172,78929.667,14292.832,1406.007,833.333,415.001,1394201.29,0.0,0.0
1996,549202.748,800224.182,74815.922,14966.433,0.0,0.0,0.0,1439209.284,0.0,0.0
1997,536592.174,755712.859,77617.343,14966.433,0.0,400.0,0.0,1385288.809,0.0,0.0
1998,535100.103,715592.81,72578.14,13145.629,0.0,0.0,0.0,1336616.971,0.0,5000.0
1999,569616.652,693265.988,44403.563,12745.629,0.0,0.0,0.22,1324589.197,0.0,4270.067
2000,540088.465,652567.64,40444.622,0.0,0.0,0.0,0.0,1233652.103,0.0,0.0
2001,563849.059,701216.791,24204.578,8557.78,0.0,780.127,0.0,1307480.785,0.0,0.0
2002,498038.961,697792.68,33895.12,0.0,0.0,0.0,0.0,1238599.211,0.0,0.0
2003,482961.581,828370.292,29503.314,0.0,0.0,0.0,0.0,1349156.261,0.0,0.0
2004,417850.414,657692.543,33830.788,0.0,0.0,20794.521,0.0,1133900.913,0.0,0.0
2005,459826.54,705687.917,28834.268,0.0,0.0,26181.842,0.0,1224208.591,0.0,0.0
2006,502755.324,697456.041,21613.782,0.0,0.0,27866.711,0.0,1249691.859,0.0,0.0
2007,373398.282,717556.635,18575.18,3119.178,0.0,26951.752,0.0,1139601.027,0.0,0.0
2008,424379.19,754671.7,25145.561,4158.904,0.0,24787.069,0.0,1233142.424,0.0,0.0
2009,478103.333,775533.711,11283.357,12476.712,0.0,24121.644,0.0,1301518.757,0.0,0.0
2010,436974.677,775406.709,12115.137,12892.603,0.0,24953.425,0.0,1262342.551,0.0,0.0
2011,404436.626,738551.324,10243.63,13308.493,0.0,24537.534,0.0,1191727.714,0.0,0.0
2012,503856.171,702321.359,9385.579,13932.329,0.0,20877.699,0.0,1250373.137,0.0,0.0
2013,574774.33,680137.338,8865.494,13724.384,0.0,22042.192,0.0,1299543.738,0.0,0.0
2014,526039.975,629484.473,15472.254,17467.397,0.0,27573.577,0.0,1216783.368,0.0,0.0
2015,514318.726,567600.376,5720.933,39301.992,0.0,4160.145,0.0,1142244.397,0.0,0.0
2016,491421.643,561380.697,6045.986,24205.716,7070.137,10407.242,0.0,1102970.488,0.0,0.0
2017,491249.822,562763.258,19386.368,26261.098,0.0,14914.745,0.0,1118429.76,0.0,0.0
2018,540789.784,577409.539,23091.11,28747.004,6654.247,11952.857,1771.018,1195422.343,0.0,0.0
2019,579208.367,551231.657,17744.346,24121.644,39149.753,7175.219,2077.582,1221544.575,0.0,0.0
2020,579208.367,551231.657,17744.346,24121.644,39149.753,7175.219,2077.582,1221544.575,0.0,0.0
