date,cereal,maize,sugarbeet,potato,rapeseed,pulse,vegetable,total_arable,grapevine,orchard
1980,295274.67,68500.0,0.0,10300.0,0.0,0.0,11200.0,385365.281,147604.676,0.0
1981,346819.736,84680.0,0.0,10380.0,0.0,0.0,10340.0,458292.225,171336.907,0.0
1982,398364.802,100860.0,0.0,10460.0,0.0,0.0,9480.0,531219.169,195069.139,0.0
1983,449909.868,117040.0,0.0,10540.0,0.0,0.0,8620.0,604146.112,218801.37,0.0
1984,501454.934,133220.0,0.0,10620.0,0.0,0.0,7760.0,677073.056,242533.602,0.0
1985,553000.0,149400.0,0.0,10700.0,0.0,0.0,6900.0,750000.0,266265.834,0.0
1986,587603.26,153020.0,0.0,8800.0,0.0,0.0,5640.0,787063.26,286506.451,0.0
1987,622206.52,156640.0,0.0,6900.0,0.0,0.0,4380.0,824126.52,306747.069,0.0
1988,656809.78,160260.0,0.0,5000.0,0.0,0.0,3120.0,861189.78,326987.686,0.0
1989,691413.04,163880.0,0.0,3100.0,0.0,0.0,1860.0,898253.04,347228.304,0.0
1990,726016.3,167500.0,0.0,1200.0,0.0,0.0,600.0,935316.3,367468.921,0.0
1991,699313.583,170533.333,0.0,1000.0,0.0,0.0,533.333,907313.583,331740.768,0.0
1992,672610.866,173566.667,0.0,800.0,0.0,0.0,466.667,879310.866,296012.614,0.0
1993,645908.15,176600.0,0.0,600.0,0.0,0.0,400.0,851308.15,260284.461,0.0
1994,619205.433,179633.333,0.0,400.0,0.0,0.0,333.333,823305.433,224556.308,0.0
1995,592502.717,182666.667,0.0,200.0,0.0,0.0,266.667,795302.717,188828.154,0.0
1996,565800.0,185700.0,0.0,0.0,0.0,0.0,200.0,767300.0,153100.001,0.0
1997,552200.0,172500.0,0.0,0.0,0.0,0.0,200.0,742500.0,130400.001,0.0
1998,428100.0,165700.0,0.0,0.0,13000.0,0.0,0.0,606800.0,133200.001,0.0
1999,223400.0,174100.0,0.0,0.0,0.0,0.0,0.0,421100.0,144300.001,0.0
2000,216000.0,161800.0,0.0,10000.0,0.0,0.0,0.0,387800.0,158031.375,0.0
2001,170900.0,195500.0,0.0,10000.0,0.0,0.0,0.0,403700.0,163931.375,0.0
2002,132900.0,187600.0,0.0,10000.0,0.0,0.0,0.0,371300.0,182131.375,0.0
2003,115800.0,178900.0,0.0,10100.0,0.0,0.0,0.0,386200.0,201522.411,0.0
2004,106300.0,181700.0,0.0,10100.0,0.0,0.0,0.0,323500.0,203922.411,0.0
2005,85900.0,155500.0,0.0,10000.0,0.0,0.0,0.0,255500.0,187674.652,0.0
2006,65600.0,68500.0,0.0,10000.0,0.0,0.0,0.0,156700.0,193074.652,0.0
2007,80300.0,91800.0,0.0,10000.0,0.0,0.0,0.0,182100.0,204077.64,0.0
2008,80800.0,91800.0,0.0,10000.0,0.0,0.0,0.0,238900.0,210077.64,0.0
2009,70200.0,111600.0,0.0,0.0,0.0,0.0,0.0,182800.0,225077.64,0.0
2010,43100.0,121800.0,0.0,0.0,0.0,0.0,0.0,189800.0,240900.002,0.0
2011,48500.0,142800.0,0.0,0.0,0.0,0.0,0.0,206700.0,234800.002,0.0
2012,100200.0,110700.0,0.0,0.0,0.0,0.0,0.0,236900.0,229600.002,0.0
2013,102300.0,57000.0,0.0,0.0,0.0,0.0,26900.0,215400.0,208900.001,0.0
2014,133000.0,88600.0,0.0,0.0,0.0,8700.0,23000.0,270200.0,220100.001,0.0
2015,65000.0,89100.0,0.0,0.0,0.0,27800.0,23000.0,233700.0,229300.001,0.0
2016,95900.0,94800.0,0.0,0.0,0.0,8700.0,23000.0,252200.0,188519.134,0.0
2017,109500.0,87400.0,0.0,0.0,0.0,2300.0,37600.0,246200.0,188481.89,0.0
2018,106000.0,89500.0,0.0,0.0,0.0,7800.0,25000.0,261000.0,200781.89,0.0
2019,90200.0,116600.0,0.0,0.0,0.0,12800.0,25000.0,275500.0,196399.339,0.0
2020,90200.0,116600.0,0.0,0.0,0.0,12800.0,25000.0,275500.0,196399.339,0.0
