date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
21.01.1988 12:00,7.8
29.02.1988 12:00,6.99
30.03.1988 12:00,7.24
28.04.1988 12:00,12.6
08.06.1988 12:00,14.0
21.07.1988 12:00,22.8
13.10.1988 12:00,16.2
15.11.1988 12:00,11.8
20.12.1988 12:00,7.98
25.01.1989 12:00,6.94
15.02.1989 12:00,6.8
22.03.1989 12:00,8.55
19.04.1989 12:00,9.6
17.05.1989 12:00,14.25
21.06.1989 12:00,19.5
19.07.1989 12:00,23.1
23.08.1989 12:00,25.1
20.09.1989 12:00,20.1
23.10.1989 12:00,15.78
22.11.1989 12:00,12.15
18.12.1989 12:00,9.1
23.01.1990 12:00,7.3
26.02.1990 12:00,7.6
19.03.1990 12:00,9.12
17.04.1990 12:00,9.3
14.05.1990 12:00,16.6
19.06.1990 12:00,19.75
17.07.1990 12:00,23.25
23.08.1990 12:00,22.48
26.09.1990 12:00,19.5
16.10.1990 12:00,17.9
19.12.1990 12:00,8.03
29.01.1991 12:00,6.7
26.02.1991 12:00,6.69
25.03.1991 12:00,6.8
15.04.1991 12:00,11.73
20.05.1991 12:00,10.61
11.06.1991 12:00,17.4
16.07.1991 12:00,22.0
03.09.1991 12:00,23.0
23.09.1991 12:00,21.5
21.10.1991 12:00,13.4
19.11.1991 12:00,10.18
21.01.1992 12:00,6.9
18.02.1992 12:00,6.5
17.03.1992 12:00,7.1
14.04.1992 12:00,9.2
19.05.1992 12:00,17.35
15.06.1992 12:00,18.3
07.07.1992 12:00,18.9
04.08.1992 12:00,24.3
08.09.1992 12:00,18.7
07.10.1992 12:00,15.6
10.11.1992 12:00,11.8
01.12.1992 12:00,10.1
27.01.1993 12:00,6.65
24.02.1993 12:00,6.63
23.03.1993 12:00,9.4
27.04.1993 12:00,11.28
25.05.1993 12:00,15.85
22.06.1993 12:00,18.48
20.07.1993 12:00,19.5
10.08.1993 12:00,22.12
14.09.1993 12:00,19.06
12.10.1993 12:00,12.95
01.11.1993 12:00,11.35
01.12.1993 12:00,9.0
11.01.1994 12:00,7.35
08.02.1994 12:00,6.72
08.03.1994 12:00,7.48
06.04.1994 12:00,8.1
03.05.1994 12:00,14.5
31.05.1994 12:00,16.55
28.06.1994 12:00,21.45
26.07.1994 12:00,22.58
30.08.1994 12:00,22.88
27.09.1994 12:00,18.0
25.10.1994 12:00,13.41
22.11.1994 12:00,11.6
07.03.1995 12:00,7.95
07.06.1995 12:00,16.5
11.09.1995 12:00,18.3
11.12.1995 12:00,9.25
12.03.1996 12:00,6.86
23.04.1996 12:00,13.28
27.05.1996 12:00,16.68
17.06.1996 12:00,21.42
15.07.1996 12:00,21.02
12.08.1996 12:00,22.2
16.09.1996 12:00,17.88
14.10.1996 12:00,15.7
20.11.1996 12:00,11.7
09.12.1996 12:00,9.18
14.01.1997 12:00,7.4
12.02.1997 12:00,7.03
10.03.1997 12:00,8.32
08.04.1997 12:00,8.55
21.05.1997 12:00,14.3
10.06.1997 12:00,21.1
15.07.1997 12:00,16.5
11.08.1997 12:00,23.92
10.09.1997 12:00,20.8
07.10.1997 12:00,19.81
04.11.1997 12:00,14.08
10.12.1997 12:00,9.65
19.01.1998 12:00,7.91
16.02.1998 12:00,7.4
09.03.1998 12:00,7.92
06.04.1998 12:00,8.7
04.05.1998 12:00,11.45
09.06.1998 12:00,18.55
06.07.1998 12:00,21.7
03.08.1998 12:00,22.48
07.09.1998 12:00,19.78
07.10.1998 12:00,15.85
10.11.1998 12:00,12.3
01.12.1998 12:00,9.49
12.01.1999 12:00,7.21
15.02.1999 12:00,6.62
01.03.1999 12:00,6.8
15.03.1999 12:00,8.62
29.03.1999 12:00,8.85
12.04.1999 12:00,10.75
03.05.1999 12:00,13.9
07.06.1999 12:00,16.49
07.07.1999 12:00,18.91
02.08.1999 12:00,21.68
06.09.1999 12:00,21.29
04.10.1999 12:00,16.59
08.11.1999 12:00,12.1
29.11.1999 12:00,9.9
10.01.2000 12:00,7.19
14.02.2000 12:00,6.69
14.03.2000 12:00,8.29
10.04.2000 12:00,9.3
09.05.2000 12:00,12.85
05.06.2000 12:00,17.0
03.07.2000 12:00,23.35
31.07.2000 12:00,20.75
04.09.2000 12:00,21.9
02.10.2000 12:00,18.0
25.10.2000 12:00,13.15
13.11.2000 12:00,10.65
04.12.2000 12:00,9.12
16.01.2001 12:00,7.2
13.02.2001 12:00,6.85
20.03.2001 12:00,8.3
10.04.2001 12:00,8.3
13.04.2001 12:00,8.3
22.05.2001 12:00,14.3
20.06.2001 12:00,15.6
17.07.2001 12:00,18.38
06.08.2001 12:00,20.55
04.09.2001 12:00,21.5
27.09.2001 12:00,16.72
06.11.2001 12:00,14.6
01.12.2001 12:00,10.5
14.01.2002 12:00,7.02
12.02.2002 12:00,7.0
18.03.2002 12:00,9.0
16.04.2002 12:00,9.05
21.05.2002 12:00,17.62
18.06.2002 12:00,23.51
16.07.2002 12:00,20.7
06.08.2002 12:00,22.9
04.09.2002 12:00,20.18
01.10.2002 12:00,17.45
05.11.2002 12:00,13.75
04.12.2002 12:00,9.65
14.01.2003 12:00,7.8
11.02.2003 12:00,6.92
17.03.2003 12:00,7.75
15.04.2003 12:00,10.2
20.05.2003 12:00,16.38
09.06.2003 12:00,19.7
15.07.2003 12:00,25.22
05.08.2003 12:00,25.0
13.08.2003 12:00,26.4
02.09.2003 12:00,23.0
02.10.2003 12:00,18.67
04.11.2003 12:00,13.35
09.12.2003 12:00,10.2
12.01.2004 12:00,7.7
10.02.2004 12:00,7.1
01.03.2004 12:00,6.7
15.03.2004 12:00,7.05
10.04.2004 12:00,9.45
10.05.2004 12:00,12.2
07.06.2004 12:00,18.9
05.07.2004 12:00,22.4
02.08.2004 12:00,25.15
05.10.2004 12:00,18.5
25.10.2004 12:00,15.75
29.11.2004 12:00,9.9
10.01.2005 12:00,7.5
07.02.2005 12:00,6.7
14.03.2005 12:00,6.6
11.04.2005 12:00,8.42
09.05.2005 12:00,12.12
06.06.2005 12:00,19.3
04.07.2005 12:00,23.1
01.08.2005 12:00,23.3
29.08.2005 12:00,22.11
27.09.2005 12:00,20.1
24.10.2005 12:00,16.15
28.11.2005 12:00,11.52
10.01.2006 12:00,7.2
06.02.2006 12:00,6.49
22.02.2006 12:00,6.29
13.03.2006 12:00,6.4
12.04.2006 12:00,7.6
09.05.2006 12:00,14.2
05.06.2006 12:00,14.6
03.07.2006 12:00,23.15
31.07.2006 12:00,24.5
28.08.2006 12:00,21.5
26.09.2006 12:00,19.45
23.10.2006 12:00,16.5
27.11.2006 12:00,11.75
15.01.2007 12:00,8.45
05.02.2007 12:00,7.75
12.03.2007 12:00,8.2
10.04.2007 12:00,11.29
09.05.2007 12:00,16.5
04.06.2007 12:00,17.4
03.07.2007 12:00,20.1
31.07.2007 12:00,21.3
