date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
21.01.1988 12:00,6.13
29.02.1988 12:00,6.14
30.03.1988 12:00,6.13
28.04.1988 12:00,6.15
08.06.1988 12:00,6.2
21.07.1988 12:00,6.22
13.10.1988 12:00,6.2
15.11.1988 12:00,6.2
20.12.1988 12:00,6.19
25.01.1989 12:00,6.2
15.02.1989 12:00,6.2
22.03.1989 12:00,6.25
19.04.1989 12:00,6.25
17.05.1989 12:00,6.22
21.06.1989 12:00,6.3
19.07.1989 12:00,6.28
23.08.1989 12:00,6.3
20.09.1989 12:00,6.35
23.10.1989 12:00,6.28
22.11.1989 12:00,6.26
18.12.1989 12:00,6.27
23.01.1990 12:00,6.25
26.02.1990 12:00,6.25
19.03.1990 12:00,6.25
17.04.1990 12:00,6.28
14.05.1990 12:00,6.3
19.06.1990 12:00,6.32
17.07.1990 12:00,6.4
23.08.1990 12:00,6.3
26.09.1990 12:00,6.35
16.10.1990 12:00,6.32
19.12.1990 12:00,6.3
29.01.1991 12:00,6.3
26.02.1991 12:00,6.25
25.03.1991 12:00,6.2
15.04.1991 12:00,6.22
20.05.1991 12:00,6.28
11.06.1991 12:00,6.28
16.07.1991 12:00,6.28
03.09.1991 12:00,6.3
23.09.1991 12:00,6.32
21.10.1991 12:00,6.3
19.11.1991 12:00,6.28
21.01.1992 12:00,6.3
18.02.1992 12:00,6.3
17.03.1992 12:00,6.3
14.04.1992 12:00,6.3
19.05.1992 12:00,6.32
15.06.1992 12:00,6.32
07.07.1992 12:00,6.33
04.08.1992 12:00,6.35
08.09.1992 12:00,6.38
07.10.1992 12:00,6.38
10.11.1992 12:00,6.35
01.12.1992 12:00,6.33
27.01.1993 12:00,6.35
24.02.1993 12:00,6.38
23.03.1993 12:00,6.31
27.04.1993 12:00,6.35
25.05.1993 12:00,6.38
22.06.1993 12:00,6.35
20.07.1993 12:00,6.38
10.08.1993 12:00,6.38
14.09.1993 12:00,6.39
12.10.1993 12:00,6.4
01.11.1993 12:00,6.38
01.12.1993 12:00,6.38
11.01.1994 12:00,6.4
08.02.1994 12:00,6.39
08.03.1994 12:00,6.39
06.04.1994 12:00,6.4
03.05.1994 12:00,6.4
31.05.1994 12:00,6.4
28.06.1994 12:00,6.39
26.07.1994 12:00,6.42
30.08.1994 12:00,6.42
27.09.1994 12:00,6.46
25.10.1994 12:00,6.43
22.11.1994 12:00,6.43
07.03.1995 12:00,6.41
07.06.1995 12:00,6.48
11.09.1995 12:00,6.5
11.12.1995 12:00,6.5
12.03.1996 12:00,6.49
23.04.1996 12:00,6.5
27.05.1996 12:00,6.52
17.06.1996 12:00,6.56
15.07.1996 12:00,6.52
12.08.1996 12:00,6.52
16.09.1996 12:00,6.52
14.10.1996 12:00,6.53
20.11.1996 12:00,6.52
09.12.1996 12:00,6.52
14.01.1997 12:00,6.53
12.02.1997 12:00,6.53
10.03.1997 12:00,6.54
08.04.1997 12:00,6.55
21.05.1997 12:00,6.6
10.06.1997 12:00,6.59
15.07.1997 12:00,6.62
11.08.1997 12:00,6.6
10.09.1997 12:00,6.63
07.10.1997 12:00,6.58
04.11.1997 12:00,6.6
10.12.1997 12:00,6.6
19.01.1998 12:00,6.6
16.02.1998 12:00,6.59
09.03.1998 12:00,6.6
06.04.1998 12:00,6.6
04.05.1998 12:00,6.65
09.06.1998 12:00,6.6
06.07.1998 12:00,6.68
03.08.1998 12:00,6.65
07.09.1998 12:00,6.7
07.10.1998 12:00,6.68
10.11.1998 12:00,6.69
01.12.1998 12:00,6.68
12.01.1999 12:00,6.69
15.02.1999 12:00,6.67
01.03.1999 12:00,6.5
15.03.1999 12:00,6.48
29.03.1999 12:00,6.49
12.04.1999 12:00,6.5
03.05.1999 12:00,6.5
07.06.1999 12:00,6.51
07.07.1999 12:00,6.52
02.08.1999 12:00,6.52
06.09.1999 12:00,6.55
04.10.1999 12:00,6.52
08.11.1999 12:00,6.52
29.11.1999 12:00,6.51
10.01.2000 12:00,6.52
14.02.2000 12:00,6.48
14.03.2000 12:00,6.42
10.04.2000 12:00,6.45
09.05.2000 12:00,6.49
05.06.2000 12:00,6.5
03.07.2000 12:00,6.5
31.07.2000 12:00,6.5
04.09.2000 12:00,6.52
02.10.2000 12:00,6.51
25.10.2000 12:00,6.55
13.11.2000 12:00,6.51
04.12.2000 12:00,6.52
16.01.2001 12:00,6.5
13.02.2001 12:00,6.52
20.03.2001 12:00,6.52
10.04.2001 12:00,6.5
13.04.2001 12:00,6.5
22.05.2001 12:00,6.52
20.06.2001 12:00,6.57
17.07.2001 12:00,6.58
06.08.2001 12:00,6.6
04.09.2001 12:00,6.59
27.09.2001 12:00,6.59
06.11.2001 12:00,6.57
01.12.2001 12:00,6.57
14.01.2002 12:00,6.52
12.02.2002 12:00,6.52
18.03.2002 12:00,6.54
16.04.2002 12:00,6.52
21.05.2002 12:00,6.54
18.06.2002 12:00,6.6
16.07.2002 12:00,6.6
06.08.2002 12:00,6.61
04.09.2002 12:00,6.59
01.10.2002 12:00,6.59
05.11.2002 12:00,6.59
04.12.2002 12:00,6.6
14.01.2003 12:00,6.59
11.02.2003 12:00,6.6
