date,mean winter epilimnion 5-10 m oxygen concentration
1987,8.19
1988,7.98
1989,8.04
1990,8.82
1991,7.78
1993,9.67
1994,9.06
1995,7.58
1996,8.32
1997,8.5
1998,8.06
1999,7.85
2000,5.76
2001,9.2
2002,7.0
2003,7.4
2004,7.96
2005,8.03
2006,5.41
2007,8.22
2008,7.95
2009,7.92
2010,8.73
2011,9.31
2012,9.33
2013,9.25
2014,8.89
2015,10.0
2016,8.69
2017,7.44
2018,9.51
2019,8.75
2020,8.25
2021,9.38
2022,9.16
2023,9.55
