date,mean winter Secchi depth
1987,9.04
1988,11.27
1989,13.84
1990,8.69
1991,12.3
1993,5.34
1994,7.67
1995,8.76
1996,5.23
1997,8.1
1998,13.13
1999,9.11
2000,11.0
2001,10.78
2002,9.47
2003,8.99
2004,16.13
2005,11.36
2006,11.02
2007,13.17
2008,15.64
2009,16.78
2010,12.64
2011,12.75
2012,8.02
2014,7.89
2015,5.45
2016,7.85
2017,7.95
2018,12.82
2019,11.44
2020,5.76
2021,8.28
2022,8.12
2023,10.7
