date,mean winter epilimnion 0-10 m oxygen concentration
1987,8.21
1988,7.98
1989,8.04
1990,8.85
1991,7.8
1993,9.45
1994,8.96
1995,7.71
1996,8.42
1997,8.5
1998,8.06
1999,7.83
2000,5.82
2001,9.14
2002,6.93
2003,7.43
2004,7.79
2005,7.91
2006,5.35
2007,8.24
2008,7.93
2009,7.95
2010,8.49
2011,9.25
2012,9.27
2013,9.19
2014,8.87
2015,9.94
2016,8.7
2017,7.3
2018,9.59
2019,8.63
2020,8.3
2021,9.16
2022,9.06
2023,9.24
