date,mean autumn epilimnion 0-5 m oxygen concentration
1987,8.66
1988,7.28
1989,8.76
1990,7.9
1991,7.99
1992,8.5
1993,8.52
1994,7.47
1995,10.17
1996,8.74
1997,8.62
1998,7.93
1999,8.99
2000,9.19
2001,9.43
2002,8.23
2003,8.42
2004,8.75
2005,8.76
2006,8.17
2007,8.83
2008,8.52
2009,8.12
2010,8.53
2011,10.03
2012,9.1
2013,8.14
2014,9.04
2015,9.01
2016,7.99
2017,9.37
2018,10.01
2019,8.37
2020,8.28
2021,9.55
2022,8.42
2023,8.54
