date,mean spring epilimnion 0-10 m oxygen concentration
1987,11.51
1988,12.84
1989,12.84
1990,12.37
1991,12.5
1992,12.29
1993,11.52
1994,11.47
1995,11.26
1996,12.2
1997,10.13
1998,10.45
1999,12.44
2000,10.83
2001,11.84
2002,11.42
2003,11.45
2004,12.0
2005,9.86
2006,10.81
2007,14.05
2008,12.81
2009,11.86
2010,12.59
2011,13.39
2012,11.1
2013,11.11
2014,11.01
2015,11.3
2016,10.68
2017,11.58
2018,13.24
2019,10.1
2020,12.13
2021,11.65
2022,10.34
2023,10.67
