date,mean summer Secchi depth
1987,2.21
1988,3.49
1989,6.69
1990,3.64
1991,5.47
1992,4.54
1993,4.58
1994,6.34
1995,4.17
1996,3.32
1997,6.77
1998,5.59
1999,4.7
2000,4.46
2001,4.41
2002,4.65
2003,6.06
2004,6.3
2005,5.46
2006,5.33
2007,5.38
2008,3.65
2009,3.56
2010,4.02
2011,5.52
2012,6.79
2014,4.43
2015,5.31
2016,3.49
2017,3.58
2018,7.68
2019,8.07
2020,5.54
2021,7.8
2022,7.51
2023,5.99
