date,mean annual surface temperature
1987,14.19
1988,14.53
1989,14.51
1990,15.04
1991,14.8
1992,15.56
1993,13.72
1994,14.66
1995,13.87
1996,14.3
1997,14.64
1998,14.6
1999,14.52
2000,14.33
2001,14.19
2002,14.33
2003,15.49
2004,14.68
2005,14.97
2006,15.11
2007,15.11
2008,14.39
2009,15.17
2010,14.21
2011,15.25
2012,14.89
2013,14.73
2014,15.25
2015,15.82
2016,15.19
2017,15.06
2018,15.99
2019,15.48
2020,15.58
2021,15.05
2022,16.42
2023,15.97
