date,mean summer epilimnion 0-5 m oxygen concentration
1987,10.21
1988,10.91
1989,9.52
1990,10.62
1991,9.84
1992,9.75
1993,9.39
1994,9.25
1995,10.23
1996,9.91
1997,10.13
1998,9.84
1999,10.69
2000,10.43
2001,10.41
2002,10.71
2003,9.06
2004,9.15
2005,9.92
2006,9.94
2007,10.13
2008,10.95
2009,10.68
2010,10.35
2011,10.18
2012,9.88
2013,10.57
2014,10.2
2015,10.6
2016,9.82
2017,12.13
2018,9.56
2019,8.54
2020,10.58
2021,10.37
2022,8.17
2023,9.36
