date,minimum Secchi depth
1987,2.1
1988,1.5
1989,2.4
1990,2.9
1991,2.2
1992,3.3
1993,3.5
1994,2.4
1995,3.3
1996,2.5
1997,3.6
1998,3.3
1999,2.5
2000,2.8
2001,2.7
2002,2.9
2003,2.4
2004,2.7
2005,2.8
2006,2.9
2007,3.5
2008,2.9
2009,2.1
2010,2.7
2011,3.4
2012,2.3
2014,4.0
2015,4.2
2016,2.1
2017,2.4
2018,3.0
2019,4.5
2020,2.5
2021,2.2
2022,3.0
2023,4.6
