date,mean summer epilimnion 0-10 m oxygen concentration
1987,8.16
1988,9.35
1989,9.2
1990,10.83
1991,9.52
1992,10.11
1993,9.91
1994,9.54
1995,10.26
1996,10.13
1997,11.01
1998,10.66
1999,11.43
2000,10.26
2001,11.22
2002,10.36
2003,9.7
2004,9.18
2005,9.26
2006,10.01
2007,10.35
2008,10.88
2009,10.55
2010,12.02
2011,10.41
2012,10.79
2013,11.45
2014,10.91
2015,11.89
2016,10.17
2017,12.47
2018,10.3
2019,9.72
2020,11.2
2021,10.77
2022,8.47
2023,9.95
