date,mean autumn bottom oxygen concentration
1987,0.1
1988,0.09
1989,0.2
1990,0.2
1991,0.18
1992,0.16
1993,0.2
1994,0.22
1995,0.2
1996,0.19
1997,0.2
1998,0.2
1999,0.02
2000,0.2
2001,0.2
2002,0.2
2003,0.2
2004,0.2
2005,0.2
2006,0.5
2007,0.0
2008,0.0
2009,0.1
2010,0.2
2011,0.25
2012,0.2
2013,0.26
2014,0.3
2015,0.32
2016,0.1
2017,0.18
2018,0.19
2019,0.0
2020,0.02
