date,mean early autumn hypolimnetic oxygen concentration
1987,2.39
1988,2.25
1989,1.86
1990,1.57
1991,1.59
1992,1.81
1993,1.81
1994,2.08
1995,1.68
1996,1.8
1997,1.36
1998,1.56
1999,1.69
2000,1.99
2001,1.39
2002,0.6
2003,1.25
2004,1.52
2005,0.33
2006,2.06
2007,1.05
2008,1.33
2009,2.59
2010,2.86
2011,3.47
2012,2.52
2013,2.58
2014,2.13
2015,1.99
2016,1.41
2017,1.97
2018,1.99
2019,1.66
2020,1.5
