date,mean autumn epilimnion 0-10 m oxygen concentration
1987,7.96
1988,7.18
1989,8.74
1990,8.01
1991,8.12
1992,8.51
1993,8.39
1994,7.4
1995,9.78
1996,8.72
1997,8.61
1998,7.88
1999,8.92
2000,9.05
2001,9.4
2002,8.05
2003,8.52
2004,8.95
2005,8.76
2006,7.93
2007,9.01
2008,8.56
2009,8.2
2010,8.51
2011,10.41
2012,9.03
2013,8.12
2014,8.89
2015,8.97
2016,8.0
2017,9.33
2018,10.14
2019,8.47
2020,8.33
2021,9.39
2022,8.38
2023,8.68
