date,mean autumn surface temperature
1987,16.27
1988,16.61
1989,16.56
1990,17.81
1991,17.05
1992,16.2
1993,15.02
1994,16.04
1995,16.86
1996,15.74
1997,18.39
1998,16.0
1999,16.22
2000,16.47
2001,17.16
2002,16.49
2003,16.32
2004,17.64
2005,17.46
2006,18.26
2007,16.87
2008,16.11
2009,17.39
2010,16.81
2011,18.26
2012,17.63
2013,17.24
2014,18.11
2015,17.17
2016,17.7
2017,16.98
2018,18.86
2019,18.56
2020,16.42
2021,17.17
2022,18.5
2023,19.34
