date,mean spring surface oxygen concentration
1987,12.43
1988,13.29
1989,13.59
1990,12.51
1991,13.94
1992,12.07
1993,11.49
1994,11.55
1995,11.45
1996,12.36
1997,10.14
1998,10.43
1999,12.33
2000,11.42
2001,11.32
2002,11.26
2003,11.76
2004,13.1
2005,10.19
2006,12.15
2007,12.52
2008,13.16
2009,12.02
2010,12.0
2011,11.71
2012,11.28
2013,11.25
2014,10.63
2015,10.99
2016,10.39
2017,11.1
2018,12.18
2019,9.68
2020,11.72
2021,10.58
2022,10.37
2023,10.58
