date,mean late autumn bottom oxygen concentration
1987,0.08
1988,0.1
1989,0.19
1990,0.2
1991,0.2
1992,0.1
1993,0.2
1994,0.29
1995,0.24
1996,0.07
1997,0.2
1998,0.2
1999,0.19
2000,0.2
2001,0.2
2002,0.2
2003,0.22
2004,0.21
2005,0.22
2006,0.38
2007,0.0
2008,0.0
2009,0.1
2010,0.2
2011,0.28
2012,0.2
2013,0.3
2014,0.3
2015,0.1
2016,0.1
2017,0.2
2018,0.16
2019,0.0
2020,0.0
