date,mean summer epilimnion 5-10 m oxygen concentration
1987,5.69
1988,7.47
1989,8.82
1990,11.08
1991,9.15
1992,10.54
1993,10.53
1994,9.89
1995,10.3
1996,10.39
1997,12.07
1998,11.64
1999,12.32
2000,10.07
2001,12.2
2002,9.92
2003,10.46
2004,9.22
2005,8.47
2006,10.09
2007,10.58
2008,10.8
2009,10.42
2010,13.87
2011,10.68
2012,11.8
2013,12.43
2014,11.7
2015,13.32
2016,10.56
2017,12.84
2018,11.12
2019,11.01
2020,11.88
2021,11.22
2022,8.79
2023,10.55
