date,mean summer bottom oxygen concentration
1987,0.1
1988,0.01
1989,0.11
1990,0.2
1991,0.1
1992,0.1
1993,0.16
1994,0.11
1995,0.2
1996,0.2
1997,0.2
1998,0.2
1999,0.0
2000,0.2
2001,0.2
2002,0.2
2003,0.2
2004,0.3
2005,0.2
2006,1.73
2007,0.0
2008,0.0
2009,0.0
2010,0.2
2011,0.2
2012,0.2
2013,0.3
2014,0.3
2015,0.1
2016,0.1
2017,0.16
2018,0.14
2019,0.0
2020,0.0
2021,0.06
