date,mean spring surface temperature
1987,7.8
1988,9.81
1989,9.42
1990,9.21
1991,9.67
1992,9.56
1993,9.96
1994,10.08
1995,8.79
1996,9.98
1997,9.62
1998,9.44
1999,10.7
2000,9.41
2001,9.8
2002,9.7
2003,9.9
2004,10.17
2005,9.96
2006,11.07
2007,13.01
2008,10.12
2009,10.78
2010,9.02
2011,12.65
2012,9.98
2013,9.94
2014,12.3
2015,11.01
2016,12.19
2017,11.78
2018,12.19
2019,10.25
2020,11.64
2021,9.9
2022,11.11
2023,11.02
