date,mean early autumn hypolimnetic oxygen content
1987,9824.65
1988,9273.72
1989,7662.62
1990,6470.33
1991,6544.45
1992,7454.39
1993,7438.0
1994,8574.38
1995,6905.92
1996,7411.31
1997,5588.3
1998,6425.6
1999,6962.62
2000,8176.4
2001,5731.56
2002,2474.29
2003,5148.76
2004,6268.98
2005,1350.91
2006,8466.43
2007,4307.38
2008,5483.37
2009,10652.28
2010,11767.63
2011,14273.31
2012,10349.5
2013,10634.14
2014,8779.02
2015,8184.93
2016,5796.93
2017,8112.19
2018,8187.95
2019,6835.64
2020,6161.51
