date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
16.09.1921 12:00,4.5
11.05.1934 12:00,4.2
02.08.1934 12:00,4.4
20.10.1937 12:00,4.5
25.03.1938 12:00,4.2
27.05.1938 12:00,4.3
16.08.1938 12:00,4.4
20.09.1938 12:00,4.5
20.10.1938 12:00,4.6
16.11.1938 12:00,4.6
11.12.1938 12:00,4.6
27.01.1939 12:00,4.5
09.03.1939 12:00,4.4
06.11.1941 12:00,4.3
29.09.1942 12:00,4.5
14.10.1943 12:00,4.6
01.10.1945 12:00,4.8
17.10.1946 12:00,4.2
04.09.1947 12:00,4.8
06.07.1949 12:00,4.4
19.10.1949 12:00,4.4
12.10.1950 12:00,4.6
11.08.1959 12:00,4.1
15.09.1959 12:00,4.1
15.10.1959 12:00,4.1
17.11.1959 12:00,4.1
22.12.1959 12:00,4.1
23.02.1960 12:00,4.1
29.09.1965 12:00,4.4
15.02.1966 12:00,3.9
19.04.1966 12:00,4.6
04.07.1966 12:00,4.6
25.08.1966 12:00,4.7
30.03.1967 12:00,4.6
30.10.1967 12:00,4.8
30.09.1969 12:00,4.6
31.03.1970 12:00,4.3
29.09.1970 12:00,4.6
13.04.1971 12:00,4.5
14.09.1971 12:00,4.4
23.03.1972 12:00,4.4
12.10.1972 12:00,4.6
04.04.1973 12:00,4.2
30.10.1973 12:00,4.4
11.03.1974 12:00,4.1
04.04.1974 12:00,4.2
08.04.1974 12:00,4.2
06.05.1974 12:00,4.2
04.06.1974 12:00,4.6
01.07.1974 12:00,4.75
29.07.1974 12:00,4.8
26.08.1974 12:00,4.55
23.09.1974 12:00,4.55
22.10.1974 12:00,4.2
04.11.1974 12:00,4.5
02.12.1974 12:00,4.35
08.01.1975 12:00,4.4
06.02.1975 12:00,5.2
15.04.1975 12:00,4.6
07.10.1975 12:00,4.8
13.04.1976 12:00,3.8
19.07.1976 12:00,3.8
16.08.1976 12:00,4.2
13.09.1976 12:00,3.9
11.10.1976 12:00,3.9
08.11.1976 12:00,3.9
06.12.1976 12:00,3.9
03.01.1977 12:00,3.9
31.01.1977 12:00,4.0
07.03.1977 12:00,4.0
02.05.1977 12:00,4.5
04.07.1977 12:00,4.5
24.10.1977 12:00,4.4
19.10.1981 12:00,4.1
07.12.1981 12:00,4.0
11.01.1982 12:00,3.9
08.02.1982 12:00,3.77
08.03.1982 12:00,3.63
05.04.1982 12:00,3.9
03.05.1982 12:00,4.23
01.06.1982 12:00,4.3
28.06.1982 12:00,4.4
26.07.1982 12:00,4.4
23.08.1982 12:00,4.5
20.09.1982 12:00,4.6
18.10.1982 12:00,4.7
15.11.1982 12:00,4.57
13.12.1982 12:00,4.63
17.01.1983 12:00,4.7
21.02.1983 12:00,3.6
21.03.1983 12:00,3.87
18.04.1983 12:00,4.5
24.05.1983 12:00,4.8
20.06.1983 12:00,5.5
11.07.1983 12:00,5.37
29.08.1983 12:00,5.6
26.09.1983 12:00,5.7
24.10.1983 12:00,5.77
21.11.1983 12:00,5.97
12.12.1983 12:00,6.1
23.01.1984 12:00,4.4
06.02.1984 12:00,4.37
20.02.1984 12:00,3.8
05.03.1984 12:00,3.57
19.03.1984 12:00,3.8
02.04.1984 12:00,4.0
16.04.1984 12:00,4.3
30.04.1984 12:00,4.3
14.05.1984 12:00,4.4
28.05.1984 12:00,4.53
12.06.1984 12:00,4.67
25.06.1984 12:00,4.77
09.07.1984 12:00,4.83
23.07.1984 12:00,4.9
06.08.1984 12:00,4.9
20.08.1984 12:00,5.0
03.09.1984 12:00,5.0
17.09.1984 12:00,5.1
01.10.1984 12:00,5.1
15.10.1984 12:00,5.2
29.10.1984 12:00,5.37
13.11.1984 12:00,5.6
26.11.1984 12:00,5.87
10.12.1984 12:00,6.03
16.01.1985 12:00,4.1
28.01.1985 12:00,3.6
11.02.1985 12:00,3.6
11.03.1985 12:00,3.3
25.03.1985 12:00,3.67
09.04.1985 12:00,4.1
22.04.1985 12:00,4.2
06.05.1985 12:00,4.43
20.05.1985 12:00,4.6
03.06.1985 12:00,4.7
17.06.1985 12:00,4.9
02.07.1985 12:00,5.0
15.07.1985 12:00,5.0
29.07.1985 12:00,5.1
12.08.1985 12:00,5.17
09.09.1985 12:00,5.33
23.09.1985 12:00,5.43
07.10.1985 12:00,5.43
21.10.1985 12:00,5.43
04.11.1985 12:00,5.5
18.11.1985 12:00,5.5
02.12.1985 12:00,5.6
16.12.1985 12:00,5.6
13.01.1986 12:00,4.43
10.02.1986 12:00,3.6
17.03.1986 12:00,3.23
07.04.1986 12:00,4.2
05.05.1986 12:00,4.5
02.06.1986 12:00,4.6
30.06.1986 12:00,4.8
28.07.1986 12:00,5.0
25.08.1986 12:00,5.1
22.09.1986 12:00,5.1
20.10.1986 12:00,5.2
17.11.1986 12:00,5.63
15.12.1986 12:00,6.2
14.01.1987 12:00,4.2
09.02.1987 12:00,3.57
09.03.1987 12:00,3.3
06.04.1987 12:00,3.9
04.05.1987 12:00,4.2
01.06.1987 12:00,4.33
29.06.1987 12:00,4.5
27.07.1987 12:00,4.63
24.08.1987 12:00,4.7
21.09.1987 12:00,4.7
19.10.1987 12:00,4.8
16.11.1987 12:00,5.1
14.12.1987 12:00,5.5
11.01.1988 12:00,5.3
08.02.1988 12:00,4.87
07.03.1988 12:00,4.3
05.04.1988 12:00,4.7
02.05.1988 12:00,4.8
