date (yyyy-mm-dd HH:MM:SS),hypolimnetic density [kg/m3]
10.01.1972 12:00,1000.1572331177148
07.02.1972 12:00,1000.1640557731719
06.03.1972 12:00,1000.1619141353677
10.04.1972 12:00,1000.1322873810007
15.05.1972 12:00,1000.1184751049284
05.06.1972 12:00,1000.031006210765
03.07.1972 12:00,1000.1112763005984
16.08.1972 12:00,1000.0396898724867
04.09.1972 12:00,1000.0218444605764
11.10.1972 12:00,1000.0210113041053
08.11.1972 12:00,1000.0103460159808
06.12.1972 12:00,1000.1202567004276
15.01.1973 12:00,1000.1113774296475
14.02.1973 12:00,1000.130710927805
07.03.1973 12:00,1000.1201371170811
03.04.1973 12:00,1000.1189412227126
09.05.1973 12:00,1000.1228457707779
05.06.1973 12:00,1000.1306968305267
04.07.1973 12:00,1000.1163209004823
08.08.1973 12:00,1000.110145540425
28.08.1973 12:00,1000.0886112933127
02.10.1973 12:00,1000.074599953912
30.10.1973 12:00,1000.0900740750011
03.12.1973 12:00,1000.1122315730726
08.01.1974 12:00,1000.1296666233982
20.02.1974 12:00,1000.1546533165161
19.03.1974 12:00,1000.1473931446078
16.04.1974 12:00,1000.1594119567394
14.05.1974 12:00,1000.1608442275359
11.06.1974 12:00,1000.1550691902011
09.07.1974 12:00,1000.1495171845257
06.08.1974 12:00,1000.1306096973344
03.09.1974 12:00,1000.0693380015288
01.10.1974 12:00,1000.0634816813892
29.10.1974 12:00,1000.0971681295896
26.11.1974 12:00,1000.107540148989
19.12.1974 12:00,1000.1578049997386
21.01.1975 12:00,1000.1641990090646
17.02.1975 12:00,1000.1628970806133
18.03.1975 12:00,1000.16158991866
15.04.1975 12:00,1000.1482428672398
13.05.1975 12:00,1000.1364898337807
09.06.1975 12:00,1000.116639136096
08.07.1975 12:00,1000.0796742626384
05.08.1975 12:00,1000.0434632791307
09.09.1975 12:00,1000.0330549115987
30.09.1975 12:00,1000.0208433898871
28.10.1975 12:00,1000.0588871349348
25.11.1975 12:00,1000.0556576866769
22.12.1975 12:00,1000.1223719670128
13.01.1976 12:00,1000.1495709298636
09.02.1976 12:00,1000.1474957392551
08.03.1976 12:00,1000.1572321827331
05.04.1976 12:00,1000.1419438441651
03.05.1976 12:00,1000.1431373545565
14.06.1976 12:00,1000.1271922370214
15.07.1976 12:00,1000.1371758702419
02.08.1976 12:00,1000.1202932737208
06.09.1976 12:00,1000.1269055089565
04.10.1976 12:00,1000.1221563851776
01.11.1976 12:00,1000.1145666409242
06.12.1976 12:00,1000.113384888689
03.01.1977 12:00,1000.1589958894615
07.02.1977 12:00,1000.164049945248
