date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen content [t]
10.01.1972 12:00,588.6
07.02.1972 12:00,725.5
06.03.1972 12:00,806.5
10.04.1972 12:00,813.6
15.05.1972 12:00,615.4
05.06.1972 12:00,676.3
03.07.1972 12:00,765.8
16.08.1972 12:00,324.0
04.09.1972 12:00,236.8
11.10.1972 12:00,178.5
08.11.1972 12:00,265.8
06.12.1972 12:00,667.0
15.01.1973 12:00,633.9
14.02.1973 12:00,748.1
07.03.1973 12:00,797.4
03.04.1973 12:00,834.1
09.05.1973 12:00,777.4
05.06.1973 12:00,603.9
04.07.1973 12:00,422.4
08.08.1973 12:00,405.3
28.08.1973 12:00,267.5
02.10.1973 12:00,71.6
30.10.1973 12:00,91.1
03.12.1973 12:00,688.8
08.01.1974 12:00,729.2
20.02.1974 12:00,774.4
19.03.1974 12:00,754.7
16.04.1974 12:00,660.1
14.05.1974 12:00,559.5
11.06.1974 12:00,502.8
09.07.1974 12:00,431.0
06.08.1974 12:00,274.2
03.09.1974 12:00,255.7
01.10.1974 12:00,213.6
29.10.1974 12:00,206.4
26.11.1974 12:00,458.8
19.12.1974 12:00,769.4
21.01.1975 12:00,780.1
17.02.1975 12:00,769.4
18.03.1975 12:00,773.4
15.04.1975 12:00,858.9
13.05.1975 12:00,787.6
09.06.1975 12:00,576.8
08.07.1975 12:00,488.9
05.08.1975 12:00,498.0
09.09.1975 12:00,428.5
30.09.1975 12:00,213.7
28.10.1975 12:00,134.9
25.11.1975 12:00,191.8
22.12.1975 12:00,703.5
13.01.1976 12:00,738.7
09.02.1976 12:00,740.2
08.03.1976 12:00,744.3
05.04.1976 12:00,754.0
03.05.1976 12:00,685.4
14.06.1976 12:00,505.4
15.07.1976 12:00,370.0
02.08.1976 12:00,348.4
06.09.1976 12:00,159.5
04.10.1976 12:00,79.9
01.11.1976 12:00,74.6
06.12.1976 12:00,315.6
03.01.1977 12:00,730.0
07.02.1977 12:00,735.5
07.03.1977 12:00,808.7
04.04.1977 12:00,761.1
02.05.1977 12:00,766.7
06.06.1977 12:00,614.0
04.07.1977 12:00,530.1
08.08.1977 12:00,231.0
05.09.1977 12:00,215.7
03.10.1977 12:00,146.9
07.11.1977 12:00,255.0
05.12.1977 12:00,706.6
09.01.1978 12:00,833.7
06.02.1978 12:00,819.3
08.03.1978 12:00,823.2
05.04.1978 12:00,822.9
08.05.1978 12:00,675.4
05.06.1978 12:00,650.7
