date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
10.01.1972 12:00,4.5
07.02.1972 12:00,3.5
06.03.1972 12:00,4.0
10.04.1972 12:00,5.7
15.05.1972 12:00,6.1
05.06.1972 12:00,7.7
03.07.1972 12:00,5.2
16.08.1972 12:00,7.3
04.09.1972 12:00,7.5
11.10.1972 12:00,7.6
08.11.1972 12:00,7.7
06.12.1972 12:00,4.0
15.01.1973 12:00,4.0
14.02.1973 12:00,3.3
07.03.1973 12:00,3.2
03.04.1973 12:00,4.2
09.05.1973 12:00,5.1
05.06.1973 12:00,5.1
04.07.1973 12:00,5.4
08.08.1973 12:00,5.4
28.08.1973 12:00,5.4
02.10.1973 12:00,5.55
30.10.1973 12:00,5.6
03.12.1973 12:00,5.8
08.01.1974 12:00,4.4
20.02.1974 12:00,4.2
19.03.1974 12:00,4.2
16.04.1974 12:00,4.3
14.05.1974 12:00,4.5
11.06.1974 12:00,4.7
25.06.1974 12:00,4.8
09.07.1974 12:00,4.8
06.08.1974 12:00,4.95
03.09.1974 12:00,5.4
01.10.1974 12:00,5.1
29.10.1974 12:00,5.85
26.11.1974 12:00,6.15
19.12.1974 12:00,5.1
21.01.1975 12:00,4.2
17.02.1975 12:00,4.4
18.03.1975 12:00,4.4
15.04.1975 12:00,5.1
13.05.1975 12:00,5.2
09.06.1975 12:00,5.25
08.07.1975 12:00,5.3
05.08.1975 12:00,5.25
09.09.1975 12:00,5.2
30.09.1975 12:00,5.6
28.10.1975 12:00,5.45
25.11.1975 12:00,5.9
22.12.1975 12:00,5.4
13.01.1976 12:00,4.5
09.02.1976 12:00,4.1
08.03.1976 12:00,3.9
05.04.1976 12:00,4.1
03.05.1976 12:00,4.3
14.06.1976 12:00,4.7
15.07.1976 12:00,4.9
02.08.1976 12:00,5.2
06.09.1976 12:00,5.3
04.10.1976 12:00,5.45
01.11.1976 12:00,5.5
06.12.1976 12:00,5.8
03.01.1977 12:00,3.9
07.02.1977 12:00,3.8
07.03.1977 12:00,4.4
04.04.1977 12:00,5.2
02.05.1977 12:00,6.45
06.06.1977 12:00,6.7
04.07.1977 12:00,6.7
08.08.1977 12:00,7.2
05.09.1977 12:00,7.45
03.10.1977 12:00,7.55
07.11.1977 12:00,7.45
05.12.1977 12:00,6.9
09.01.1978 12:00,4.9
06.02.1978 12:00,4.0
08.03.1978 12:00,4.0
05.04.1978 12:00,4.8
08.05.1978 12:00,4.9
05.06.1978 12:00,5.0
05.07.1978 12:00,5.3
09.08.1978 12:00,6.55
06.09.1978 12:00,8.4
02.10.1978 12:00,6.8
06.11.1978 12:00,6.5
04.12.1978 12:00,6.5
08.01.1979 12:00,4.0
05.02.1979 12:00,3.2
05.03.1979 12:00,3.7
02.04.1979 12:00,4.9
07.05.1979 12:00,5.45
05.06.1979 12:00,5.6
02.07.1979 12:00,5.65
06.08.1979 12:00,5.9
11.09.1979 12:00,5.95
01.10.1979 12:00,6.3
05.11.1979 12:00,6.3
03.12.1979 12:00,6.6
07.01.1980 12:00,4.7
04.02.1980 12:00,3.3
03.03.1980 12:00,4.2
02.04.1980 12:00,4.35
05.05.1980 12:00,5.45
02.06.1980 12:00,5.75
07.07.1980 12:00,6.1
11.08.1980 12:00,6.2
01.09.1980 12:00,6.1
06.10.1980 12:00,6.4
03.11.1980 12:00,6.55
01.12.1980 12:00,6.6
05.01.1981 12:00,3.9
09.02.1981 12:00,2.8
02.03.1981 12:00,3.15
06.04.1981 12:00,4.2
04.05.1981 12:00,4.3
01.06.1981 12:00,4.55
06.07.1981 12:00,5.2
03.08.1981 12:00,5.7
