date (yyyy-mm-dd HH:MM:SS),heat content [J/m2]
10.01.1972 12:00,349121095.0
07.02.1972 12:00,271538874.0
06.03.1972 12:00,343923718.0
10.04.1972 12:00,515862065.0
15.05.1972 12:00,636887153.0
05.06.1972 12:00,782539787.0
03.07.1972 12:00,866787085.0
16.08.1972 12:00,985646894.0
04.09.1972 12:00,960726327.0
11.10.1972 12:00,863934897.0
08.11.1972 12:00,716363291.0
06.12.1972 12:00,363435319.0
15.01.1973 12:00,267691648.0
14.02.1973 12:00,239541574.0
07.03.1973 12:00,248036641.0
03.04.1973 12:00,366291825.0
09.05.1973 12:00,584522065.0
05.06.1973 12:00,777901270.0
04.07.1973 12:00,946796433.0
08.08.1973 12:00,981798734.0
28.08.1973 12:00,1025681529.0
02.10.1973 12:00,946563164.0
30.10.1973 12:00,735068830.0
03.12.1973 12:00,456770200.0
08.01.1974 12:00,298574579.0
20.02.1974 12:00,322084067.0
19.03.1974 12:00,349724461.0
16.04.1974 12:00,498723413.0
14.05.1974 12:00,586796745.0
11.06.1974 12:00,740576292.0
25.06.1974 12:00,824648939.0
09.07.1974 12:00,887693341.0
06.08.1974 12:00,988577304.0
03.09.1974 12:00,1047521765.0
01.10.1974 12:00,912401914.0
29.10.1974 12:00,683982399.0
26.11.1974 12:00,533412129.0
19.12.1974 12:00,388532981.0
21.01.1975 12:00,331016050.0
17.02.1975 12:00,324277625.0
18.03.1975 12:00,384260673.0
15.04.1975 12:00,437611855.0
13.05.1975 12:00,608146986.0
09.06.1975 12:00,745759048.0
08.07.1975 12:00,870607000.0
05.08.1975 12:00,1044813654.0
09.09.1975 12:00,989321988.0
30.09.1975 12:00,1023907074.0
28.10.1975 12:00,830337151.0
25.11.1975 12:00,655513914.0
22.12.1975 12:00,447219323.0
13.01.1976 12:00,352673639.0
09.02.1976 12:00,274125939.0
08.03.1976 12:00,299585998.0
05.04.1976 12:00,440393901.0
03.05.1976 12:00,561133632.0
14.06.1976 12:00,806627039.0
15.07.1976 12:00,1001483519.0
02.08.1976 12:00,911244659.0
06.09.1976 12:00,926943478.0
04.10.1976 12:00,888952294.0
01.11.1976 12:00,790585552.0
06.12.1976 12:00,536029194.0
03.01.1977 12:00,299262878.0
07.02.1977 12:00,277213951.0
07.03.1977 12:00,380607637.0
04.04.1977 12:00,526189642.0
02.05.1977 12:00,594854739.0
06.06.1977 12:00,859292781.0
04.07.1977 12:00,979203245.0
08.08.1977 12:00,1073451223.0
05.09.1977 12:00,1109896653.0
03.10.1977 12:00,1013768970.0
07.11.1977 12:00,920141574.0
05.12.1977 12:00,543226185.0
09.01.1978 12:00,386760561.0
06.02.1978 12:00,305107224.0
08.03.1978 12:00,309590478.0
05.04.1978 12:00,435255260.0
08.05.1978 12:00,616714610.0
05.06.1978 12:00,821224626.0
05.07.1978 12:00,884290401.0
09.08.1978 12:00,1028018065.0
06.09.1978 12:00,1080927051.0
02.10.1978 12:00,973081310.0
06.11.1978 12:00,788911889.0
04.12.1978 12:00,550569549.0
08.01.1979 12:00,319720184.0
05.02.1979 12:00,242365848.0
05.03.1979 12:00,286959397.0
02.04.1979 12:00,431073687.0
07.05.1979 12:00,554430906.0
05.06.1979 12:00,854782688.0
02.07.1979 12:00,909503922.0
06.08.1979 12:00,1074854179.0
11.09.1979 12:00,1042608895.0
01.10.1979 12:00,950413032.0
05.11.1979 12:00,823412772.0
03.12.1979 12:00,578981801.0
07.01.1980 12:00,362311713.0
04.02.1980 12:00,257389648.0
03.03.1980 12:00,321179183.0
02.04.1980 12:00,463184821.0
05.05.1980 12:00,568692688.0
02.06.1980 12:00,692055939.0
07.07.1980 12:00,819996058.0
11.08.1980 12:00,1048361985.0
01.09.1980 12:00,1031623100.0
06.10.1980 12:00,1053325831.0
03.11.1980 12:00,805576744.0
01.12.1980 12:00,534463334.0
05.01.1981 12:00,300854766.0
09.02.1981 12:00,216486063.0
02.03.1981 12:00,224231297.0
06.04.1981 12:00,441618461.0
04.05.1981 12:00,567014875.0
01.06.1981 12:00,775011271.0
06.07.1981 12:00,968878433.0
03.08.1981 12:00,950099833.0
07.09.1981 12:00,1024176358.0
05.10.1981 12:00,911489623.0
02.11.1981 12:00,737622064.0
07.12.1981 12:00,465129628.0
04.01.1982 12:00,317352828.0
01.02.1982 12:00,259018926.0
01.03.1982 12:00,254471525.0
05.04.1982 12:00,442637584.0
03.05.1982 12:00,570530302.0
07.06.1982 12:00,815099733.0
05.07.1982 12:00,921195665.0
02.08.1982 12:00,1034211380.0
30.08.1982 12:00,1047380919.0
04.10.1982 12:00,1026553492.0
01.11.1982 12:00,848685290.0
06.12.1982 12:00,620979679.0
03.01.1983 12:00,433748261.0
07.02.1983 12:00,306420045.0
07.03.1983 12:00,272922330.0
11.04.1983 12:00,479949917.0
02.05.1983 12:00,649589591.0
06.06.1983 12:00,822402156.0
04.07.1983 12:00,955467522.0
08.08.1983 12:00,1028866798.0
06.09.1983 12:00,1061729059.0
03.10.1983 12:00,1007473270.0
07.11.1983 12:00,813373004.0
19.12.1983 12:00,402877515.0
09.01.1984 12:00,356878998.0
06.02.1984 12:00,263849583.0
05.03.1984 12:00,232746305.0
02.04.1984 12:00,381402993.0
07.05.1984 12:00,612159526.0
04.06.1984 12:00,732609959.0
02.07.1984 12:00,874574187.0
06.08.1984 12:00,1018169748.0
03.09.1984 12:00,1061926440.0
01.10.1984 12:00,879098897.0
05.11.1984 12:00,795524130.0
03.12.1984 12:00,643911314.0
07.01.1985 12:00,364811258.0
04.02.1985 12:00,207538630.0
04.03.1985 12:00,248802196.0
01.04.1985 12:00,375708856.0
06.05.1985 12:00,603258858.0
03.06.1985 12:00,836629604.0
01.07.1985 12:00,895645164.0
05.08.1985 12:00,1084434138.0
02.09.1985 12:00,1051867766.0
07.10.1985 12:00,1072748514.0
04.11.1985 12:00,840020276.0
02.12.1985 12:00,524910306.0
06.01.1986 12:00,364636829.0
03.02.1986 12:00,256539017.0
07.04.1986 12:00,414133490.0
05.05.1986 12:00,582173168.0
02.06.1986 12:00,709196922.0
07.07.1986 12:00,983111308.0
04.08.1986 12:00,1081193839.0
01.09.1986 12:00,975966266.0
06.10.1986 12:00,994836632.0
03.11.1986 12:00,825880688.0
01.12.1986 12:00,627784727.0
05.01.1987 12:00,395440633.0
11.02.1987 12:00,230112175.0
02.03.1987 12:00,262866954.0
06.04.1987 12:00,360341044.0
04.05.1987 12:00,551329191.0
01.06.1987 12:00,676180254.0
17.06.1987 12:00,753349966.0
06.07.1987 12:00,846246100.0
03.08.1987 12:00,915268497.0
07.09.1987 12:00,991004819.0
05.10.1987 12:00,975574985.0
02.11.1987 12:00,892274497.0
07.12.1987 12:00,603619102.0
04.01.1988 12:00,478319101.0
01.02.1988 12:00,388808066.0
