date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.34,3.47,28.21,39.8,1.52,0.0,3.73,8.93,7.19,0.29,2.74,3.78
2001.0,0.47,3.15,28.2,39.42,1.52,0.0,3.72,8.84,7.19,0.98,2.74,3.78
2002.0,0.6,2.83,28.19,39.03,1.52,0.0,3.71,8.75,7.19,1.66,2.74,3.78
2003.0,0.73,2.5,28.18,38.65,1.52,0.0,3.7,8.66,7.19,2.35,2.74,3.78
2004.0,0.87,2.18,28.16,38.27,1.52,0.0,3.69,8.57,7.19,3.03,2.74,3.78
2005.0,1.0,1.86,28.15,37.88,1.52,0.0,3.68,8.48,7.19,3.72,2.74,3.78
2006.0,1.13,1.54,28.14,37.5,1.52,0.0,3.67,8.39,7.19,4.4,2.74,3.78
2007.0,1.05,1.45,26.74,37.39,1.43,0.0,3.98,9.28,7.07,5.28,2.71,3.62
2008.0,0.97,1.36,25.34,37.29,1.34,0.0,4.29,10.17,6.95,6.16,2.68,3.45
2009.0,0.89,1.27,23.94,37.18,1.25,0.0,4.61,11.05,6.83,7.04,2.65,3.29
2010.0,0.81,1.17,22.53,37.07,1.17,0.0,4.92,11.94,6.71,7.91,2.62,3.13
2011.0,0.73,1.08,21.13,36.97,1.08,0.0,5.23,12.83,6.59,8.79,2.59,2.96
2012.0,0.65,0.99,19.73,36.86,0.99,0.0,5.54,13.72,6.47,9.67,2.56,2.8
2013.0,0.65,0.99,19.73,36.86,0.98,0.0,5.54,13.72,6.48,9.67,2.56,2.8
2014.0,0.65,0.99,19.73,36.86,0.98,0.0,5.54,13.72,6.49,9.67,2.56,2.8
2015.0,0.65,0.99,19.73,36.86,0.97,0.0,5.54,13.72,6.49,9.67,2.56,2.8
2016.0,0.65,0.99,19.73,36.86,0.96,0.0,5.54,13.72,6.5,9.67,2.56,2.8
2017.0,0.65,0.99,19.73,36.86,0.96,0.0,5.54,13.72,6.51,9.67,2.56,2.8
2018.0,0.65,0.99,19.73,36.86,0.95,0.0,5.54,13.72,6.52,9.67,2.56,2.8
2019.0,0.65,0.99,19.73,36.86,0.95,0.0,5.54,13.72,6.52,9.67,2.56,2.8
2020.0,0.65,0.99,19.73,36.86,0.95,0.0,5.54,13.72,6.52,9.67,2.56,2.8
