date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,32.82,2.18,4.0,15.7,0.0,0.0,0.0,40.8,0.0,0.0,4.5,0.0
2001.0,32.91,2.0,3.97,15.71,0.0,0.0,0.0,40.83,0.0,0.07,4.5,0.0
2002.0,33.01,1.83,3.94,15.72,0.0,0.0,0.0,40.87,0.0,0.13,4.51,0.0
2003.0,33.11,1.65,3.91,15.73,0.0,0.0,0.0,40.9,0.0,0.2,4.51,0.0
2004.0,33.2,1.47,3.87,15.74,0.0,0.0,0.0,40.93,0.0,0.27,4.51,0.0
2005.0,33.3,1.3,3.84,15.75,0.0,0.0,0.0,40.97,0.0,0.33,4.52,0.0
2006.0,33.39,1.12,3.81,15.76,0.0,0.0,0.0,41.0,0.0,0.4,4.52,0.0
2007.0,34.24,1.66,4.01,15.11,0.0,0.0,0.0,40.09,0.0,0.33,4.56,0.0
2008.0,35.09,2.2,4.22,14.45,0.0,0.0,0.0,39.18,0.0,0.27,4.59,0.0
2009.0,35.95,2.73,4.42,13.79,0.0,0.0,0.0,38.27,0.0,0.2,4.63,0.0
2010.0,36.8,3.27,4.63,13.14,0.0,0.0,0.0,37.36,0.0,0.13,4.67,0.0
2011.0,37.65,3.81,4.83,12.48,0.0,0.0,0.0,36.45,0.0,0.07,4.7,0.0
2012.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2013.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2014.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2015.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2016.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2017.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2018.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2019.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
2020.0,38.5,4.35,5.04,11.83,0.0,0.0,0.0,35.54,0.0,0.0,4.74,0.0
