date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,26.12,1.14,14.23,20.67,1.95,4.25,2.54,14.38,5.26,0.81,7.09,1.56
2001.0,26.12,1.14,14.17,20.66,1.95,4.25,2.55,14.39,5.26,0.86,7.1,1.56
2002.0,26.12,1.13,14.12,20.65,1.94,4.25,2.56,14.4,5.25,0.9,7.11,1.57
2003.0,26.12,1.13,14.06,20.64,1.94,4.25,2.56,14.41,5.25,0.95,7.12,1.57
2004.0,26.13,1.13,14.0,20.63,1.94,4.26,2.57,14.41,5.25,1.0,7.13,1.57
2005.0,26.13,1.12,13.95,20.62,1.93,4.26,2.58,14.42,5.24,1.04,7.14,1.58
2006.0,26.13,1.12,13.89,20.61,1.93,4.26,2.59,14.43,5.24,1.09,7.15,1.58
2007.0,26.15,1.34,13.65,20.31,1.86,4.26,2.73,14.29,5.13,1.3,7.2,1.79
2008.0,26.17,1.56,13.41,20.02,1.79,4.27,2.87,14.15,5.01,1.51,7.24,2.0
2009.0,26.2,1.78,13.18,19.72,1.73,4.27,3.01,14.02,4.9,1.71,7.29,2.21
2010.0,26.22,2.0,12.94,19.42,1.66,4.27,3.15,13.88,4.79,1.92,7.34,2.43
2011.0,26.24,2.22,12.7,19.13,1.59,4.28,3.29,13.74,4.67,2.13,7.38,2.64
2012.0,26.26,2.44,12.46,18.83,1.52,4.28,3.43,13.6,4.56,2.34,7.43,2.85
2013.0,26.26,2.44,12.46,18.83,1.51,4.28,3.43,13.6,4.57,2.34,7.43,2.85
2014.0,26.25,2.44,12.46,18.83,1.5,4.28,3.43,13.6,4.58,2.34,7.44,2.85
2015.0,26.25,2.44,12.46,18.83,1.49,4.28,3.44,13.59,4.58,2.34,7.44,2.85
2016.0,26.25,2.44,12.46,18.83,1.48,4.28,3.44,13.59,4.59,2.34,7.44,2.85
2017.0,26.24,2.44,12.46,18.83,1.47,4.28,3.44,13.59,4.6,2.34,7.45,2.85
2018.0,26.24,2.44,12.46,18.83,1.46,4.28,3.44,13.59,4.61,2.34,7.45,2.85
2019.0,26.24,2.44,12.46,18.83,1.46,4.28,3.44,13.59,4.61,2.34,7.45,2.85
2020.0,26.24,2.44,12.46,18.83,1.46,4.28,3.44,13.59,4.61,2.34,7.45,2.85
