date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.27,2.18,10.17,40.96,3.67,0.13,6.5,13.44,16.09,0.27,1.66,4.65
2001.0,0.27,2.18,10.16,40.98,3.67,0.13,6.5,13.42,16.09,0.27,1.66,4.65
2002.0,0.27,2.18,10.16,41.0,3.67,0.13,6.5,13.41,16.09,0.27,1.66,4.65
2003.0,0.27,2.18,10.16,41.03,3.67,0.13,6.5,13.39,16.09,0.27,1.66,4.66
2004.0,0.27,2.18,10.15,41.05,3.67,0.13,6.5,13.37,16.09,0.27,1.66,4.66
2005.0,0.27,2.18,10.14,41.07,3.67,0.13,6.5,13.36,16.09,0.27,1.66,4.66
2006.0,0.27,2.18,10.14,41.09,3.67,0.13,6.5,13.34,16.09,0.27,1.66,4.66
2007.0,0.5,2.46,10.4,40.81,3.52,0.13,7.02,12.81,15.88,0.42,1.67,4.38
2008.0,0.74,2.74,10.67,40.53,3.36,0.13,7.53,12.29,15.68,0.57,1.67,4.09
2009.0,0.97,3.02,10.93,40.26,3.21,0.13,8.05,11.77,15.47,0.72,1.68,3.81
2010.0,1.2,3.29,11.19,39.98,3.05,0.13,8.57,11.24,15.26,0.88,1.69,3.52
2011.0,1.44,3.57,11.46,39.7,2.9,0.13,9.08,10.71,15.06,1.03,1.69,3.24
2012.0,1.67,3.85,11.72,39.42,2.74,0.13,9.6,10.19,14.85,1.18,1.7,2.95
2013.0,1.67,3.85,11.72,39.42,2.72,0.13,9.6,10.19,14.88,1.18,1.71,2.95
2014.0,1.66,3.85,11.72,39.42,2.69,0.13,9.6,10.19,14.9,1.18,1.71,2.95
2015.0,1.66,3.85,11.72,39.42,2.67,0.13,9.6,10.19,14.93,1.18,1.71,2.95
2016.0,1.66,3.85,11.72,39.42,2.64,0.13,9.6,10.19,14.95,1.18,1.72,2.95
2017.0,1.65,3.85,11.72,39.42,2.61,0.13,9.6,10.19,14.97,1.18,1.73,2.95
2018.0,1.65,3.85,11.72,39.42,2.59,0.13,9.6,10.19,15.0,1.18,1.73,2.95
2019.0,1.65,3.85,11.72,39.42,2.59,0.13,9.6,10.19,15.0,1.18,1.73,2.95
2020.0,1.65,3.85,11.72,39.42,2.59,0.13,9.6,10.19,15.0,1.18,1.73,2.95
