date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,2.55,0.1,18.38,17.98,17.92,0.28,8.81,1.7,26.45,1.02,2.57,2.25
2001.0,2.53,0.09,18.34,17.99,17.86,0.28,8.82,1.71,26.49,1.12,2.57,2.22
2002.0,2.51,0.07,18.3,18.0,17.79,0.28,8.83,1.73,26.53,1.22,2.57,2.19
2003.0,2.49,0.06,18.25,18.01,17.73,0.28,8.84,1.74,26.56,1.32,2.57,2.16
2004.0,2.47,0.05,18.21,18.02,17.67,0.28,8.84,1.75,26.6,1.42,2.57,2.13
2005.0,2.45,0.03,18.17,18.03,17.6,0.28,8.85,1.77,26.64,1.52,2.57,2.1
2006.0,2.43,0.02,18.13,18.04,17.54,0.28,8.86,1.78,26.68,1.62,2.57,2.07
2007.0,2.42,0.02,17.69,17.77,17.26,0.28,9.23,1.63,26.54,2.55,2.6,2.02
2008.0,2.41,0.02,17.25,17.5,16.98,0.28,9.6,1.49,26.39,3.48,2.63,1.97
2009.0,2.41,0.03,16.81,17.23,16.7,0.28,9.96,1.34,26.25,4.42,2.67,1.92
2010.0,2.4,0.03,16.38,16.96,16.43,0.27,10.33,1.19,26.11,5.35,2.7,1.87
2011.0,2.39,0.03,15.94,16.69,16.15,0.27,10.7,1.05,25.96,6.28,2.73,1.82
2012.0,2.38,0.03,15.5,16.42,15.87,0.27,11.07,0.9,25.82,7.21,2.76,1.77
2013.0,2.38,0.03,15.51,16.42,15.82,0.27,11.08,0.9,25.85,7.21,2.76,1.77
2014.0,2.38,0.03,15.52,16.42,15.78,0.27,11.08,0.9,25.88,7.21,2.76,1.77
2015.0,2.38,0.03,15.53,16.41,15.73,0.27,11.09,0.9,25.91,7.21,2.76,1.77
2016.0,2.38,0.03,15.53,16.41,15.69,0.27,11.1,0.9,25.94,7.21,2.77,1.77
2017.0,2.38,0.03,15.54,16.41,15.64,0.27,11.1,0.9,25.97,7.21,2.77,1.77
2018.0,2.38,0.03,15.55,16.41,15.6,0.27,11.11,0.9,26.0,7.21,2.77,1.77
2019.0,2.38,0.03,15.55,16.41,15.6,0.27,11.11,0.9,26.0,7.21,2.77,1.77
2020.0,2.38,0.03,15.55,16.41,15.6,0.27,11.11,0.9,26.0,7.21,2.77,1.77
