date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,45.2,0.27,8.11,0.01,0.0,2.7,0.49,12.85,0.0,1.43,27.66,1.27
2001.0,45.17,0.27,8.12,0.01,0.0,2.7,0.49,12.85,0.0,1.43,27.68,1.27
2002.0,45.14,0.27,8.14,0.01,0.0,2.7,0.49,12.86,0.0,1.42,27.69,1.27
2003.0,45.11,0.28,8.15,0.01,0.0,2.7,0.49,12.86,0.0,1.42,27.71,1.27
2004.0,45.07,0.28,8.17,0.01,0.0,2.7,0.49,12.86,0.0,1.42,27.73,1.27
2005.0,45.04,0.28,8.18,0.01,0.0,2.7,0.49,12.87,0.0,1.41,27.74,1.27
2006.0,45.01,0.28,8.2,0.01,0.0,2.7,0.49,12.87,0.0,1.41,27.76,1.27
2007.0,44.47,0.42,7.26,0.52,0.0,2.7,0.46,13.69,0.0,1.35,27.79,1.33
2008.0,43.94,0.56,6.33,1.04,0.0,2.7,0.42,14.51,0.0,1.3,27.81,1.4
2009.0,43.4,0.7,5.39,1.55,0.0,2.7,0.39,15.33,0.0,1.24,27.84,1.46
2010.0,42.86,0.84,4.46,2.06,0.0,2.69,0.35,16.15,0.0,1.18,27.86,1.53
2011.0,42.33,0.98,3.52,2.58,0.0,2.69,0.32,16.97,0.0,1.13,27.89,1.59
2012.0,41.79,1.12,2.59,3.09,0.0,2.69,0.28,17.79,0.0,1.07,27.91,1.66
2013.0,41.77,1.12,2.59,3.09,0.0,2.69,0.29,17.79,0.0,1.07,27.93,1.66
2014.0,41.74,1.12,2.59,3.09,0.0,2.69,0.29,17.79,0.0,1.07,27.95,1.66
2015.0,41.72,1.12,2.59,3.09,0.0,2.69,0.3,17.79,0.0,1.07,27.96,1.66
2016.0,41.7,1.12,2.59,3.09,0.0,2.69,0.3,17.79,0.0,1.07,27.98,1.66
2017.0,41.67,1.12,2.59,3.09,0.0,2.69,0.3,17.79,0.0,1.07,28.0,1.66
2018.0,41.65,1.12,2.59,3.09,0.0,2.69,0.31,17.79,0.0,1.07,28.02,1.66
2019.0,41.65,1.12,2.59,3.09,0.0,2.69,0.31,17.79,0.0,1.07,28.02,1.66
2020.0,41.65,1.12,2.59,3.09,0.0,2.69,0.31,17.79,0.0,1.07,28.02,1.66
